team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,competition_id,season_id,id
2b390eca,/en/squads/2b390eca/2015-2016/Athletic-Club-Stats,Athletic Club,25,38.0,57,456,163,35.7,12.00,4.29,0.12,0.33,,3,5,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
db3b9613,/en/squads/db3b9613/2015-2016/Atletico-Madrid-Stats,Atlético Madrid,25,38.0,62,478,166,34.7,12.58,4.37,0.13,0.37,,1,2,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
206d90db,/en/squads/206d90db/2015-2016/Barcelona-Stats,Barcelona,25,38.0,109,605,266,44.0,15.92,7.00,0.16,0.37,,11,19,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
fc536746,/en/squads/fc536746/2015-2016/Real-Betis-Stats,Betis,29,38.0,34,397,126,31.7,10.45,3.32,0.08,0.25,,3,4,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
f25da7fb,/en/squads/f25da7fb/2015-2016/Celta-Vigo-Stats,Celta Vigo,27,38.0,50,443,155,35.0,11.66,4.08,0.10,0.30,,4,5,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
bea5c710,/en/squads/bea5c710/2015-2016/Eibar-Stats,Eibar,28,38.0,47,420,155,36.9,11.05,4.08,0.10,0.26,,6,8,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
a8661628,/en/squads/a8661628/2015-2016/Espanyol-Stats,Espanyol,26,38.0,38,392,148,37.8,10.32,3.89,0.09,0.25,,1,3,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
7848bd64,/en/squads/7848bd64/2015-2016/Getafe-Stats,Getafe,27,38.0,36,441,149,33.8,11.61,3.92,0.08,0.23,,1,2,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
a0435291,/en/squads/a0435291/2015-2016/Granada-Stats,Granada,28,38.0,45,431,131,30.4,11.34,3.45,0.09,0.29,,7,7,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
2a60ed82,/en/squads/2a60ed82/2015-2016/Deportivo-La-Coruna-Stats,La Coruña,25,38.0,41,455,157,34.5,11.97,4.13,0.09,0.25,,1,1,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
0049d422,/en/squads/0049d422/2015-2016/Las-Palmas-Stats,Las Palmas,27,38.0,42,420,163,38.8,11.05,4.29,0.09,0.23,,4,5,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
9800b6a1,/en/squads/9800b6a1/2015-2016/Levante-Stats,Levante,27,38.0,36,432,142,32.9,11.37,3.74,0.08,0.24,,2,2,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
1c896955,/en/squads/1c896955/2015-2016/Malaga-Stats,Málaga,30,38.0,37,452,167,36.9,11.89,4.39,0.08,0.21,,2,4,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
98e8af82,/en/squads/98e8af82/2015-2016/Rayo-Vallecano-Stats,Rayo Vallecano,29,38.0,52,504,179,35.5,13.26,4.71,0.10,0.28,,2,3,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
53a2f082,/en/squads/53a2f082/2015-2016/Real-Madrid-Stats,Real Madrid,24,38.0,108,712,289,40.6,18.74,7.61,0.14,0.35,,6,9,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
e31d1cd9,/en/squads/e31d1cd9/2015-2016/Real-Sociedad-Stats,Real Sociedad,27,38.0,44,455,157,34.5,11.97,4.13,0.09,0.27,,1,1,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
ad2be733,/en/squads/ad2be733/2015-2016/Sevilla-Stats,Sevilla,33,38.0,50,460,182,39.6,12.11,4.79,0.10,0.24,,6,7,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
bb9efd50,/en/squads/bb9efd50/2015-2016/Sporting-Gijon-Stats,Sporting Gijón,28,38.0,39,374,122,32.6,9.84,3.21,0.10,0.31,,1,2,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
dcc91a7b,/en/squads/dcc91a7b/2015-2016/Valencia-Stats,Valencia,30,38.0,42,405,140,34.6,10.66,3.68,0.09,0.27,,4,5,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
2a8183b3,/en/squads/2a8183b3/2015-2016/Villarreal-Stats,Villarreal,26,38.0,42,340,133,39.1,8.95,3.50,0.11,0.29,,3,3,12,2015-2016,2fa4c3f5-02ef-4e07-af02-9150afb8db0c
