team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2019-2020/Alaves-Stats,Alavés,32,27.6,41.5,38,418,"3,420",38.0,34,20,54,28,6,6,111,7,39.3,34.7,26.9,61.6,403,944,0.89,0.53,1.42,0.74,1.26,1.03,0.71,1.74,0.91,1.62,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
2b390eca,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats,Athletic Club,26,26.7,48.7,38,418,"3,420",38.0,40,23,63,32,8,10,90,2,41.5,33.8,26.2,60.0,604,1291,1.05,0.61,1.66,0.84,1.45,1.09,0.69,1.78,0.89,1.58,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
db3b9613,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats,Atlético Madrid,30,26.1,48.6,38,418,"3,420",38.0,50,35,85,44,6,8,93,3,56.8,50.6,39.4,90.0,598,1333,1.32,0.92,2.24,1.16,2.08,1.50,1.04,2.53,1.33,2.37,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
206d90db,/en/squads/206d90db/2019-2020/Barcelona-Stats,Barcelona,28,27.8,66.4,38,418,"3,420",38.0,84,62,146,78,6,6,92,6,66.3,61.7,49.5,111.2,923,2042,2.21,1.63,3.84,2.05,3.68,1.75,1.30,3.05,1.62,2.93,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
fc536746,/en/squads/fc536746/2019-2020/Real-Betis-Stats,Betis,27,27.5,56.7,38,418,"3,420",38.0,48,35,83,42,6,8,108,9,51.0,45.2,36.9,82.0,834,1475,1.26,0.92,2.18,1.11,2.03,1.34,0.97,2.31,1.19,2.16,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
f25da7fb,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats,Celta Vigo,30,25.8,51.7,38,418,"3,420",38.0,37,26,63,31,6,9,104,6,39.2,32.4,26.2,58.7,670,1364,0.97,0.68,1.66,0.82,1.50,1.03,0.69,1.72,0.85,1.54,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
bea5c710,/en/squads/bea5c710/2019-2020/Eibar-Stats,Eibar,26,29.3,46.3,38,418,"3,420",38.0,38,24,62,31,7,10,92,3,42.0,34.2,26.0,60.2,424,1265,1.00,0.63,1.63,0.82,1.45,1.10,0.68,1.79,0.90,1.58,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
a8661628,/en/squads/a8661628/2019-2020/Espanyol-Stats,Espanyol,31,27.7,47.4,38,418,"3,420",38.0,25,17,42,21,4,4,107,9,38.6,35.6,27.3,62.9,561,1240,0.66,0.45,1.11,0.55,1.00,1.02,0.72,1.74,0.94,1.66,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
7848bd64,/en/squads/7848bd64/2019-2020/Getafe-Stats,Getafe,30,27.5,45.0,38,418,"3,420",38.0,42,31,73,36,6,7,135,5,41.6,36.1,27.9,64.0,416,1196,1.11,0.82,1.92,0.95,1.76,1.09,0.73,1.83,0.95,1.69,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
a0435291,/en/squads/a0435291/2019-2020/Granada-Stats,Granada,27,26.8,43.8,38,418,"3,420",38.0,50,34,84,45,5,5,109,1,44.9,40.9,30.5,71.4,511,1009,1.32,0.89,2.21,1.18,2.08,1.18,0.80,1.98,1.08,1.88,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
7c6f2c78,/en/squads/7c6f2c78/2019-2020/Leganes-Stats,Leganés,29,26.9,43.9,38,418,"3,420",38.0,30,19,49,27,3,5,127,4,39.9,35.9,27.7,63.7,498,1165,0.79,0.50,1.29,0.71,1.21,1.05,0.73,1.78,0.95,1.68,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
9800b6a1,/en/squads/9800b6a1/2019-2020/Levante-Stats,Levante,29,27.7,48.3,38,418,"3,420",38.0,45,28,73,40,5,5,79,5,48.1,44.2,36.3,80.5,711,1358,1.18,0.74,1.92,1.05,1.79,1.27,0.95,2.22,1.16,2.12,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
2aa12281,/en/squads/2aa12281/2019-2020/Mallorca-Stats,Mallorca,32,26.8,45.0,38,418,"3,420",38.0,39,21,60,31,8,10,93,5,41.1,33.3,25.4,58.7,740,1210,1.03,0.55,1.58,0.82,1.37,1.08,0.67,1.75,0.88,1.55,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
03c57e2b,/en/squads/03c57e2b/2019-2020/Osasuna-Stats,Osasuna,31,27.7,47.4,38,418,"3,420",38.0,46,26,72,38,8,8,110,6,49.4,43.2,34.4,77.6,562,1359,1.21,0.68,1.89,1.00,1.68,1.30,0.91,2.21,1.14,2.04,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
53a2f082,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats,Real Madrid,26,27.6,58.8,38,418,"3,420",38.0,69,52,121,58,11,11,82,4,67.9,59.2,49.9,109.1,951,1972,1.82,1.37,3.18,1.53,2.89,1.79,1.31,3.10,1.56,2.87,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
e31d1cd9,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats,Real Sociedad,27,24.8,56.2,38,418,"3,420",38.0,54,38,92,50,4,5,79,2,48.9,45.1,35.4,80.5,737,1588,1.42,1.00,2.42,1.32,2.32,1.29,0.93,2.22,1.19,2.12,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
ad2be733,/en/squads/ad2be733/2019-2020/Sevilla-Stats,Sevilla,26,27.7,57.9,38,418,"3,420",38.0,53,35,88,46,7,7,97,1,53.2,47.9,38.4,86.3,803,1823,1.39,0.92,2.32,1.21,2.13,1.40,1.01,2.41,1.26,2.27,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
dcc91a7b,/en/squads/dcc91a7b/2019-2020/Valencia-Stats,Valencia,28,27.0,49.0,38,418,"3,420",38.0,45,34,79,40,5,8,80,8,43.3,37.2,31.7,68.9,671,1378,1.18,0.89,2.08,1.05,1.95,1.14,0.83,1.97,0.98,1.81,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
17859612,/en/squads/17859612/2019-2020/Valladolid-Stats,Valladolid,30,27.1,44.7,38,418,"3,420",38.0,31,19,50,28,3,6,84,0,36.6,32.1,24.0,56.1,510,1106,0.82,0.50,1.32,0.74,1.24,0.96,0.63,1.59,0.85,1.48,12,2019-2020,1ec1ed16-0701-4f9b-bc4e-ae6064bad09f
