team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2023-2024/Alaves-Stats,Alavés,30,38.0,817,21.50,563,88,54,53,43,16,60,1.58,39,5,6,4,6,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
78ecf4bb,/en/squads/78ecf4bb/2023-2024/Almeria-Stats,Almería,35,38.0,823,21.66,586,66,47,52,50,22,70,1.84,45,3,7,9,4,2,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
2b390eca,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats,Athletic Club,27,38.0,817,21.50,612,81,48,33,32,11,103,2.71,83,6,6,3,4,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
db3b9613,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats,Atlético Madrid,27,38.0,852,22.42,650,59,56,42,31,14,120,3.16,94,3,10,7,5,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
206d90db,/en/squads/206d90db/2023-2024/Barcelona-Stats,Barcelona,29,38.0,1063,27.97,798,83,63,69,39,11,136,3.58,105,6,6,11,7,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
fc536746,/en/squads/fc536746/2023-2024/Real-Betis-Stats,Betis,35,38.0,870,22.89,632,75,52,62,34,15,78,2.05,57,3,5,7,3,3,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
ee7c297c,/en/squads/ee7c297c/2023-2024/Cadiz-Stats,Cádiz,34,38.0,698,18.37,478,85,30,48,42,15,40,1.05,25,4,1,5,4,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
f25da7fb,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats,Celta Vigo,31,38.0,855,22.50,645,67,50,43,42,8,81,2.13,63,2,5,5,6,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
7848bd64,/en/squads/7848bd64/2023-2024/Getafe-Stats,Getafe,33,38.0,766,20.16,531,87,45,48,40,15,69,1.82,40,8,8,9,4,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
9024a00a,/en/squads/9024a00a/2023-2024/Girona-Stats,Girona,25,38.0,872,22.95,674,62,45,45,36,10,152,4.00,119,7,10,7,8,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
a0435291,/en/squads/a0435291/2023-2024/Granada-Stats,Granada,40,38.0,708,18.63,475,74,47,50,49,13,63,1.66,45,3,3,5,5,2,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
0049d422,/en/squads/0049d422/2023-2024/Las-Palmas-Stats,Las Palmas,29,38.0,707,18.61,560,40,38,30,30,9,60,1.58,49,3,1,3,3,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
2aa12281,/en/squads/2aa12281/2023-2024/Mallorca-Stats,Mallorca,25,38.0,734,19.32,501,99,37,52,33,12,57,1.50,33,12,1,8,3,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
03c57e2b,/en/squads/03c57e2b/2023-2024/Osasuna-Stats,Osasuna,29,38.0,714,18.79,505,77,32,47,45,8,73,1.92,45,8,4,10,6,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
98e8af82,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats,Rayo Vallecano,26,38.0,815,21.45,548,79,36,62,70,20,40,1.05,21,3,3,7,5,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
53a2f082,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats,Real Madrid,27,38.0,1082,28.47,813,72,84,59,38,16,154,4.05,113,8,16,13,2,2,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
e31d1cd9,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats,Real Sociedad,31,38.0,775,20.39,528,79,53,59,37,19,79,2.08,54,4,6,9,4,2,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
ad2be733,/en/squads/ad2be733/2023-2024/Sevilla-Stats,Sevilla,35,38.0,874,23.00,641,94,42,40,45,12,84,2.21,62,6,6,5,2,3,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
dcc91a7b,/en/squads/dcc91a7b/2023-2024/Valencia-Stats,Valencia,29,38.0,670,17.63,478,66,38,29,42,17,66,1.74,47,3,5,5,6,0,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
2a8183b3,/en/squads/2a8183b3/2023-2024/Villarreal-Stats,Villarreal,32,38.0,855,22.50,624,76,53,56,30,16,111,2.92,77,9,4,15,5,1,12,2023-2024,5bc41fd6-83ec-4b62-a97f-6b5848ad72b6
