team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2016-2017/Alaves-Stats,Alavés,25,38.0,120,5,3,548,485,92,643,565,558,4,6,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
2b390eca,/en/squads/2b390eca/2016-2017/Athletic-Club-Stats,Athletic Club,25,38.0,89,2,1,528,529,76,912,593,581,6,3,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
db3b9613,/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats,Atlético Madrid,22,38.0,85,3,3,510,474,117,660,645,600,7,4,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
206d90db,/en/squads/206d90db/2016-2017/Barcelona-Stats,Barcelona,25,38.0,75,1,1,427,577,118,551,445,463,8,0,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
fc536746,/en/squads/fc536746/2016-2017/Real-Betis-Stats,Betis,27,38.0,106,5,3,583,576,87,645,593,560,2,5,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
f25da7fb,/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats,Celta Vigo,27,38.0,111,8,6,516,516,101,481,627,550,6,10,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
bea5c710,/en/squads/bea5c710/2016-2017/Eibar-Stats,Eibar,24,38.0,96,7,2,522,385,92,920,676,526,6,6,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
a8661628,/en/squads/a8661628/2016-2017/Espanyol-Stats,Espanyol,27,38.0,82,2,2,572,497,62,674,607,583,3,2,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
a0435291,/en/squads/a0435291/2016-2017/Granada-Stats,Granada,35,38.0,116,6,4,559,442,62,623,620,477,1,4,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
2a60ed82,/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats,La Coruña,28,38.0,97,4,2,546,523,69,879,563,531,7,3,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
0049d422,/en/squads/0049d422/2016-2017/Las-Palmas-Stats,Las Palmas,29,38.0,106,6,4,471,632,88,462,523,440,6,11,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
7c6f2c78,/en/squads/7c6f2c78/2016-2017/Leganes-Stats,Leganés,31,38.0,107,3,1,648,475,90,663,671,546,4,7,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
1c896955,/en/squads/1c896955/2016-2017/Malaga-Stats,Málaga,29,38.0,116,7,5,560,528,87,792,663,562,5,9,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
03c57e2b,/en/squads/03c57e2b/2016-2017/Osasuna-Stats,Osasuna,35,38.0,100,3,1,574,415,76,648,677,545,5,10,3,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
53a2f082,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats,Real Madrid,24,38.0,76,2,0,434,544,137,857,517,572,5,4,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
e31d1cd9,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats,Real Sociedad,27,38.0,89,6,5,536,589,84,829,603,456,7,7,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
ad2be733,/en/squads/ad2be733/2016-2017/Sevilla-Stats,Sevilla,28,38.0,109,4,2,589,524,126,661,522,521,5,5,1,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
bb9efd50,/en/squads/bb9efd50/2016-2017/Sporting-Gijon-Stats,Sporting Gijón,29,38.0,116,4,2,574,498,78,676,552,517,7,9,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
dcc91a7b,/en/squads/dcc91a7b/2016-2017/Valencia-Stats,Valencia,31,38.0,114,6,3,556,569,90,668,628,621,5,13,2,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
2a8183b3,/en/squads/2a8183b3/2016-2017/Villarreal-Stats,Villarreal,27,38.0,91,4,1,523,500,84,514,567,505,7,6,0,12,2016-2017,1681e815-fa69-4bf5-bbec-125142e1094c
