team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2016-2017/Alaves-Stats,vs Alavés,25,26.7,55.6,38,418,"3,420",38.0,41,29,70,37,4,6,102,5,1.08,0.76,1.84,0.97,1.74,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
2b390eca,/en/squads/2b390eca/2016-2017/Athletic-Club-Stats,vs Athletic Club,25,26.6,48.9,38,418,"3,420",38.0,43,34,77,42,1,3,118,5,1.13,0.89,2.03,1.11,2.00,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
db3b9613,/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats,vs Atlético Madrid,22,26.6,51.6,38,418,"3,420",38.0,27,15,42,24,3,4,98,4,0.71,0.39,1.11,0.63,1.03,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
206d90db,/en/squads/206d90db/2016-2017/Barcelona-Stats,vs Barcelona,25,26.5,33.9,38,418,"3,420",38.0,35,24,59,35,0,0,104,10,0.92,0.63,1.55,0.92,1.55,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
fc536746,/en/squads/fc536746/2016-2017/Real-Betis-Stats,vs Betis,27,26.7,52.1,38,418,"3,420",38.0,64,41,105,60,4,5,100,4,1.68,1.08,2.76,1.58,2.66,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
f25da7fb,/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats,vs Celta Vigo,27,26.5,46.8,38,418,"3,420",38.0,67,49,116,58,9,10,91,4,1.76,1.29,3.05,1.53,2.82,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
bea5c710,/en/squads/bea5c710/2016-2017/Eibar-Stats,vs Eibar,24,26.4,52.2,38,418,"3,420",38.0,50,31,81,45,5,6,97,10,1.32,0.82,2.13,1.18,2.00,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
a8661628,/en/squads/a8661628/2016-2017/Espanyol-Stats,vs Espanyol,27,26.3,56.0,38,418,"3,420",38.0,49,32,81,47,2,2,87,4,1.29,0.84,2.13,1.24,2.08,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
a0435291,/en/squads/a0435291/2016-2017/Granada-Stats,vs Granada,35,26.3,54.9,38,418,"3,420",38.0,81,56,137,79,2,4,71,5,2.13,1.47,3.61,2.08,3.55,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
2a60ed82,/en/squads/2a60ed82/2016-2017/Deportivo-La-Coruna-Stats,vs La Coruña,28,26.4,53.0,38,418,"3,420",38.0,59,41,100,56,3,3,92,2,1.55,1.08,2.63,1.47,2.55,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
0049d422,/en/squads/0049d422/2016-2017/Las-Palmas-Stats,vs Las Palmas,29,26.4,41.0,38,418,"3,420",38.0,73,43,116,62,11,11,106,6,1.92,1.13,3.05,1.63,2.76,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
7c6f2c78,/en/squads/7c6f2c78/2016-2017/Leganes-Stats,vs Leganés,31,26.5,55.3,38,418,"3,420",38.0,55,39,94,49,6,7,77,2,1.45,1.03,2.47,1.29,2.32,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
1c896955,/en/squads/1c896955/2016-2017/Malaga-Stats,vs Málaga,29,26.4,51.6,38,418,"3,420",38.0,55,38,93,49,6,7,107,8,1.45,1.00,2.45,1.29,2.29,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
03c57e2b,/en/squads/03c57e2b/2016-2017/Osasuna-Stats,vs Osasuna,35,26.4,61.0,38,418,"3,420",38.0,91,66,157,87,4,8,81,2,2.39,1.74,4.13,2.29,4.03,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
53a2f082,/en/squads/53a2f082/2016-2017/Real-Madrid-Stats,vs Real Madrid,24,26.5,43.8,38,418,"3,420",38.0,40,30,70,38,2,4,116,4,1.05,0.79,1.84,1.00,1.79,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
e31d1cd9,/en/squads/e31d1cd9/2016-2017/Real-Sociedad-Stats,vs Real Sociedad,27,26.4,43.3,38,418,"3,420",38.0,51,36,87,47,4,7,113,4,1.34,0.95,2.29,1.24,2.18,12,2016-2017,6432056d-5b18-4fa7-9761-0c0d65a568f8
