team_id,team_url,team,players_used_away,gk_games_away,gk_games_starts_away,gk_minutes_away,minutes_90s_away,gk_goals_against_away,gk_goals_against_per90_away,gk_shots_on_target_against_away,gk_saves_away,gk_save_pct_away,gk_wins_away,gk_ties_away,gk_losses_away,gk_clean_sheets_away,gk_clean_sheets_pct_away,gk_pens_att_away,gk_pens_allowed_away,gk_pens_saved_away,gk_pens_missed_away,gk_pens_save_pct_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2021-2022/Alaves-Stats,vs Alavés,3,38,38,"3,420",38.0,31,0.82,118,88,78.8,23,7,8,16,42.1,7,6,1,0,14.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
2b390eca,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats,vs Athletic Club,2,38,38,"3,420",38.0,43,1.13,157,113,74.5,11,13,14,14,36.8,7,3,4,0,57.1,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
db3b9613,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats,vs Atlético Madrid,1,38,38,"3,420",38.0,65,1.71,157,93,61.1,9,8,21,7,18.4,5,4,1,0,20.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
206d90db,/en/squads/206d90db/2021-2022/Barcelona-Stats,vs Barcelona,2,38,38,"3,420",38.0,68,1.79,184,115,66.3,7,10,21,8,21.1,7,6,1,0,14.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
fc536746,/en/squads/fc536746/2021-2022/Real-Betis-Stats,vs Betis,2,38,38,"3,420",38.0,62,1.63,188,128,70.2,11,8,19,11,28.9,6,6,0,0,0.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
ee7c297c,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,vs Cádiz,1,38,38,"3,420",38.0,35,0.92,124,86,74.2,15,15,8,13,34.2,6,3,3,0,50.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
f25da7fb,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,vs Celta Vigo,1,38,38,"3,420",38.0,43,1.13,141,96,71.6,16,10,12,15,39.5,6,3,3,0,50.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
6c8b07df,/en/squads/6c8b07df/2021-2022/Elche-Stats,vs Elche,2,38,38,"3,420",38.0,40,1.05,107,68,63.6,18,9,11,12,31.6,1,1,0,0,0.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
a8661628,/en/squads/a8661628/2021-2022/Espanyol-Stats,vs Espanyol,3,38,38,"3,420",38.0,40,1.05,133,94,73.7,16,12,10,10,26.3,5,5,0,0,0.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
7848bd64,/en/squads/7848bd64/2021-2022/Getafe-Stats,vs Getafe,2,38,38,"3,420",38.0,33,0.87,116,83,74.1,15,15,8,18,47.4,5,3,2,0,40.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
a0435291,/en/squads/a0435291/2021-2022/Granada-Stats,vs Granada,2,38,38,"3,420",38.0,44,1.16,134,91,69.4,16,14,8,13,34.2,5,3,0,2,0.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
9800b6a1,/en/squads/9800b6a1/2021-2022/Levante-Stats,vs Levante,4,38,38,"3,420",38.0,51,1.34,158,103,72.8,19,11,8,12,31.6,13,8,4,1,33.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
2aa12281,/en/squads/2aa12281/2021-2022/Mallorca-Stats,vs Mallorca,4,38,38,"3,420",38.0,36,0.95,138,104,78.3,19,9,10,15,39.5,7,6,1,0,14.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
03c57e2b,/en/squads/03c57e2b/2021-2022/Osasuna-Stats,vs Osasuna,2,38,38,"3,420",38.0,37,0.97,122,83,74.6,15,11,12,15,39.5,8,6,2,0,25.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
98e8af82,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats,vs Rayo Vallecano,2,38,38,"3,420",38.0,39,1.03,137,99,74.5,18,9,11,14,36.8,4,4,0,0,0.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
53a2f082,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats,vs Real Madrid,2,38,38,"3,420",38.0,80,2.11,254,171,71.7,4,8,26,8,21.1,12,8,3,1,27.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
e31d1cd9,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats,vs Real Sociedad,2,38,38,"3,420",38.0,40,1.05,153,112,79.7,10,11,17,11,28.9,10,9,1,0,10.0,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
ad2be733,/en/squads/ad2be733/2021-2022/Sevilla-Stats,vs Sevilla,3,38,38,"3,417",38.0,53,1.40,142,90,64.1,4,16,18,7,18.4,3,2,1,0,33.3,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
dcc91a7b,/en/squads/dcc91a7b/2021-2022/Valencia-Stats,vs Valencia,3,38,38,"3,420",38.0,48,1.26,138,92,71.0,12,15,11,8,21.1,9,8,1,0,11.1,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
2a8183b3,/en/squads/2a8183b3/2021-2022/Villarreal-Stats,vs Villarreal,2,38,38,"3,420",38.0,63,1.66,170,107,65.9,11,11,16,11,28.9,6,5,1,0,16.7,12,2021-2022,e2c3f246-6b51-4096-961c-2a460f7b8238
