team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,Alavés,30,38.0,702,464,364,265,73,267,663,40.3,396,407,133,274,498,1200,981,11,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,Athletic Club,26,38.0,739,486,359,304,76,296,735,40.3,439,432,103,329,465,1204,820,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,Atlético Madrid,26,38.0,917,614,442,372,103,377,847,44.5,470,462,129,333,513,1430,885,4,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,Barcelona,25,38.0,629,413,281,262,86,229,552,41.5,323,366,103,263,424,1053,525,10,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,Betis,29,38.0,635,424,319,252,64,213,537,39.7,324,356,95,261,427,1062,869,17,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,Celta Vigo,23,38.0,589,420,304,232,53,218,556,39.2,338,327,101,226,497,1086,780,10,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,Eibar,27,38.0,643,436,271,282,90,258,613,42.1,355,349,53,296,554,1197,712,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,Espanyol,25,38.0,716,500,357,278,81,271,700,38.7,429,362,116,246,515,1231,902,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,Getafe,32,38.0,715,491,369,267,79,276,732,37.7,456,350,69,281,487,1202,899,5,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,Girona,25,38.0,611,403,299,254,58,240,606,39.6,366,329,84,245,490,1101,858,6,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
2a60ed82,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,La Coruña,32,38.0,728,500,386,282,60,292,679,43.0,387,391,113,278,484,1212,942,13,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
0049d422,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,Las Palmas,36,38.0,654,433,325,269,60,268,647,41.4,379,367,112,255,508,1162,713,21,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
7c6f2c78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,Leganés,28,38.0,721,483,350,307,64,323,697,46.3,374,361,87,274,583,1304,777,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
9800b6a1,/en/squads/9800b6a1/2017-2018/Levante-Stats,Levante,33,38.0,616,414,328,222,66,239,625,38.2,386,395,127,268,477,1093,811,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
1c896955,/en/squads/1c896955/2017-2018/Malaga-Stats,Málaga,37,38.0,745,509,383,276,86,272,707,38.5,435,362,101,261,497,1242,890,3,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
53a2f082,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,Real Madrid,24,38.0,687,470,317,275,95,252,621,40.6,369,362,83,279,424,1111,536,16,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
e31d1cd9,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats,Real Sociedad,27,38.0,547,374,249,228,70,227,536,42.4,309,367,91,276,446,993,665,6,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
ad2be733,/en/squads/ad2be733/2017-2018/Sevilla-Stats,Sevilla,31,38.0,768,535,354,325,89,296,685,43.2,389,419,114,305,409,1177,849,17,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
dcc91a7b,/en/squads/dcc91a7b/2017-2018/Valencia-Stats,Valencia,25,38.0,745,492,407,267,71,309,692,44.7,383,416,108,308,459,1204,910,9,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
2a8183b3,/en/squads/2a8183b3/2017-2018/Villarreal-Stats,Villarreal,32,38.0,711,466,356,278,77,277,700,39.6,423,447,131,316,427,1138,1023,7,12,2017-2018,76c6cbf8-9700-4d3c-8340-efde712e0275
