team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,pens_made_away,pens_att_away,competition_id,season_id,id
2b390eca,/en/squads/2b390eca/2015-2016/Athletic-Club-Stats,vs Athletic Club,25,38.0,43,384,140,36.5,10.11,3.68,0.10,0.26,,6,7,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
db3b9613,/en/squads/db3b9613/2015-2016/Atletico-Madrid-Stats,vs Atlético Madrid,25,38.0,18,370,103,27.8,9.74,2.71,0.05,0.17,,1,1,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
206d90db,/en/squads/206d90db/2015-2016/Barcelona-Stats,vs Barcelona,25,38.0,27,365,132,36.2,9.61,3.47,0.07,0.20,,1,1,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
fc536746,/en/squads/fc536746/2015-2016/Real-Betis-Stats,vs Betis,29,38.0,51,518,193,37.3,13.63,5.08,0.10,0.26,,0,1,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
f25da7fb,/en/squads/f25da7fb/2015-2016/Celta-Vigo-Stats,vs Celta Vigo,27,38.0,57,466,162,34.8,12.26,4.26,0.12,0.33,,3,5,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
bea5c710,/en/squads/bea5c710/2015-2016/Eibar-Stats,vs Eibar,28,38.0,59,388,155,39.9,10.21,4.08,0.14,0.36,,3,4,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
a8661628,/en/squads/a8661628/2015-2016/Espanyol-Stats,vs Espanyol,26,38.0,72,490,175,35.7,12.89,4.61,0.13,0.38,,6,6,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
7848bd64,/en/squads/7848bd64/2015-2016/Getafe-Stats,vs Getafe,27,38.0,66,474,191,40.3,12.47,5.03,0.12,0.30,,8,10,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
a0435291,/en/squads/a0435291/2015-2016/Granada-Stats,vs Granada,28,38.0,67,440,177,40.2,11.58,4.66,0.14,0.36,,4,5,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
2a60ed82,/en/squads/2a60ed82/2015-2016/Deportivo-La-Coruna-Stats,vs La Coruña,25,38.0,60,411,154,37.5,10.82,4.05,0.14,0.37,,3,4,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
0049d422,/en/squads/0049d422/2015-2016/Las-Palmas-Stats,vs Las Palmas,27,38.0,52,480,182,37.9,12.63,4.79,0.10,0.27,,3,4,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
9800b6a1,/en/squads/9800b6a1/2015-2016/Levante-Stats,vs Levante,27,38.0,65,508,187,36.8,13.37,4.92,0.12,0.32,,5,7,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
1c896955,/en/squads/1c896955/2015-2016/Malaga-Stats,vs Málaga,30,38.0,32,406,144,35.5,10.68,3.79,0.08,0.22,,1,2,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
98e8af82,/en/squads/98e8af82/2015-2016/Rayo-Vallecano-Stats,vs Rayo Vallecano,29,38.0,71,472,192,40.7,12.42,5.05,0.14,0.33,,7,9,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
53a2f082,/en/squads/53a2f082/2015-2016/Real-Madrid-Stats,vs Real Madrid,24,38.0,34,431,144,33.4,11.34,3.79,0.08,0.23,,1,4,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
e31d1cd9,/en/squads/e31d1cd9/2015-2016/Real-Sociedad-Stats,vs Real Sociedad,27,38.0,47,418,155,37.1,11.00,4.08,0.10,0.27,,5,7,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
ad2be733,/en/squads/ad2be733/2015-2016/Sevilla-Stats,vs Sevilla,33,38.0,48,538,175,32.5,14.16,4.61,0.09,0.26,,2,3,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
bb9efd50,/en/squads/bb9efd50/2015-2016/Sporting-Gijon-Stats,vs Sporting Gijón,28,38.0,61,537,210,39.1,14.13,5.53,0.10,0.26,,6,10,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
dcc91a7b,/en/squads/dcc91a7b/2015-2016/Valencia-Stats,vs Valencia,30,38.0,47,517,184,35.6,13.61,4.84,0.09,0.24,,2,4,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
2a8183b3,/en/squads/2a8183b3/2015-2016/Villarreal-Stats,vs Villarreal,26,38.0,34,454,134,29.5,11.95,3.53,0.07,0.24,,2,3,12,2015-2016,76a53bd3-10ca-4e46-b591-9a9186ce355a
