team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,Almería,29,38.0,98,4,2,443,401,83,605,322,322,2,6,1,1890,482,530,47.6,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,Athletic Club,26,38.0,81,5,1,512,421,96,918,310,369,3,3,3,2194,532,487,52.2,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,Atlético Madrid,27,38.0,92,8,3,440,418,79,625,304,408,0,5,0,1977,445,399,52.7,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,Barcelona,29,38.0,84,6,3,433,452,98,744,253,324,0,3,3,1995,467,359,56.5,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,Betis,30,38.0,83,15,3,414,535,74,514,364,421,4,3,1,1918,453,502,47.4,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,Cádiz,38,38.0,116,7,4,532,482,75,633,270,410,2,10,0,1953,606,651,48.2,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,Celta Vigo,26,38.0,85,6,3,469,493,81,705,368,413,2,8,1,2031,458,539,45.9,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,Elche,32,38.0,99,12,3,525,394,81,750,323,363,4,10,2,1924,484,465,51.0,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,Espanyol,33,38.0,99,10,4,457,493,62,713,338,379,3,6,2,1791,647,596,52.1,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,Getafe,25,38.0,126,9,6,600,437,79,649,320,339,3,8,2,1871,714,697,50.6,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
9024a00a,/en/squads/9024a00a/2022-2023/Girona-Stats,Girona,29,38.0,92,3,2,440,507,87,713,266,321,7,8,0,1836,428,435,49.6,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
2aa12281,/en/squads/2aa12281/2022-2023/Mallorca-Stats,Mallorca,31,38.0,120,5,0,611,457,77,635,318,344,4,7,0,1833,674,629,51.7,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
03c57e2b,/en/squads/03c57e2b/2022-2023/Osasuna-Stats,Osasuna,26,38.0,93,7,1,544,410,60,794,315,328,5,4,2,1930,613,628,49.4,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
98e8af82,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats,Rayo Vallecano,28,38.0,90,6,2,544,490,98,832,309,393,2,5,4,2085,437,527,45.3,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
53a2f082,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats,Real Madrid,26,38.0,72,3,2,367,530,89,574,296,353,8,5,1,1843,339,231,59.5,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
e31d1cd9,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats,Real Sociedad,30,38.0,90,2,0,621,452,91,538,271,395,4,2,2,2018,664,557,54.4,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
ad2be733,/en/squads/ad2be733/2022-2023/Sevilla-Stats,Sevilla,35,38.0,121,13,4,474,460,106,827,339,367,4,3,3,1973,497,475,51.1,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
dcc91a7b,/en/squads/dcc91a7b/2022-2023/Valencia-Stats,Valencia,28,38.0,93,8,3,504,510,80,924,288,428,6,5,2,2015,492,561,46.7,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
17859612,/en/squads/17859612/2022-2023/Valladolid-Stats,Valladolid,36,38.0,94,6,2,460,516,98,683,345,396,4,10,1,1966,471,617,43.3,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
2a8183b3,/en/squads/2a8183b3/2022-2023/Villarreal-Stats,Villarreal,32,38.0,91,4,2,450,482,87,520,262,370,5,4,1,1819,357,375,48.8,12,2022-2023,adfb489d-8801-49d9-bc69-fd6837e1af19
