rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,Alavés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8d6fd021.png,19,7,8,4,19,19,0,29,1.53,22.9,22.2,+0.7,+0.04,19,6,3,10,20,31,-11,21,1.11,18.2,31.0,-12.8,-0.67,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
12,bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,Eibar,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bea5c710.png,19,9,6,4,31,21,+10,33,1.74,32.5,23.3,+9.2,+0.48,19,2,8,9,15,29,-14,14,0.74,22.3,22.5,-0.2,-0.01,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
13,7c6f2c78,/en/squads/7c6f2c78/2018-2019/Leganes-Stats,Leganés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7c6f2c78.png,19,7,8,4,19,16,+3,29,1.53,22.9,16.0,+6.9,+0.36,19,4,4,11,18,27,-9,16,0.84,17.7,25.2,-7.5,-0.39,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
14,2a8183b3,/en/squads/2a8183b3/2018-2019/Villarreal-Stats,Villarreal,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a8183b3.png,19,5,8,6,28,26,+2,23,1.21,30.3,22.1,+8.2,+0.43,19,5,6,8,21,26,-5,21,1.11,23.7,32.9,-9.3,-0.49,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
15,9800b6a1,/en/squads/9800b6a1/2018-2019/Levante-Stats,Levante,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9800b6a1.png,19,6,7,6,34,34,0,25,1.32,30.9,34.7,-3.8,-0.20,19,5,4,10,25,32,-7,19,1.00,23.1,41.5,-18.5,-0.97,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
16,17859612,/en/squads/17859612/2018-2019/Valladolid-Stats,Valladolid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.17859612.png,19,5,5,9,16,26,-10,20,1.05,22.3,23.3,-1.0,-0.06,19,5,6,8,16,25,-9,21,1.11,18.8,35.2,-16.4,-0.86,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
17,f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,Celta Vigo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f25da7fb.png,19,8,5,6,31,25,+6,29,1.53,25.4,25.4,0.0,0.00,19,2,6,11,22,37,-15,12,0.63,21.2,35.6,-14.4,-0.76,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
18,9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,Girona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9024a00a.png,19,3,6,10,17,28,-11,15,0.79,23.5,22.9,+0.7,+0.03,19,6,4,9,20,25,-5,22,1.16,20.0,29.8,-9.9,-0.52,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
19,c6c493e6,/en/squads/c6c493e6/2018-2019/Huesca-Stats,Huesca,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c6c493e6.png,19,5,6,8,24,30,-6,21,1.11,30.6,25.7,+5.0,+0.26,19,2,6,11,19,35,-16,12,0.63,20.2,34.5,-14.3,-0.75,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
20,98e8af82,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats,Rayo Vallecano,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.98e8af82.png,19,5,6,8,25,32,-7,21,1.11,29.3,23.7,+5.5,+0.29,19,3,2,14,16,38,-22,11,0.58,19.4,36.3,-16.8,-0.89,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
