rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,Barcelona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.206d90db.png,19,15,3,1,51,17,+34,48,2.53,45.4,23.2,+22.1,+1.17,19,11,6,2,39,19,+20,39,2.05,30.4,22.1,+8.3,+0.44,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
2,db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,Atlético Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.db3b9613.png,19,15,3,1,32,10,+22,48,2.53,26.0,17.9,+8.2,+0.43,19,7,7,5,23,19,+4,28,1.47,21.3,24.1,-2.8,-0.15,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
3,53a2f082,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats,Real Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.53a2f082.png,19,13,1,5,32,15,+17,40,2.11,35.8,19.4,+16.4,+0.86,19,8,4,7,31,31,0,28,1.47,30.9,27.7,+3.2,+0.17,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
4,dcc91a7b,/en/squads/dcc91a7b/2018-2019/Valencia-Stats,Valencia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dcc91a7b.png,19,7,10,2,24,12,+12,31,1.63,31.2,14.7,+16.5,+0.87,19,8,6,5,27,23,+4,30,1.58,29.5,28.2,+1.3,+0.07,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
5,7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,Getafe,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7848bd64.png,19,11,3,5,28,13,+15,36,1.89,28.0,18.8,+9.1,+0.48,19,4,11,4,20,22,-2,23,1.21,18.2,24.7,-6.5,-0.34,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
6,ad2be733,/en/squads/ad2be733/2018-2019/Sevilla-Stats,Sevilla,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.ad2be733.png,19,12,3,4,39,20,+19,39,2.05,38.7,19.5,+19.2,+1.01,19,5,5,9,23,27,-4,20,1.05,27.9,25.9,+2.0,+0.11,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
7,a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,Espanyol,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a8661628.png,19,11,3,5,28,22,+6,36,1.89,27.6,25.3,+2.3,+0.12,19,3,8,8,20,28,-8,17,0.89,21.4,28.5,-7.1,-0.38,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
8,2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,Athletic Club,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2b390eca.png,19,9,8,2,26,19,+7,35,1.84,25.5,19.9,+5.6,+0.30,19,4,6,9,15,26,-11,18,0.95,17.9,25.8,-7.9,-0.41,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
9,e31d1cd9,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats,Real Sociedad,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e31d1cd9.png,19,7,6,6,23,20,+3,27,1.42,29.0,20.7,+8.2,+0.43,19,6,5,8,22,26,-4,23,1.21,20.7,27.8,-7.1,-0.38,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
10,fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,Betis,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fc536746.png,19,8,5,6,25,26,-1,29,1.53,27.5,23.7,+3.8,+0.20,19,6,3,10,19,26,-7,21,1.11,19.5,25.7,-6.2,-0.32,12,2018-2019,f5d8073e-8850-4064-9277-98d5d97d823c
