rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,53a2f082,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats,Real Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.53a2f082.png,19,16,3,0,48,9,+39,51,2.68,40.3,14.9,+25.4,+1.33,19,13,5,1,39,17,+22,44,2.32,28.6,20.5,+8.0,+0.42,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
2,206d90db,/en/squads/206d90db/2023-2024/Barcelona-Stats,Barcelona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.206d90db.png,19,15,1,3,43,21,+22,46,2.42,42.6,22.5,+20.1,+1.06,19,11,6,2,36,23,+13,39,2.05,34.9,19.2,+15.8,+0.83,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
3,9024a00a,/en/squads/9024a00a/2023-2024/Girona-Stats,Girona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9024a00a.png,19,15,2,2,53,20,+33,47,2.47,36.5,20.9,+15.6,+0.82,19,10,4,5,32,26,+6,34,1.79,34.3,33.4,+0.9,+0.05,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
4,db3b9613,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats,Atlético Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.db3b9613.png,19,16,1,2,42,22,+20,49,2.58,37.5,19.5,+18.0,+0.95,19,8,3,8,28,21,+7,27,1.42,24.9,20.0,+5.0,+0.26,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
5,2b390eca,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats,Athletic Club,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2b390eca.png,19,12,6,1,42,18,+24,42,2.21,34.7,18.1,+16.7,+0.88,19,7,5,7,19,19,0,26,1.37,18.0,23.2,-5.2,-0.28,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
6,e31d1cd9,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats,Real Sociedad,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e31d1cd9.png,19,8,6,5,26,20,+6,30,1.58,22.4,19.5,+2.9,+0.15,19,8,6,5,25,19,+6,30,1.58,22.5,21.8,+0.7,+0.04,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
7,fc536746,/en/squads/fc536746/2023-2024/Real-Betis-Stats,Betis,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fc536746.png,19,9,7,3,27,19,+8,34,1.79,26.1,18.8,+7.3,+0.38,19,5,8,6,21,26,-5,23,1.21,17.9,31.5,-13.6,-0.72,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
8,2a8183b3,/en/squads/2a8183b3/2023-2024/Villarreal-Stats,Villarreal,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a8183b3.png,19,7,5,7,36,32,+4,26,1.37,32.5,25.1,+7.4,+0.39,19,7,6,6,29,33,-4,27,1.42,23.1,33.6,-10.5,-0.55,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
9,dcc91a7b,/en/squads/dcc91a7b/2023-2024/Valencia-Stats,Valencia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dcc91a7b.png,19,8,6,5,20,14,+6,30,1.58,24.8,20.2,+4.6,+0.24,19,5,4,10,20,31,-11,19,1.00,18.4,27.4,-9.1,-0.48,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
10,8d6fd021,/en/squads/8d6fd021/2023-2024/Alaves-Stats,Alavés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8d6fd021.png,19,9,4,6,23,19,+4,31,1.63,24.6,17.5,+7.0,+0.37,19,3,6,10,13,27,-14,15,0.79,21.6,27.1,-5.5,-0.29,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
11,03c57e2b,/en/squads/03c57e2b/2023-2024/Osasuna-Stats,Osasuna,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.03c57e2b.png,19,6,5,8,19,26,-7,23,1.21,22.0,22.6,-0.6,-0.03,19,6,4,9,26,30,-4,22,1.16,18.5,27.3,-8.8,-0.46,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
12,7848bd64,/en/squads/7848bd64/2023-2024/Getafe-Stats,Getafe,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7848bd64.png,19,8,5,6,20,22,-2,29,1.53,25.1,22.7,+2.4,+0.13,19,2,8,9,22,32,-10,14,0.74,20.6,31.1,-10.6,-0.56,12,2023-2024,dca0074b-91e8-43bd-836e-979880ea9258
