team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,on_xg_for_away,on_xg_against_away,xg_plus_minus_away,xg_plus_minus_per90_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,vs Alavés,30,26.8,38,"3,420",90,100,38.0,418,85,308,106,23,160,1.71,50,40,+10,+0.26,55.9,38.5,+17.4,+0.46,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,vs Athletic Club,26,27.0,38,"3,420",90,100,38.0,418,85,304,106,23,160,1.53,49,41,+8,+0.21,50.3,49.7,+0.6,+0.02,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,vs Atlético Madrid,26,26.8,38,"3,420",90,100,38.0,418,83,312,106,23,160,0.66,22,58,-36,-0.95,35.8,50.2,-14.4,-0.38,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,vs Barcelona,25,26.7,38,"3,420",90,100,38.0,418,84,303,111,21,155,0.32,29,99,-70,-1.84,41.9,83.5,-41.6,-1.09,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,vs Betis,29,26.8,38,"3,420",90,100,38.0,418,84,301,114,21,151,1.26,61,60,+1,+0.03,49.0,46.0,+3.1,+0.08,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,vs Celta Vigo,23,26.8,38,"3,420",90,100,38.0,418,85,308,110,21,156,1.45,60,59,+1,+0.03,55.3,55.0,+0.3,+0.01,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,vs Eibar,27,26.8,38,"3,420",90,100,38.0,418,84,303,110,23,156,1.42,50,44,+6,+0.16,44.4,40.9,+3.5,+0.09,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,vs Espanyol,25,26.5,38,"3,420",90,100,38.0,418,84,303,113,19,153,1.37,42,36,+6,+0.16,52.3,41.1,+11.1,+0.29,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,vs Getafe,32,26.7,38,"3,420",90,100,38.0,418,84,304,112,23,152,1.29,33,42,-9,-0.24,39.7,48.2,-8.5,-0.22,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,vs Girona,25,26.8,38,"3,420",90,100,38.0,418,85,306,109,22,154,1.42,59,50,+9,+0.24,50.4,50.6,-0.2,-0.01,12,2017-2018,85325231-4932-44da-8844-bbe3e570c9e8
