team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,vs Alavés,30,59.7,38.0,24801,1933,6576,12237,6263,848,24791,663,396,59.7,267,40.3,14524,76253,39235,751,592,183,571,435,16638,1828,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,vs Athletic Club,26,50.4,38.0,22085,2299,7360,10091,4901,693,22079,735,439,59.7,296,40.3,12401,63932,31764,666,492,152,505,444,13605,1302,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,vs Atlético Madrid,26,52.5,38.0,24824,2087,6980,12139,5934,715,24820,847,470,55.5,377,44.5,14996,74627,38629,737,639,137,505,540,16461,1660,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,vs Barcelona,25,37.2,38.0,19311,2416,6707,8561,4292,623,19309,552,323,58.5,229,41.5,10796,58913,29379,632,480,169,479,400,11689,1179,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,vs Betis,29,43.1,38.0,19804,1729,5593,9351,5115,825,19801,537,324,60.3,213,39.7,11043,59758,28762,622,469,193,486,422,12328,1349,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,vs Celta Vigo,23,44.3,38.0,20658,1951,6194,9486,5185,762,20653,556,338,60.8,218,39.2,11574,59881,29082,611,507,151,563,371,12694,1346,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,vs Eibar,27,48.0,38.0,21036,2620,8787,8648,3822,539,21032,613,355,57.9,258,42.1,10432,51631,24591,488,296,140,559,385,11652,1040,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,vs Espanyol,25,53.1,38.0,23788,2175,7081,11396,5592,702,23782,700,429,61.3,271,38.7,14203,74088,37039,706,586,144,533,445,15340,1606,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,vs Getafe,32,59.8,38.0,24108,1876,7098,11953,5279,648,24104,732,456,62.3,276,37.7,13658,70037,35721,660,494,126,620,439,15350,1567,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,vs Girona,25,53.2,38.0,22066,2040,6783,10770,4781,688,22061,606,366,60.4,240,39.6,12215,67430,35158,721,477,161,564,371,13933,1423,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
2a60ed82,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,vs La Coruña,32,53.2,38.0,23566,2138,6682,10977,6137,830,23560,679,387,57.0,292,43.0,13518,70442,36709,774,591,198,529,436,15385,1697,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
0049d422,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,vs Las Palmas,36,45.3,38.0,20457,1983,6103,9636,4967,846,20452,649,379,58.4,268,41.3,11329,61697,32067,766,504,251,513,385,12478,1391,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
7c6f2c78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,vs Leganés,28,57.0,38.0,24248,2008,7755,11461,5283,650,24241,698,374,53.6,323,46.3,14398,72805,37578,645,469,150,569,398,15580,1455,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
9800b6a1,/en/squads/9800b6a1/2017-2018/Levante-Stats,vs Levante,33,57.2,38.0,24072,2019,6952,11478,5855,911,24066,626,386,61.7,239,38.2,14379,73094,38961,758,561,192,521,377,15996,1649,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
1c896955,/en/squads/1c896955/2017-2018/Malaga-Stats,vs Málaga,37,55.9,38.0,24275,2108,7265,11522,5776,757,24269,708,435,61.4,270,38.1,13805,74949,40069,777,562,164,521,472,15784,1760,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
53a2f082,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,vs Real Madrid,24,39.8,38.0,20298,2717,7190,8806,4516,581,20294,621,369,59.4,252,40.6,11790,61940,30288,598,464,134,467,435,12807,1219,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
e31d1cd9,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats,vs Real Sociedad,27,43.5,38.0,19991,2234,6356,9349,4504,644,19984,537,309,57.5,228,42.5,11389,60562,29108,577,431,144,478,319,12127,1224,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
ad2be733,/en/squads/ad2be733/2017-2018/Sevilla-Stats,vs Sevilla,31,45.7,38.0,21424,2295,6920,9620,5152,758,21416,685,389,56.8,296,43.2,12126,66081,33598,731,490,197,528,472,13130,1396,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
dcc91a7b,/en/squads/dcc91a7b/2017-2018/Valencia-Stats,vs Valencia,25,51.4,38.0,23360,2052,6732,10783,6110,773,23355,692,383,55.3,309,44.7,13821,71346,35268,728,576,178,491,436,15302,1601,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
2a8183b3,/en/squads/2a8183b3/2017-2018/Villarreal-Stats,vs Villarreal,32,49.6,38.0,22743,1997,6523,10374,6080,880,22735,700,423,60.4,277,39.6,13006,68647,37081,805,559,199,510,434,14661,1570,12,2017-2018,7138732c-87aa-4a09-8b20-7768a531e8d9
