team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,Alavés,30,38.0,665,17.50,439,70,49,31,61,15,71,1.87,52,4,7,4,4,0,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,Athletic Club,26,38.0,741,19.50,501,95,36,41,52,16,68,1.79,45,4,2,10,7,0,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,Atlético Madrid,26,38.0,701,18.45,472,73,65,29,45,17,104,2.74,70,2,14,7,7,4,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,Barcelona,25,38.0,1035,27.24,743,45,99,57,71,20,170,4.47,121,5,17,14,10,3,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,Betis,29,38.0,724,19.05,551,44,61,22,31,15,93,2.45,72,5,6,5,4,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,Celta Vigo,23,38.0,802,21.11,580,56,49,40,56,21,103,2.71,70,6,8,8,7,4,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,Eibar,27,38.0,809,21.29,537,106,46,34,71,15,72,1.89,50,9,1,7,4,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,Espanyol,25,38.0,724,19.05,505,70,43,37,49,20,60,1.58,40,4,4,2,6,4,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,Getafe,32,38.0,629,16.55,377,87,54,26,59,26,64,1.68,31,9,9,5,8,2,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,Girona,25,38.0,794,20.89,497,117,44,40,79,17,88,2.32,47,9,11,7,12,2,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
2a60ed82,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,La Coruña,32,38.0,818,21.53,577,92,52,45,41,11,67,1.76,45,8,3,7,4,0,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
0049d422,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,Las Palmas,36,38.0,732,19.26,519,64,54,26,61,8,41,1.08,28,0,6,3,3,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
7c6f2c78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,Leganés,28,38.0,678,17.84,420,84,50,38,61,25,55,1.45,32,6,5,8,3,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
9800b6a1,/en/squads/9800b6a1/2017-2018/Levante-Stats,Levante,33,38.0,728,19.16,499,65,61,34,48,21,79,2.08,53,5,8,3,10,0,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
1c896955,/en/squads/1c896955/2017-2018/Malaga-Stats,Málaga,37,38.0,687,18.08,427,85,61,39,52,23,34,0.89,20,4,2,3,4,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
53a2f082,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,Real Madrid,24,38.0,1290,33.95,1000,81,82,57,53,17,166,4.37,121,8,9,16,11,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
e31d1cd9,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats,Real Sociedad,27,38.0,922,24.26,651,90,66,42,62,11,108,2.84,77,8,10,5,7,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
ad2be733,/en/squads/ad2be733/2017-2018/Sevilla-Stats,Sevilla,31,38.0,927,24.39,693,75,59,42,43,15,90,2.37,59,8,9,7,6,1,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
dcc91a7b,/en/squads/dcc91a7b/2017-2018/Valencia-Stats,Valencia,25,38.0,860,22.63,605,76,74,45,47,13,114,3.00,76,7,11,8,9,3,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
2a8183b3,/en/squads/2a8183b3/2017-2018/Villarreal-Stats,Villarreal,32,38.0,831,21.87,605,64,69,37,36,20,95,2.50,67,3,13,7,5,0,12,2017-2018,ef0a7e3d-fb86-4939-aaeb-cd7a5e94d0fa
