team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2019-2020/Alaves-Stats,vs Alavés,32,58.5,38.0,23863,1842,6718,11873,5477,739,23848,619,364,58.8,255,41.2,13268,69567,35364,656,492,146,600,324,15540,1535,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
2b390eca,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats,vs Athletic Club,26,51.3,38.0,21884,2203,7001,9816,5267,651,21877,614,396,64.5,217,35.3,12428,65062,33686,615,488,106,549,316,13538,1382,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
db3b9613,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats,vs Atlético Madrid,30,51.4,38.0,23174,2256,6949,11021,5427,606,23170,640,357,55.8,283,44.2,13247,68033,33924,619,569,105,545,375,14793,1508,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
206d90db,/en/squads/206d90db/2019-2020/Barcelona-Stats,vs Barcelona,28,33.6,38.0,18087,2241,6429,7656,4201,619,18080,501,290,57.9,211,42.1,9797,54159,27390,576,416,170,470,325,10825,996,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
fc536746,/en/squads/fc536746/2019-2020/Real-Betis-Stats,vs Betis,27,43.3,38.0,19236,2164,6191,8320,4907,793,19225,511,290,56.8,221,43.2,10260,56375,28957,613,438,180,466,280,11524,1250,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
f25da7fb,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats,vs Celta Vigo,30,48.4,38.0,21488,1911,5845,9854,6026,745,21483,615,364,59.2,251,40.8,11897,65184,33444,679,537,148,511,338,13334,1423,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
bea5c710,/en/squads/bea5c710/2019-2020/Eibar-Stats,vs Eibar,26,53.7,38.0,22447,2798,9373,8818,4454,662,22441,607,343,56.5,264,43.5,11837,59571,29608,561,412,148,608,303,13149,1168,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
a8661628,/en/squads/a8661628/2019-2020/Espanyol-Stats,vs Espanyol,31,52.6,38.0,22320,2161,6637,10437,5498,696,22313,701,444,63.3,257,36.7,12409,68225,36096,688,552,151,536,371,13875,1444,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
7848bd64,/en/squads/7848bd64/2019-2020/Getafe-Stats,vs Getafe,30,55.0,38.0,21102,2227,7906,9625,3758,464,21096,574,338,58.9,235,40.9,10240,51878,23683,376,315,89,686,345,11648,1073,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
a0435291,/en/squads/a0435291/2019-2020/Granada-Stats,vs Granada,27,56.2,38.0,22510,1937,6931,10446,5317,703,22505,570,332,58.2,238,41.8,12484,66692,34354,672,492,180,575,346,14259,1386,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
7c6f2c78,/en/squads/7c6f2c78/2019-2020/Leganes-Stats,vs Leganés,29,56.1,38.0,23472,2199,7106,11477,5069,588,23465,610,356,58.4,254,41.6,12902,69099,36248,632,562,114,588,349,14940,1407,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
9800b6a1,/en/squads/9800b6a1/2019-2020/Levante-Stats,vs Levante,29,51.7,38.0,21696,2115,6333,9561,6022,959,21689,532,328,61.7,204,38.3,12480,66807,34969,741,557,219,549,303,13726,1485,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
2aa12281,/en/squads/2aa12281/2019-2020/Mallorca-Stats,vs Mallorca,32,55.0,38.0,23484,2066,6696,10996,6017,930,23468,602,375,62.3,227,37.7,13556,74203,39242,774,565,203,545,318,15485,1663,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
03c57e2b,/en/squads/03c57e2b/2019-2020/Osasuna-Stats,vs Osasuna,31,52.6,38.0,22151,2230,7171,10223,4984,686,22146,617,350,56.7,267,43.3,11357,59766,30434,581,427,143,620,346,12918,1293,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
53a2f082,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats,vs Real Madrid,26,41.2,38.0,20543,2583,7110,9207,4451,530,20541,595,369,62.0,226,38.0,11264,60819,30522,604,473,131,498,360,12905,1199,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
e31d1cd9,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats,vs Real Sociedad,27,43.8,38.0,19876,2210,6594,8777,4746,694,19867,573,321,56.0,252,44.0,10620,55968,26544,546,441,158,539,299,11562,1117,12,2019-2020,80617dae-b7d1-4371-8ba2-0a6905fcd04c
