team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2021-2022/Alaves-Stats,vs Alavés,3,38.0,31,6,0,6,2,32.0,0.22,+3.0,+0.08,221,604,36.6,1038,176,43.4,36.9,277,55.2,42.2,585,31,5.3,48,1.26,16.2,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
2b390eca,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats,vs Athletic Club,2,38.0,43,3,1,7,3,47.5,0.26,+7.5,+0.20,320,765,41.8,1144,172,48.8,39.8,322,64.3,48.4,622,26,4.2,56,1.47,15.9,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
db3b9613,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats,vs Atlético Madrid,1,38.0,65,4,0,7,2,59.5,0.36,-3.5,-0.09,213,542,39.3,927,139,39.7,36.1,341,51.0,42.6,552,25,4.5,28,0.74,14.1,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
206d90db,/en/squads/206d90db/2021-2022/Barcelona-Stats,vs Barcelona,2,38.0,68,6,0,5,0,61.0,0.30,-7.0,-0.18,291,728,40.0,975,131,51.7,39.8,362,61.9,45.1,626,25,4.0,37,0.97,14.2,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
fc536746,/en/squads/fc536746/2021-2022/Real-Betis-Stats,vs Betis,2,38.0,62,6,2,5,2,53.1,0.26,-6.9,-0.18,226,537,42.1,902,158,42.5,36.5,284,54.2,43.2,424,14,3.3,43,1.13,15.8,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
ee7c297c,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,vs Cádiz,1,38.0,35,3,1,2,0,40.2,0.29,+5.2,+0.14,235,501,46.9,893,184,36.7,33.8,308,56.2,44.9,687,47,6.8,61,1.61,15.0,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
f25da7fb,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,vs Celta Vigo,1,38.0,43,3,0,2,0,44.4,0.28,+1.4,+0.04,255,623,40.9,914,146,46.9,39.1,282,68.8,48.2,608,23,3.8,43,1.13,14.8,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
6c8b07df,/en/squads/6c8b07df/2021-2022/Elche-Stats,vs Elche,2,38.0,40,1,0,3,1,33.0,0.30,-6.0,-0.16,186,445,41.8,794,136,40.2,35.9,244,51.6,42.5,529,25,4.7,58,1.53,17.3,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
a8661628,/en/squads/a8661628/2021-2022/Espanyol-Stats,vs Espanyol,3,38.0,40,5,1,7,1,37.3,0.24,-1.7,-0.05,191,389,49.1,792,149,32.6,33.1,266,49.2,40.3,458,19,4.1,35,0.92,14.4,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
7848bd64,/en/squads/7848bd64/2021-2022/Getafe-Stats,vs Getafe,2,38.0,33,3,0,4,2,29.4,0.21,-1.6,-0.04,199,497,40.0,969,185,37.7,35.1,248,53.2,43.0,471,26,5.5,50,1.32,17.0,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
a0435291,/en/squads/a0435291/2021-2022/Granada-Stats,vs Granada,2,38.0,44,3,0,11,1,37.5,0.26,-5.5,-0.14,200,544,36.8,880,143,41.3,36.7,314,57.6,45.2,530,23,4.3,43,1.13,15.1,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
9800b6a1,/en/squads/9800b6a1/2021-2022/Levante-Stats,vs Levante,4,38.0,51,8,0,3,0,55.3,0.28,+4.3,+0.11,214,585,36.6,938,170,43.4,37.3,300,59.3,45.1,485,34,7.0,50,1.32,15.5,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
2aa12281,/en/squads/2aa12281/2021-2022/Mallorca-Stats,vs Mallorca,4,38.0,36,6,0,5,3,42.8,0.27,+9.8,+0.26,192,519,37.0,894,139,40.6,37.0,273,57.1,43.8,440,22,5.0,51,1.34,17.0,12,2021-2022,262a843a-657b-47c1-a9ed-7e670cbfedea
