team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2023-2024/Alaves-Stats,Alavés,30,25.6,41.8,38,418,"3,420",38.0,33,28,61,30,3,7,84,1,46.2,40.7,32.4,73.0,550,1260,0.87,0.74,1.61,0.79,1.53,1.22,0.85,2.07,1.07,1.92,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
78ecf4bb,/en/squads/78ecf4bb/2023-2024/Almeria-Stats,Almería,35,25.6,46.4,38,418,"3,420",38.0,42,25,67,40,2,2,93,6,48.7,47.1,34.2,81.4,590,1097,1.11,0.66,1.76,1.05,1.71,1.28,0.90,2.18,1.24,2.14,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
2b390eca,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats,Athletic Club,27,27.3,49.8,38,418,"3,420",38.0,59,41,100,56,3,5,80,5,52.7,48.7,37.0,85.8,735,1610,1.55,1.08,2.63,1.47,2.55,1.39,0.97,2.36,1.28,2.26,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
db3b9613,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats,Atlético Madrid,27,29.2,50.8,38,418,"3,420",38.0,68,48,116,63,5,6,89,5,62.4,57.9,47.4,105.2,758,1597,1.79,1.26,3.05,1.66,2.92,1.64,1.25,2.89,1.52,2.77,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
206d90db,/en/squads/206d90db/2023-2024/Barcelona-Stats,Barcelona,29,26.0,64.3,38,418,"3,420",38.0,76,55,131,70,6,7,87,2,77.6,72.1,57.4,129.5,964,1925,2.00,1.45,3.45,1.84,3.29,2.04,1.51,3.55,1.90,3.41,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
fc536746,/en/squads/fc536746/2023-2024/Real-Betis-Stats,Betis,35,27.8,50.4,38,418,"3,420",38.0,46,31,77,44,2,3,87,3,43.9,41.7,32.7,74.4,676,1441,1.21,0.82,2.03,1.16,1.97,1.16,0.86,2.02,1.10,1.96,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
ee7c297c,/en/squads/ee7c297c/2023-2024/Cadiz-Stats,Cádiz,34,28.5,43.3,38,418,"3,420",38.0,25,17,42,22,3,3,107,7,36.0,33.6,25.2,58.9,456,1017,0.66,0.45,1.11,0.58,1.03,0.95,0.66,1.61,0.88,1.55,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
f25da7fb,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats,Celta Vigo,31,26.7,46.1,38,418,"3,420",38.0,45,35,80,42,3,5,66,5,50.7,46.9,38.2,85.1,660,1345,1.18,0.92,2.11,1.11,2.03,1.34,1.01,2.34,1.23,2.24,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
7848bd64,/en/squads/7848bd64/2023-2024/Getafe-Stats,Getafe,33,27.3,44.8,38,418,"3,420",38.0,42,27,69,36,6,7,135,10,45.7,40.2,27.9,68.0,439,1141,1.11,0.71,1.82,0.95,1.66,1.20,0.73,1.94,1.06,1.79,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
9024a00a,/en/squads/9024a00a/2023-2024/Girona-Stats,Girona,25,26.1,56.9,38,418,"3,420",38.0,84,64,148,77,7,8,75,1,70.8,64.6,54.0,118.6,894,1685,2.21,1.68,3.89,2.03,3.71,1.86,1.42,3.28,1.70,3.12,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
a0435291,/en/squads/a0435291/2023-2024/Granada-Stats,Granada,40,26.7,45.6,38,418,"3,420",38.0,35,27,62,30,5,8,98,4,42.6,36.4,31.1,67.6,512,1044,0.92,0.71,1.63,0.79,1.50,1.12,0.82,1.94,0.96,1.78,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
0049d422,/en/squads/0049d422/2023-2024/Las-Palmas-Stats,Las Palmas,29,25.6,59.2,38,418,"3,420",38.0,33,23,56,30,3,5,84,5,33.2,29.2,23.3,52.5,577,1596,0.87,0.61,1.47,0.79,1.39,0.87,0.61,1.49,0.77,1.38,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
2aa12281,/en/squads/2aa12281/2023-2024/Mallorca-Stats,Mallorca,25,28.7,45.0,38,418,"3,420",38.0,33,27,60,32,1,3,105,4,40.5,38.2,30.8,69.0,498,1174,0.87,0.71,1.58,0.84,1.55,1.06,0.81,1.87,1.01,1.81,12,2023-2024,d7d63348-7c0e-4524-9986-eaa449b269a6
