team_id,team_url,team,players_used_away,minutes_90s_away,tackles_away,tackles_won_away,tackles_def_3rd_away,tackles_mid_3rd_away,tackles_att_3rd_away,challenge_tackles_away,challenges_away,challenge_tackles_pct_away,challenges_lost_away,blocks_away,blocked_shots_away,blocked_passes_away,interceptions_away,tackles_interceptions_away,clearances_away,errors_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,vs Alavés,26,38.0,554,330,259,240,55,213,489,43.6,276,363,91,272,364,918,859,10,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,vs Athletic Club,27,38.0,598,402,290,234,74,254,542,46.9,288,375,81,294,355,953,868,8,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,vs Atlético Madrid,29,38.0,617,383,331,212,74,205,571,35.9,366,394,100,294,436,1053,817,9,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,vs Barcelona,30,38.0,742,435,426,252,64,307,753,40.8,446,438,106,332,545,1287,689,23,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,vs Betis,25,38.0,659,392,318,258,83,267,716,37.3,449,421,114,307,424,1083,757,16,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,vs Celta Vigo,28,38.0,617,379,290,250,77,246,626,39.3,380,386,120,266,361,978,727,13,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,vs Eibar,25,38.0,635,393,387,197,51,248,592,41.9,344,453,98,355,474,1109,1263,15,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,vs Espanyol,25,38.0,578,382,275,208,95,204,522,39.1,318,441,113,328,420,998,690,17,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,vs Getafe,26,38.0,643,389,336,240,67,277,576,48.1,299,416,97,319,342,985,878,14,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,vs Girona,26,38.0,591,366,304,234,53,221,537,41.2,316,311,75,236,407,998,858,17,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
c6c493e6,/en/squads/c6c493e6/2018-2019/Huesca-Stats,vs Huesca,30,38.0,634,399,291,272,71,278,592,47.0,314,383,102,281,374,1008,913,9,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
7c6f2c78,/en/squads/7c6f2c78/2018-2019/Leganes-Stats,vs Leganés,29,38.0,520,342,255,198,67,216,469,46.1,253,319,78,241,351,871,916,11,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
9800b6a1,/en/squads/9800b6a1/2018-2019/Levante-Stats,vs Levante,26,38.0,765,480,367,296,102,336,738,45.5,402,397,106,291,397,1162,825,12,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
98e8af82,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats,vs Rayo Vallecano,29,38.0,809,491,335,354,120,314,848,37.0,534,380,120,260,371,1180,768,15,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
53a2f082,/en/squads/53a2f082/2018-2019/Real-Madrid-Stats,vs Real Madrid,27,38.0,651,397,334,243,74,295,755,39.1,460,465,148,317,449,1100,856,18,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
e31d1cd9,/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats,vs Real Sociedad,30,38.0,733,478,349,290,94,267,678,39.4,411,406,89,317,390,1123,721,11,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
ad2be733,/en/squads/ad2be733/2018-2019/Sevilla-Stats,vs Sevilla,27,38.0,640,396,297,245,98,249,606,41.1,357,455,128,327,444,1084,994,15,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
dcc91a7b,/en/squads/dcc91a7b/2018-2019/Valencia-Stats,vs Valencia,25,38.0,583,377,270,247,66,246,589,41.8,343,387,95,292,448,1031,818,16,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
17859612,/en/squads/17859612/2018-2019/Valladolid-Stats,vs Valladolid,28,38.0,530,347,260,216,54,183,477,38.4,294,358,87,271,395,925,825,12,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
2a8183b3,/en/squads/2a8183b3/2018-2019/Villarreal-Stats,vs Villarreal,26,38.0,595,359,319,205,71,255,603,42.3,348,403,129,274,439,1034,786,15,12,2018-2019,48284c97-ee9d-4bdb-a34f-67cf3421d096
