team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,ball_recoveries_away,aerials_won_away,aerials_lost_away,aerials_won_pct_away,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,vs Almería,29,38.0,93,5,2,427,427,158,851,249,369,5,3,0,2010,530,482,52.4,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,vs Athletic Club,26,38.0,97,3,1,449,479,77,579,384,416,3,7,1,2087,487,532,47.8,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,vs Atlético Madrid,27,38.0,93,6,2,449,419,57,743,368,317,3,1,2,2011,399,445,47.3,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,vs Barcelona,29,38.0,93,8,2,471,412,120,483,369,385,3,2,1,1831,359,467,43.5,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,vs Betis,30,38.0,99,8,1,568,389,104,756,324,417,2,9,3,1977,502,453,52.6,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,vs Cádiz,38,38.0,100,11,5,508,503,69,852,242,374,6,5,1,1954,651,606,51.8,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,vs Celta Vigo,26,38.0,112,9,3,520,446,64,633,394,356,6,3,2,2018,539,458,54.1,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,vs Elche,32,38.0,83,8,4,417,499,100,753,288,402,7,5,0,1979,465,484,49.0,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,vs Espanyol,33,38.0,111,8,5,515,443,82,730,238,326,4,5,1,1886,596,647,47.9,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,vs Getafe,25,38.0,91,7,4,463,559,95,771,300,290,2,8,0,2137,697,714,49.4,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
9024a00a,/en/squads/9024a00a/2022-2023/Girona-Stats,vs Girona,29,38.0,91,5,1,537,423,64,753,304,415,6,9,3,1905,435,428,50.4,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
2aa12281,/en/squads/2aa12281/2022-2023/Mallorca-Stats,vs Mallorca,31,38.0,94,4,1,482,591,40,822,231,296,4,5,1,1900,629,674,48.3,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
03c57e2b,/en/squads/03c57e2b/2022-2023/Osasuna-Stats,vs Osasuna,26,38.0,81,9,5,430,513,109,696,311,332,4,5,1,1892,628,613,50.6,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
98e8af82,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats,vs Rayo Vallecano,28,38.0,93,7,4,525,514,85,654,345,391,2,8,4,2125,527,437,54.7,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
53a2f082,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats,vs Real Madrid,26,38.0,97,7,1,549,348,56,541,331,407,0,12,2,1730,231,339,40.5,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
e31d1cd9,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats,vs Real Sociedad,30,38.0,98,10,5,470,591,91,570,325,403,2,4,4,1911,557,664,45.6,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
ad2be733,/en/squads/ad2be733/2022-2023/Sevilla-Stats,vs Sevilla,35,38.0,95,8,1,477,452,75,673,271,353,2,5,0,1822,475,497,48.9,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
dcc91a7b,/en/squads/dcc91a7b/2022-2023/Valencia-Stats,vs Valencia,28,38.0,127,10,2,527,476,74,594,294,382,3,8,2,1925,561,492,53.3,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
17859612,/en/squads/17859612/2022-2023/Valladolid-Stats,vs Valladolid,36,38.0,66,2,0,555,427,53,734,264,389,5,4,1,1939,617,471,56.7,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
2a8183b3,/en/squads/2a8183b3/2022-2023/Villarreal-Stats,vs Villarreal,32,38.0,105,5,1,501,429,108,708,349,423,3,7,2,1823,375,357,51.2,12,2022-2023,d2c424d6-ffd5-48b8-98cf-3616b70220aa
