team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
2b390eca,/en/squads/2b390eca/2015-2016/Athletic-Club-Stats,vs Athletic Club,25,38.0,117,7,4,505,488,140,597,798,601,6,5,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
db3b9613,/en/squads/db3b9613/2015-2016/Atletico-Madrid-Stats,vs Atlético Madrid,25,38.0,97,4,4,458,483,22,610,824,631,1,2,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
206d90db,/en/squads/206d90db/2015-2016/Barcelona-Stats,vs Barcelona,25,38.0,126,9,4,582,359,98,465,769,629,1,19,3,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
fc536746,/en/squads/fc536746/2015-2016/Real-Betis-Stats,vs Betis,29,38.0,122,7,2,590,462,95,865,637,637,1,4,0,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
f25da7fb,/en/squads/f25da7fb/2015-2016/Celta-Vigo-Stats,vs Celta Vigo,27,38.0,108,6,3,551,500,39,636,851,634,3,5,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
bea5c710,/en/squads/bea5c710/2015-2016/Eibar-Stats,vs Eibar,28,38.0,92,5,1,436,571,93,745,868,550,3,8,2,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
a8661628,/en/squads/a8661628/2015-2016/Espanyol-Stats,vs Espanyol,26,38.0,113,6,4,524,632,108,699,678,566,6,3,2,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
7848bd64,/en/squads/7848bd64/2015-2016/Getafe-Stats,vs Getafe,27,38.0,85,4,2,461,502,96,780,703,636,8,2,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
a0435291,/en/squads/a0435291/2015-2016/Granada-Stats,vs Granada,28,38.0,117,8,7,524,551,97,797,702,586,4,7,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
2a60ed82,/en/squads/2a60ed82/2015-2016/Deportivo-La-Coruna-Stats,vs La Coruña,25,38.0,84,4,3,449,391,118,758,713,496,4,1,4,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
0049d422,/en/squads/0049d422/2015-2016/Las-Palmas-Stats,vs Las Palmas,27,38.0,108,5,5,593,444,121,754,796,630,1,5,3,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
9800b6a1,/en/squads/9800b6a1/2015-2016/Levante-Stats,vs Levante,27,38.0,93,2,2,513,525,112,897,713,595,5,2,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
1c896955,/en/squads/1c896955/2015-2016/Malaga-Stats,vs Málaga,30,38.0,124,5,3,503,514,124,784,743,576,2,4,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
98e8af82,/en/squads/98e8af82/2015-2016/Rayo-Vallecano-Stats,vs Rayo Vallecano,29,38.0,88,7,5,499,508,142,602,770,635,8,3,0,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
53a2f082,/en/squads/53a2f082/2015-2016/Real-Madrid-Stats,vs Real Madrid,24,38.0,117,5,2,508,399,54,617,673,518,4,9,2,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
e31d1cd9,/en/squads/e31d1cd9/2015-2016/Real-Sociedad-Stats,vs Real Sociedad,27,38.0,122,3,3,599,447,113,671,726,582,6,1,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
ad2be733,/en/squads/ad2be733/2015-2016/Sevilla-Stats,vs Sevilla,33,38.0,123,10,9,523,536,70,757,665,531,2,7,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
bb9efd50,/en/squads/bb9efd50/2015-2016/Sporting-Gijon-Stats,vs Sporting Gijón,28,38.0,105,5,5,472,502,72,786,777,573,8,2,1,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
dcc91a7b,/en/squads/dcc91a7b/2015-2016/Valencia-Stats,vs Valencia,30,38.0,95,3,1,625,536,74,768,741,675,3,5,4,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
2a8183b3,/en/squads/2a8183b3/2015-2016/Villarreal-Stats,vs Villarreal,26,38.0,105,5,5,471,512,75,965,754,541,3,3,2,12,2015-2016,962318a8-b933-4e4c-85af-81f6283379a2
