team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,vs Alavés,30,38.0,48,523,163,31.2,13.76,4.29,0.08,0.25,18.7,31,7,10,55.9,48.6,0.10,-7.9,-7.6,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,vs Athletic Club,26,38.0,46,463,160,34.6,12.18,4.21,0.09,0.27,19.3,33,3,6,50.3,45.6,0.10,-4.3,-2.6,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,vs Atlético Madrid,26,38.0,21,440,125,28.4,11.58,3.29,0.05,0.16,20.0,28,1,4,35.8,32.6,0.08,-14.8,-12.6,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,vs Barcelona,25,38.0,29,442,131,29.6,11.63,3.45,0.06,0.21,19.3,16,2,2,41.9,40.5,0.09,-12.9,-13.5,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,vs Betis,29,38.0,57,451,152,33.7,11.87,4.00,0.12,0.36,17.9,19,3,4,49.0,45.8,0.10,+8.0,+8.2,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,vs Celta Vigo,23,38.0,59,447,157,35.1,11.76,4.13,0.12,0.35,17.0,13,4,5,55.3,51.4,0.12,+3.7,+3.6,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,vs Eibar,27,38.0,47,319,130,40.8,8.39,3.42,0.13,0.33,18.0,18,4,4,44.4,41.3,0.13,+2.6,+1.7,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,vs Espanyol,25,38.0,40,480,158,32.9,12.63,4.16,0.08,0.23,18.6,21,4,6,52.3,47.5,0.10,-12.3,-11.5,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,vs Getafe,32,38.0,33,384,127,33.1,10.11,3.34,0.08,0.24,19.1,23,2,4,39.7,36.6,0.10,-6.7,-5.6,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,vs Girona,25,38.0,56,423,171,40.4,11.13,4.50,0.12,0.30,18.9,28,4,5,50.4,46.5,0.11,+5.6,+5.5,12,2017-2018,addbd421-452d-41e6-8c2c-4ad68e779a79
