team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,vs Alavés,2,38.0,39,2,2,7,0,33.9,0.26,-5.1,-0.13,242,629,38.5,905,178,43.4,37.4,325,72.6,52.4,584,29,5.0,35,0.92,14.4,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,vs Athletic Club,2,38.0,41,5,1,1,2,43.2,0.27,+4.2,+0.11,274,700,39.1,944,166,49.9,39.0,297,77.1,53.3,574,19,3.3,38,1.00,14.5,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,vs Atlético Madrid,2,38.0,55,3,3,6,2,53.5,0.32,+0.5,+0.01,242,565,42.8,885,166,45.2,38.0,280,58.9,46.8,462,17,3.7,27,0.71,13.0,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,vs Barcelona,2,38.0,90,8,6,6,2,90.0,0.33,+2.0,+0.05,234,629,37.2,829,149,48.7,39.2,305,73.8,52.4,308,10,3.2,33,0.87,15.1,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,vs Betis,2,38.0,44,5,4,2,1,48.3,0.26,+5.3,+0.14,209,614,34.0,777,105,51.9,40.9,259,81.5,56.7,469,14,3.0,38,1.00,16.1,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,vs Celta Vigo,2,38.0,53,7,2,5,1,51.0,0.28,-1.0,-0.03,244,609,40.1,784,147,51.4,40.0,263,78.3,53.3,539,24,4.5,34,0.89,14.1,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,vs Eibar,2,38.0,46,7,2,7,0,45.8,0.26,-0.2,-0.01,340,865,39.3,1029,165,56.8,42.3,393,71.5,51.7,865,19,2.2,21,0.55,12.1,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,vs Espanyol,1,38.0,48,4,2,7,5,45.1,0.26,+2.1,+0.06,224,590,38.0,884,179,44.0,37.8,287,70.0,51.1,431,15,3.5,38,1.00,15.8,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,vs Getafe,2,38.0,48,6,0,1,1,44.3,0.30,-2.7,-0.07,249,652,38.2,963,150,47.1,39.1,290,68.3,51.7,488,23,4.7,39,1.03,15.4,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,vs Girona,2,38.0,37,6,1,3,0,41.3,0.26,+4.3,+0.11,254,652,39.0,856,139,51.3,39.1,280,76.1,53.0,578,34,5.9,39,1.03,14.8,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
c6c493e6,/en/squads/c6c493e6/2018-2019/Huesca-Stats,vs Huesca,3,38.0,43,6,1,7,0,46.0,0.27,+3.0,+0.08,195,569,34.3,861,176,42.5,37.0,295,68.8,51.7,636,33,5.2,45,1.18,14.2,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
7c6f2c78,/en/squads/7c6f2c78/2018-2019/Leganes-Stats,vs Leganés,2,38.0,37,3,0,5,1,37.5,0.26,+1.5,+0.04,199,614,32.4,838,169,44.4,38.3,324,74.7,54.3,601,21,3.5,33,0.87,15.8,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
9800b6a1,/en/squads/9800b6a1/2018-2019/Levante-Stats,vs Levante,3,38.0,59,5,1,8,3,55.5,0.31,-0.5,-0.01,252,645,39.1,824,151,49.2,39.4,298,80.5,55.5,537,21,3.9,49,1.29,15.5,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
98e8af82,/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats,vs Rayo Vallecano,2,38.0,41,5,1,3,1,49.3,0.30,+9.3,+0.25,234,625,37.4,803,139,48.6,39.5,307,76.5,55.0,576,22,3.8,22,0.58,12.6,12,2018-2019,0fb8438f-14e2-468a-9eb9-d9532dd33556
