ranker,nationality,players,minutes,List,competition_id,season_id,id
1,esSpain,360,"433,991","Rubén Castro,Lucas Pérez,Aritz Aduriz,Jonathan Viera,Koke,Borja Bastón,Paco Alcácer,Iago Aspas,Nolito,Roberto Trashorras...",12,2015-2016,cb38465a-8fe2-4d77-b599-306b29e49b7e
2,arArgentina,30,"41,868","Lionel Messi,Gerónimo Rulli,Gonzalo Escalante,Mauro dos Santos,Javier Mascherano,Gustavo Cabral,Germán Lux,Germán Pezzella,Sergio Araujo,Augusto Fernández...",12,2015-2016,cb38465a-8fe2-4d77-b599-306b29e49b7e
3,brBrazil,26,"40,844","Neymar,Charles,Filipe Luís,Deyverson,Marcelo,Sidnei,Weligton Oliveira,Danilo,Willian José,Petros...",12,2015-2016,cb38465a-8fe2-4d77-b599-306b29e49b7e
4,ptPortugal,18,"22,853","Cristiano Ronaldo,André Gomes,João Cancelo,Pepe,Miguel Lopes,Zé Castro,Bruma,Ricardo Costa,Duda,Tiago Mendes...",12,2015-2016,cb38465a-8fe2-4d77-b599-306b29e49b7e
,,,,View Complete Nationalities Table,12,2015-2016,cb38465a-8fe2-4d77-b599-306b29e49b7e
