team_id,team_url,team,players_used_away,minutes_90s_away,passes_away,passes_live_away,passes_dead_away,passes_free_kicks_away,through_balls_away,passes_switches_away,crosses_away,throw_ins_away,corner_kicks_away,corner_kicks_in_away,corner_kicks_out_away,corner_kicks_straight_away,passes_completed_away,passes_offsides_away,passes_blocked_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2021-2022/Alaves-Stats,vs Alavés,33,38.0,19908,17714,2105,567,77,202,789,962,231,50,110,3,15404,89,322,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
2b390eca,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats,vs Athletic Club,26,38.0,18950,16909,1974,551,29,332,754,859,161,68,54,1,14696,67,340,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
db3b9613,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats,vs Atlético Madrid,26,38.0,18803,16917,1850,529,32,209,601,729,149,67,64,1,14882,36,316,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
206d90db,/en/squads/206d90db/2021-2022/Barcelona-Stats,vs Barcelona,38,38.0,13908,12019,1811,571,39,128,500,644,128,52,52,1,10460,78,301,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
fc536746,/en/squads/fc536746/2021-2022/Real-Betis-Stats,vs Betis,31,38.0,16934,14870,1935,530,43,168,764,808,215,96,80,2,13052,129,323,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
ee7c297c,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,vs Cádiz,33,38.0,20783,18843,1877,515,50,183,750,806,176,60,76,3,16729,63,337,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
f25da7fb,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,vs Celta Vigo,25,38.0,16708,14678,1995,562,22,184,609,925,146,56,57,0,12362,35,394,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
6c8b07df,/en/squads/6c8b07df/2021-2022/Elche-Stats,vs Elche,28,38.0,18212,16269,1839,547,78,195,767,775,195,74,74,0,14329,104,279,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
a8661628,/en/squads/a8661628/2021-2022/Espanyol-Stats,vs Espanyol,34,38.0,19314,17461,1767,487,56,190,888,716,223,83,84,1,15516,86,313,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
7848bd64,/en/squads/7848bd64/2021-2022/Getafe-Stats,vs Getafe,31,38.0,21156,19121,1926,575,58,282,752,846,186,60,87,1,16725,109,365,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
a0435291,/en/squads/a0435291/2021-2022/Granada-Stats,vs Granada,32,38.0,18856,16832,1955,504,56,176,824,850,205,60,91,2,14611,69,384,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
9800b6a1,/en/squads/9800b6a1/2021-2022/Levante-Stats,vs Levante,31,38.0,18611,16649,1884,598,54,205,697,713,185,58,68,3,14699,78,256,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
2aa12281,/en/squads/2aa12281/2021-2022/Mallorca-Stats,vs Mallorca,33,38.0,18463,16519,1887,590,44,155,738,789,161,69,65,3,14388,57,304,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
03c57e2b,/en/squads/03c57e2b/2021-2022/Osasuna-Stats,vs Osasuna,29,38.0,19149,17058,2009,543,50,195,719,867,184,56,71,2,14630,82,261,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
98e8af82,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats,vs Rayo Vallecano,28,38.0,17259,15156,2049,591,54,156,659,867,177,77,70,1,12928,54,358,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
53a2f082,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats,vs Real Madrid,31,38.0,16452,14707,1715,472,41,171,670,615,153,70,55,0,13258,30,311,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
e31d1cd9,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats,vs Real Sociedad,32,38.0,16279,14226,1967,540,36,160,662,914,174,56,66,2,12311,86,320,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
ad2be733,/en/squads/ad2be733/2021-2022/Sevilla-Stats,vs Sevilla,33,38.0,15095,13204,1838,516,30,143,647,749,158,66,61,1,11300,53,272,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
dcc91a7b,/en/squads/dcc91a7b/2021-2022/Valencia-Stats,vs Valencia,34,38.0,17920,15730,2093,655,50,198,679,896,172,68,66,1,13730,97,331,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
2a8183b3,/en/squads/2a8183b3/2021-2022/Villarreal-Stats,vs Villarreal,29,38.0,15636,13738,1775,533,34,168,749,671,198,76,80,2,11881,123,267,12,2021-2022,98f866a5-6d66-497b-b57f-39f3e648d555
