team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,vs Alavés,26,38.0,48,496,161,32.5,13.05,4.24,0.08,0.26,17.6,26,6,6,53.2,48.6,0.10,-5.2,-6.6,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,vs Athletic Club,27,38.0,45,392,115,29.3,10.32,3.03,0.10,0.35,18.6,25,5,5,45.7,41.8,0.11,-0.7,-1.8,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,vs Atlético Madrid,29,38.0,27,428,131,30.6,11.26,3.45,0.05,0.17,18.6,22,5,5,41.9,38.1,0.09,-14.9,-16.1,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,vs Barcelona,30,38.0,35,410,128,31.2,10.79,3.37,0.08,0.26,17.4,17,2,2,45.3,43.7,0.11,-10.3,-10.7,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,vs Betis,25,38.0,52,422,150,35.5,11.11,3.95,0.11,0.32,18.2,26,4,5,49.4,45.5,0.11,+2.6,+2.5,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,vs Celta Vigo,28,38.0,61,473,161,34.0,12.45,4.24,0.12,0.34,18.1,15,6,7,60.9,55.4,0.12,+0.1,-0.4,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,vs Eibar,25,38.0,49,330,128,38.8,8.68,3.37,0.14,0.36,17.3,10,3,4,45.9,42.7,0.13,+3.1,+3.3,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,vs Espanyol,25,38.0,48,509,159,31.2,13.39,4.18,0.08,0.26,17.7,20,6,8,53.8,47.5,0.10,-5.8,-5.5,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,vs Getafe,26,38.0,33,372,128,34.4,9.79,3.37,0.08,0.23,17.2,11,4,7,43.6,38.7,0.11,-10.6,-9.7,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,vs Girona,26,38.0,51,517,198,38.3,13.61,5.21,0.08,0.22,18.4,18,8,8,52.7,46.9,0.09,-1.7,-3.9,12,2018-2019,94250b2c-423f-4286-a6c9-23117dc5a948
