team_id,team_url,team,players_used_away,minutes_90s_away,passes_away,passes_live_away,passes_dead_away,passes_free_kicks_away,through_balls_away,passes_switches_away,crosses_away,throw_ins_away,corner_kicks_away,corner_kicks_in_away,corner_kicks_out_away,corner_kicks_straight_away,passes_completed_away,passes_offsides_away,passes_blocked_away,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,vs Almería,29,38.0,19392,17371,1863,501,70,189,851,781,227,80,99,1,15420,158,367,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,vs Athletic Club,26,38.0,17573,15545,1951,580,41,190,579,789,136,56,50,2,13537,77,358,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,vs Atlético Madrid,27,38.0,20021,18229,1735,495,40,228,743,650,185,78,68,1,16384,57,352,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,vs Barcelona,29,38.0,13758,11850,1788,511,41,155,483,672,111,48,46,1,10316,120,306,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,vs Betis,30,38.0,17964,16070,1790,455,61,153,756,771,209,71,98,2,14220,104,370,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,vs Cádiz,38,38.0,19569,17561,1939,570,39,233,852,778,200,63,82,1,15630,69,346,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,vs Celta Vigo,26,38.0,18416,16454,1898,524,49,196,633,849,165,63,78,1,14618,64,353,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,vs Elche,32,38.0,19238,17216,1922,563,62,140,753,785,223,77,84,3,15598,100,331,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,vs Espanyol,33,38.0,19603,17628,1893,487,47,192,730,810,198,61,94,2,15807,82,336,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,vs Getafe,25,38.0,21494,19437,1962,645,48,192,771,819,179,61,75,0,17070,95,355,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
9024a00a,/en/squads/9024a00a/2022-2023/Girona-Stats,vs Girona,29,38.0,17921,16112,1745,501,45,163,753,678,181,70,70,1,14391,64,321,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
2aa12281,/en/squads/2aa12281/2022-2023/Mallorca-Stats,vs Mallorca,31,38.0,20763,18826,1897,657,48,130,822,738,194,54,59,6,16934,40,323,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
03c57e2b,/en/squads/03c57e2b/2022-2023/Osasuna-Stats,vs Osasuna,26,38.0,18199,16063,2027,574,46,175,696,861,192,58,69,4,14139,109,344,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
98e8af82,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats,vs Rayo Vallecano,28,38.0,17027,14931,2011,615,30,182,654,804,180,82,63,3,12926,85,379,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
53a2f082,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats,vs Real Madrid,26,38.0,15986,14341,1589,436,36,121,541,545,145,62,42,3,13004,56,299,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
e31d1cd9,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats,vs Real Sociedad,30,38.0,16093,13951,2051,691,34,147,570,817,154,51,48,1,12130,91,332,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
ad2be733,/en/squads/ad2be733/2022-2023/Sevilla-Stats,vs Sevilla,35,38.0,17319,15346,1898,543,49,187,673,774,170,68,62,2,13660,75,277,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
dcc91a7b,/en/squads/dcc91a7b/2022-2023/Valencia-Stats,vs Valencia,28,38.0,16357,14310,1973,559,51,167,594,837,175,77,73,0,12580,74,347,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
17859612,/en/squads/17859612/2022-2023/Valladolid-Stats,vs Valladolid,36,38.0,17448,15392,2003,523,55,141,734,875,211,88,68,2,13635,53,349,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
2a8183b3,/en/squads/2a8183b3/2022-2023/Villarreal-Stats,vs Villarreal,32,38.0,15331,13541,1682,508,50,138,708,596,182,67,69,0,12047,108,304,12,2022-2023,1fdfee29-c130-4fef-8022-0f7faa9a4ba7
