ranker,nationality,players,minutes,List,competition_id,season_id,id
1,esSpain,351,"419,716","Gerard Moreno,Sergi Enrich,Daniel Parejo,Pedro León,Iago Aspas,Koke,Rubén Castro,Raúl García,Xabi Prieto,Aritz Aduriz...",12,2016-2017,f19f38c3-87e5-4689-858d-93639a2b1d21
2,arArgentina,34,"51,499","Lionel Messi,Pablo Piatti,Gerónimo Rulli,Germán Pezzella,Franco Vázquez,Alexander,Facundo Roncaglia,Martín Mantovani,Ezequiel Garay,Gabriel Mercado...",12,2016-2017,f19f38c3-87e5-4689-858d-93639a2b1d21
3,brBrazil,31,"47,433","Neymar,Filipe Luís,Andreas Pereira,Willian José,Gabriel,Marcelo,Deyverson,Diego Alves,Mariano,Sidnei...",12,2016-2017,f19f38c3-87e5-4689-858d-93639a2b1d21
4,frFrance,24,"38,299","Antoine Griezmann,Steven Nzonzi,Karim Benzema,Kévin Gameiro,Florian Lejeune,Wissam Ben Yedder,Theo Hernández,Eliaquim Mangala,Samir Nasri,Samuel Umtiti...",12,2016-2017,f19f38c3-87e5-4689-858d-93639a2b1d21
,,,,View Complete Nationalities Table,12,2016-2017,f19f38c3-87e5-4689-858d-93639a2b1d21
