team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,Almería,29,38.0,758,19.95,533,73,51,51,33,17,76,2.00,51,7,8,7,3,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,Athletic Club,26,38.0,945,24.87,678,96,56,59,40,16,78,2.05,54,3,6,7,7,1,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,Atlético Madrid,27,38.0,958,25.21,756,59,47,51,32,13,116,3.05,82,7,9,13,3,2,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,Barcelona,29,38.0,1050,27.63,824,65,62,58,30,11,125,3.29,106,2,6,11,0,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,Betis,30,38.0,741,19.50,547,55,53,44,35,7,69,1.82,47,3,5,9,5,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,Cádiz,38,38.0,663,17.45,461,69,36,42,38,17,49,1.29,32,2,8,5,2,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,Celta Vigo,26,38.0,819,21.55,623,62,45,41,37,11,70,1.84,55,3,6,3,1,2,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,Elche,32,38.0,726,19.11,495,103,47,37,33,11,54,1.42,36,7,0,4,5,2,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,Espanyol,33,38.0,735,19.34,506,79,43,53,41,13,84,2.21,58,2,5,13,3,3,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,Getafe,25,38.0,619,16.29,414,84,25,35,54,7,51,1.34,38,4,2,2,4,1,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
9024a00a,/en/squads/9024a00a/2022-2023/Girona-Stats,Girona,29,38.0,821,21.61,597,86,41,45,43,9,102,2.68,70,10,1,5,13,3,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
2aa12281,/en/squads/2aa12281/2022-2023/Mallorca-Stats,Mallorca,31,38.0,563,14.82,373,76,33,30,42,9,63,1.66,37,11,4,4,5,2,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
03c57e2b,/en/squads/03c57e2b/2022-2023/Osasuna-Stats,Osasuna,26,38.0,779,20.50,564,77,53,41,30,14,69,1.82,53,7,0,5,4,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
98e8af82,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats,Rayo Vallecano,28,38.0,881,23.18,651,77,43,40,46,24,69,1.82,50,5,6,3,4,1,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
53a2f082,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats,Real Madrid,26,38.0,1194,31.42,894,85,88,52,67,8,134,3.53,95,5,15,8,10,1,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
e31d1cd9,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats,Real Sociedad,30,38.0,800,21.05,594,71,41,39,38,17,82,2.16,64,3,5,4,3,3,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
ad2be733,/en/squads/ad2be733/2022-2023/Sevilla-Stats,Sevilla,35,38.0,837,22.03,640,74,26,41,39,17,82,2.16,56,8,7,6,5,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
dcc91a7b,/en/squads/dcc91a7b/2022-2023/Valencia-Stats,Valencia,28,38.0,859,22.61,607,80,59,46,51,16,62,1.63,40,6,2,7,6,1,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
17859612,/en/squads/17859612/2022-2023/Valladolid-Stats,Valladolid,36,38.0,792,20.84,581,77,39,36,46,13,59,1.55,40,6,4,4,5,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
2a8183b3,/en/squads/2a8183b3/2022-2023/Villarreal-Stats,Villarreal,32,38.0,884,23.26,665,45,73,53,40,8,89,2.34,59,2,13,11,4,0,12,2022-2023,a9a3b72e-ce5a-46c7-bab9-6bd8096e5f32
