team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
squads,/en/squads/8d6fd021/Alaves-Stats,Alavés,29,38.0,737,459,346,307,84,348,726,47.9,378,382,96,286,309,1046,918,10,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
2b390eca,/en/squads/2b390eca/2024-2025/Athletic-Club-Stats,Athletic Club,31,38.0,577,345,240,252,85,296,579,51.1,283,353,72,281,344,921,911,25,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
db3b9613,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats,Atlético Madrid,24,38.0,619,375,305,238,76,319,627,50.9,308,358,97,261,260,879,818,25,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
206d90db,/en/squads/206d90db/2024-2025/Barcelona-Stats,Barcelona,28,38.0,538,332,186,245,107,271,520,52.1,249,329,60,269,227,765,601,14,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/fc536746/Real-Betis-Stats,Betis,36,38.0,645,397,271,273,101,342,644,53.1,302,406,113,293,356,1001,910,19,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/f25da7fb/Celta-Vigo-Stats,Celta Vigo,30,38.0,555,340,258,217,80,286,576,49.7,290,345,91,254,282,837,828,30,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/a8661628/Espanyol-Stats,Espanyol,27,38.0,640,397,380,210,50,310,610,50.8,300,435,155,280,315,955,1131,21,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/7848bd64/Getafe-Stats,Getafe,30,38.0,645,393,287,278,80,333,665,50.1,332,411,84,327,276,921,1065,15,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/9024a00a/Girona-Stats,Girona,30,38.0,569,348,268,219,82,292,557,52.4,265,327,104,223,279,848,722,34,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/0049d422/Las-Palmas-Stats,Las Palmas,34,38.0,619,370,308,253,58,307,592,51.9,285,434,139,295,321,940,971,28,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/7c6f2c78/Leganes-Stats,Leganés,26,38.0,633,384,301,250,82,295,599,49.2,304,436,157,279,332,965,1201,18,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/2aa12281/Mallorca-Stats,Mallorca,28,38.0,584,361,305,211,68,257,500,51.4,243,389,153,236,326,910,1161,17,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/03c57e2b/Osasuna-Stats,Osasuna,25,38.0,614,365,296,239,79,311,618,50.3,307,388,102,286,266,880,918,16,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/98e8af82/Rayo-Vallecano-Stats,Rayo Vallecano,26,38.0,626,396,328,218,80,309,664,46.5,355,443,128,315,334,960,973,22,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
53a2f082,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats,Real Madrid,30,38.0,586,359,294,209,83,264,486,54.3,222,353,105,248,331,917,633,19,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/e31d1cd9/Real-Sociedad-Stats,Real Sociedad,31,38.0,649,401,309,244,96,308,579,53.2,271,428,120,308,283,932,913,21,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/ad2be733/Sevilla-Stats,Sevilla,35,38.0,648,390,321,240,87,312,563,55.4,251,368,88,280,367,1015,931,17,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/dcc91a7b/Valencia-Stats,Valencia,32,38.0,647,415,340,228,79,321,573,56.0,252,366,96,270,302,949,953,19,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
squads,/en/squads/17859612/Valladolid-Stats,Valladolid,38,38.0,596,357,342,204,50,276,566,48.8,290,450,160,290,311,907,944,29,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
2a8183b3,/en/squads/2a8183b3/2024-2025/Villarreal-Stats,Villarreal,31,38.0,649,396,333,236,80,336,628,53.5,292,426,131,295,281,930,922,21,12,2024-2025,3ba34005-78ee-4210-a596-f31398e97c8e
