team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2019-2020/Alaves-Stats,Alavés,3,38.0,59,12,3,3,0,56.6,0.27,-2.4,-0.06,375,828,45.3,783,103,66.0,42.5,344,90.4,58.6,527,12,2.3,15,0.39,13.1,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
2b390eca,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats,Athletic Club,2,38.0,38,5,2,2,2,39.8,0.28,+3.8,+0.10,345,817,42.2,976,172,56.5,41.4,298,89.3,60.9,547,26,4.8,20,0.53,10.0,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
db3b9613,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats,Atlético Madrid,2,38.0,27,3,1,4,3,29.8,0.24,+5.8,+0.15,233,592,39.4,637,112,56.4,30.2,320,72.8,50.0,533,12,2.3,12,0.32,,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
206d90db,/en/squads/206d90db/2019-2020/Barcelona-Stats,Barcelona,2,38.0,38,6,2,1,0,36.5,0.26,-1.5,-0.04,127,249,51.0,1237,182,15.4,25.7,254,22.8,27.8,401,19,4.7,43,1.13,15.2,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
fc536746,/en/squads/fc536746/2019-2020/Real-Betis-Stats,Betis,2,38.0,60,11,1,4,1,54.8,0.29,-4.2,-0.11,158,464,34.1,1045,171,34.1,33.0,284,38.0,35.5,524,12,2.3,59,1.55,17.8,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
f25da7fb,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats,Celta Vigo,3,38.0,49,5,3,3,0,45.8,0.28,-3.2,-0.08,202,576,35.1,784,136,44.5,30.1,339,67.0,49.1,604,20,3.3,16,0.42,16.0,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
bea5c710,/en/squads/bea5c710/2019-2020/Eibar-Stats,Eibar,2,38.0,56,4,2,3,1,52.2,0.35,-2.8,-0.07,297,896,33.1,882,93,72.3,51.6,268,96.3,70.6,471,26,5.5,77,2.03,17.9,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
a8661628,/en/squads/a8661628/2019-2020/Espanyol-Stats,Espanyol,2,38.0,58,6,0,4,2,54.4,0.31,-1.6,-0.04,228,688,33.1,895,133,52.5,31.1,316,69.0,49.6,495,29,5.9,51,1.35,7.8,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
7848bd64,/en/squads/7848bd64/2019-2020/Getafe-Stats,Getafe,1,38.0,37,5,0,2,2,38.3,0.30,+3.3,+0.09,359,970,37.0,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,1.82,18.1,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
a0435291,/en/squads/a0435291/2019-2020/Granada-Stats,Granada,2,38.0,45,4,1,5,0,45.9,0.27,+0.9,+0.02,329,899,36.6,1074,137,60.1,42.5,325,78.2,55.1,538,27,5.0,68,1.79,13.6,12,2019-2020,c23b3499-f67e-46da-a8f5-b22a6eb9c5ad
