team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,Alavés,30,38.0,40,389,134,34.4,10.24,3.53,0.10,0.29,19.3,22,1,3,38.5,36.1,0.10,+1.5,+2.9,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,Athletic Club,26,38.0,39,421,142,33.7,11.08,3.74,0.08,0.23,16.7,13,6,8,49.7,43.8,0.11,-10.7,-10.8,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,Atlético Madrid,26,38.0,57,401,147,36.7,10.55,3.87,0.13,0.36,18.5,15,4,5,50.2,46.3,0.12,+6.8,+6.7,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,Barcelona,25,38.0,96,575,264,45.9,15.13,6.95,0.16,0.35,17.0,60,3,5,83.5,80.1,0.15,+12.5,+12.9,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,Betis,29,38.0,56,415,160,38.6,10.92,4.21,0.13,0.34,19.5,22,2,3,46.0,43.7,0.11,+10.0,+10.3,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,Celta Vigo,23,38.0,57,444,157,35.4,11.68,4.13,0.12,0.35,17.9,33,2,3,55.0,52.6,0.12,+2.0,+2.4,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,Eibar,27,38.0,43,467,131,28.1,12.29,3.45,0.09,0.31,18.6,23,2,3,40.9,38.6,0.08,+2.1,+2.4,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,Espanyol,25,38.0,33,410,128,31.2,10.79,3.37,0.08,0.24,18.7,17,2,3,41.1,38.7,0.10,-8.1,-7.7,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,Getafe,32,38.0,41,361,122,33.8,9.50,3.21,0.10,0.30,18.9,16,5,12,48.2,38.6,0.11,-7.2,-2.6,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,Girona,25,38.0,50,447,149,33.3,11.76,3.92,0.10,0.30,19.0,27,6,8,50.6,44.4,0.10,-0.6,-0.4,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
2a60ed82,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,La Coruña,32,38.0,38,462,133,28.8,12.16,3.50,0.08,0.26,18.0,14,3,5,51.6,47.7,0.10,-13.6,-12.7,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
0049d422,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,Las Palmas,36,38.0,24,405,119,29.4,10.66,3.13,0.04,0.15,20.6,38,6,8,38.5,32.3,0.08,-14.5,-14.3,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
7c6f2c78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,Leganés,28,38.0,32,393,125,31.8,10.34,3.29,0.08,0.24,19.3,13,2,3,39.9,37.6,0.10,-7.9,-7.6,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
9800b6a1,/en/squads/9800b6a1/2017-2018/Levante-Stats,Levante,33,38.0,43,405,119,29.4,10.66,3.13,0.09,0.32,19.4,26,5,5,44.7,40.8,0.10,-1.7,-2.8,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
1c896955,/en/squads/1c896955/2017-2018/Malaga-Stats,Málaga,37,38.0,23,397,108,27.2,10.45,2.84,0.05,0.18,18.7,14,4,6,38.4,33.7,0.09,-15.4,-14.7,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
53a2f082,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,Real Madrid,24,38.0,91,689,267,38.8,18.13,7.03,0.12,0.31,17.3,28,8,10,85.4,77.5,0.12,+5.6,+5.5,12,2017-2018,09ba2ab7-9658-4eb3-9d83-c81e299e4aaa
