team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,on_xg_for_away,on_xg_against_away,xg_plus_minus_away,xg_plus_minus_per90_away,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,vs Alavés,26,26.9,38,"3,420",90,100,38.0,418,85,,111,23,155,1.39,50,39,+11,+0.29,53.2,41.1,+12.1,+0.32,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,vs Athletic Club,27,27.2,38,"3,420",90,100,38.0,418,85,,110,20,154,1.24,45,41,+4,+0.11,45.7,43.4,+2.3,+0.06,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,vs Atlético Madrid,29,27.0,38,"3,420",90,100,38.0,418,83,,112,21,154,0.74,29,55,-26,-0.68,41.9,47.3,-5.4,-0.14,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,vs Barcelona,30,26.8,38,"3,420",90,100,38.0,418,84,,112,21,154,0.47,36,90,-54,-1.42,45.3,75.8,-30.5,-0.80,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,vs Betis,25,26.8,38,"3,420",90,100,38.0,418,84,,114,20,152,1.47,52,44,+8,+0.21,49.4,47.1,+2.4,+0.06,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,vs Celta Vigo,28,26.9,38,"3,420",90,100,38.0,418,85,,113,20,153,1.63,62,53,+9,+0.24,60.9,46.5,+14.4,+0.38,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,vs Eibar,25,26.8,38,"3,420",90,100,38.0,418,85,,112,19,154,1.39,50,46,+4,+0.11,45.9,54.8,-9.0,-0.24,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,vs Espanyol,25,26.8,38,"3,420",90,100,38.0,418,85,,114,22,152,1.32,50,48,+2,+0.05,53.8,48.9,+4.9,+0.13,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,vs Getafe,26,26.8,38,"3,420",90,100,38.0,418,85,,107,21,158,1.08,35,48,-13,-0.34,43.6,46.2,-2.6,-0.07,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,vs Girona,26,27.1,38,"3,420",90,100,38.0,418,85,,113,20,152,1.76,53,37,+16,+0.42,52.7,43.5,+9.2,+0.24,12,2018-2019,ff6291ca-cdc4-4e5a-bb0d-3b3c85a49d2d
