team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,Almería,3,38.0,65,4,1,5,1,63.4,0.29,-0.6,-0.01,204,572,35.7,990,220,39.2,36.9,356,51.7,42.6,642,40,6.2,28,0.74,12.4,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,Athletic Club,2,38.0,43,3,1,1,3,37.2,0.29,-2.8,-0.07,171,452,37.8,925,187,30.9,30.5,264,62.9,48.3,451,29,6.4,50,1.32,15.4,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,Atlético Madrid,3,38.0,33,4,1,5,0,36.3,0.26,+3.3,+0.09,166,525,31.6,812,165,39.8,34.1,334,60.5,46.3,575,48,8.3,26,0.68,9.2,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,Barcelona,2,38.0,20,3,0,2,3,25.1,0.22,+8.1,+0.21,169,338,50.0,1216,190,22.3,25.2,223,30.0,32.5,375,18,4.8,43,1.13,16.5,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,Betis,2,38.0,41,3,1,7,1,44.0,0.29,+4.0,+0.10,229,635,36.1,956,149,44.0,39.6,315,67.9,49.1,582,22,3.8,43,1.13,12.1,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,Cádiz,2,38.0,53,9,1,7,0,53.4,0.22,+0.4,+0.01,270,829,32.6,916,150,59.1,46.4,322,89.4,64.2,651,44,6.8,30,0.79,13.6,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,Celta Vigo,2,38.0,53,5,1,10,1,42.9,0.27,-9.1,-0.24,184,506,36.4,934,171,37.5,35.3,289,54.0,43.9,509,22,4.3,39,1.03,18.1,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,Elche,2,38.0,67,7,0,6,2,71.9,0.31,+6.9,+0.18,195,442,44.1,819,175,33.8,34.9,318,51.9,40.9,600,22,3.7,21,0.55,14.0,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,Espanyol,4,38.0,69,5,1,9,2,54.5,0.27,-12.5,-0.33,305,659,46.3,865,122,49.7,36.2,347,66.0,48.0,557,27,4.8,46,1.21,13.8,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,Getafe,1,38.0,45,4,0,7,2,45.5,0.23,+2.5,+0.07,409,904,45.2,782,99,75.1,49.8,347,91.4,59.8,586,36,6.1,46,1.21,15.0,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
9024a00a,/en/squads/9024a00a/2022-2023/Girona-Stats,Girona,2,38.0,55,6,2,5,0,62.0,0.33,+7.0,+0.18,169,464,36.4,1075,192,28.4,28.7,329,48.3,41.9,597,43,7.2,59,1.55,16.9,12,2022-2023,b1193b32-8ca9-46ab-b594-78582ad626fe
