team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2018-2019/Alaves-Stats,Alavés,26,38.0,9631,14061,68.5,186037,84436,4155,5125,81.1,3682,4818,76.4,1514,3235,46.8,27,29.0,24.9,-2.0,298,831,224,117,1113,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
2b390eca,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,Athletic Club,27,38.0,13195,17584,75.0,241813,95216,6013,7036,85.5,5053,6188,81.7,1662,3197,52.0,26,30.7,34.5,-4.7,299,1069,288,86,1452,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
db3b9613,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,Atlético Madrid,29,38.0,14943,19014,78.6,244070,89224,7677,8649,88.8,4958,6062,81.8,1494,2809,53.2,36,35.3,37.2,+0.7,350,1128,288,47,1386,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
206d90db,/en/squads/206d90db/2018-2019/Barcelona-Stats,Barcelona,30,38.0,23263,26691,87.2,387149,121599,11437,12414,92.1,8986,9977,90.1,2097,2877,72.9,61,55.8,54.3,+5.2,405,1807,438,37,2110,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
fc536746,/en/squads/fc536746/2018-2019/Real-Betis-Stats,Betis,25,38.0,19411,22871,84.9,330969,106399,9076,9940,91.3,7937,8845,89.7,1761,2815,62.6,30,32.9,35.9,-2.9,326,1279,304,61,1631,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
f25da7fb,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,Celta Vigo,28,38.0,14955,18808,79.5,268380,94860,6600,7448,88.6,6152,7186,85.6,1693,3042,55.7,37,33.6,29.7,+3.4,343,959,245,67,1288,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
bea5c710,/en/squads/bea5c710/2018-2019/Eibar-Stats,Eibar,25,38.0,12976,18501,70.1,257830,97741,5205,6395,81.4,5155,6570,78.5,2179,4285,50.9,26,36.7,38.9,-10.7,374,1359,353,152,1619,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
a8661628,/en/squads/a8661628/2018-2019/Espanyol-Stats,Espanyol,25,38.0,13855,17740,78.1,257913,96514,5888,6755,87.2,5853,6979,83.9,1783,3044,58.6,26,33.8,32.7,-7.8,332,1060,306,60,1495,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
7848bd64,/en/squads/7848bd64/2018-2019/Getafe-Stats,Getafe,26,38.0,8108,13021,62.3,166355,79572,3280,4305,76.2,3027,4335,69.8,1505,3376,44.6,34,32.9,28.7,+1.1,294,842,272,86,1131,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
9024a00a,/en/squads/9024a00a/2018-2019/Girona-Stats,Girona,26,38.0,13136,17212,76.3,250408,94834,5279,6114,86.3,5722,6882,83.1,1791,3324,53.9,23,29.3,31.2,-6.3,280,869,256,92,1316,12,2018-2019,4c1f24c4-7411-4c75-9c5a-40f58b58b2e0
