team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
78ecf4bb,/en/squads/78ecf4bb/2022-2023/Almeria-Stats,Almería,29,38.0,49,439,155,35.3,11.55,4.08,0.11,0.30,18.1,21,2,3,45.5,43.2,0.10,+3.5,+3.8,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
2b390eca,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats,Athletic Club,26,38.0,46,541,157,29.0,14.24,4.13,0.08,0.26,17.1,13,5,7,54.2,48.7,0.09,-8.2,-7.7,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
db3b9613,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats,Atlético Madrid,27,38.0,68,538,195,36.2,14.16,5.13,0.12,0.34,17.0,9,1,1,61.9,61.1,0.12,+6.1,+5.9,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
206d90db,/en/squads/206d90db/2022-2023/Barcelona-Stats,Barcelona,29,38.0,69,570,187,32.8,15.00,4.92,0.12,0.37,15.8,20,0,2,75.5,74.0,0.13,-6.5,-5.0,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
fc536746,/en/squads/fc536746/2022-2023/Real-Betis-Stats,Betis,30,38.0,43,411,138,33.6,10.82,3.63,0.09,0.25,18.1,21,8,9,51.3,44.3,0.11,-8.3,-9.3,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
ee7c297c,/en/squads/ee7c297c/2022-2023/Cadiz-Stats,Cádiz,38,38.0,29,390,108,27.7,10.26,2.84,0.06,0.23,18.2,12,4,5,41.5,37.7,0.10,-12.5,-12.7,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
f25da7fb,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats,Celta Vigo,26,38.0,41,470,160,34.0,12.37,4.21,0.08,0.24,19.0,19,2,3,42.6,40.3,0.09,-1.6,-1.3,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
6c8b07df,/en/squads/6c8b07df/2022-2023/Elche-Stats,Elche,32,38.0,30,400,124,31.0,10.53,3.26,0.07,0.21,16.9,10,4,5,37.5,33.6,0.09,-7.5,-7.6,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
a8661628,/en/squads/a8661628/2022-2023/Espanyol-Stats,Espanyol,33,38.0,51,417,151,36.2,10.97,3.97,0.11,0.30,17.3,13,5,5,48.3,44.4,0.11,+2.7,+1.6,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
7848bd64,/en/squads/7848bd64/2022-2023/Getafe-Stats,Getafe,25,38.0,34,365,116,31.8,9.61,3.05,0.08,0.25,18.0,19,5,8,36.7,30.4,0.09,-2.7,-1.4,12,2022-2023,9c395dbb-363d-4575-9473-ebe3c45adf28
