rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,206d90db,/en/squads/206d90db/2017-2018/Barcelona-Stats,Barcelona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.206d90db.png,19,16,3,0,53,11,+42,51,2.68,46.4,16.4,+30.0,+1.58,19,12,6,1,46,18,+28,42,2.21,37.2,25.5,+11.6,+0.61,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
2,db3b9613,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,Atlético Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.db3b9613.png,19,12,6,1,30,8,+22,42,2.21,27.7,15.5,+12.2,+0.64,19,11,4,4,28,14,+14,37,1.95,22.5,20.2,+2.3,+0.12,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
3,53a2f082,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,Real Madrid,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.53a2f082.png,19,12,4,3,54,20,+34,40,2.11,47.0,18.5,+28.6,+1.50,19,10,6,3,40,24,+16,36,1.89,38.4,24.7,+13.7,+0.72,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
4,dcc91a7b,/en/squads/dcc91a7b/2017-2018/Valencia-Stats,Valencia,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.dcc91a7b.png,19,13,3,3,36,16,+20,42,2.21,34.6,20.8,+13.8,+0.73,19,9,4,6,29,22,+7,31,1.63,21.4,27.5,-6.1,-0.32,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
5,2a8183b3,/en/squads/2a8183b3/2017-2018/Villarreal-Stats,Villarreal,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a8183b3.png,19,11,3,5,35,22,+13,36,1.89,31.7,23.3,+8.4,+0.44,19,7,4,8,22,28,-6,25,1.32,21.6,30.1,-8.6,-0.45,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
6,fc536746,/en/squads/fc536746/2017-2018/Real-Betis-Stats,Betis,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fc536746.png,19,10,4,5,35,31,+4,34,1.79,26.1,19.7,+6.4,+0.34,19,8,2,9,25,30,-5,26,1.37,19.8,29.3,-9.5,-0.50,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
7,ad2be733,/en/squads/ad2be733/2017-2018/Sevilla-Stats,Sevilla,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.ad2be733.png,19,11,5,3,31,22,+9,38,2.00,35.4,23.6,+11.8,+0.62,19,6,2,11,18,36,-18,20,1.05,24.1,30.7,-6.6,-0.35,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
8,7848bd64,/en/squads/7848bd64/2017-2018/Getafe-Stats,Getafe,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7848bd64.png,19,9,4,6,26,13,+13,31,1.63,32.3,18.2,+14.2,+0.75,19,6,6,7,16,20,-4,24,1.26,15.8,21.5,-5.7,-0.30,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
9,bea5c710,/en/squads/bea5c710/2017-2018/Eibar-Stats,Eibar,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.bea5c710.png,19,8,4,7,26,19,+7,28,1.47,22.8,17.8,+4.9,+0.26,19,6,5,8,18,31,-13,23,1.21,18.2,26.6,-8.4,-0.44,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
10,9024a00a,/en/squads/9024a00a/2017-2018/Girona-Stats,Girona,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9024a00a.png,19,8,3,8,26,22,+4,27,1.42,28.2,17.8,+10.4,+0.55,19,6,6,7,24,37,-13,24,1.26,22.5,32.6,-10.2,-0.54,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
