rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
11,a8661628,/en/squads/a8661628/2017-2018/Espanyol-Stats,Espanyol,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.a8661628.png,19,8,6,5,20,16,+4,30,1.58,26.0,20.1,+5.9,+0.31,19,4,7,8,16,26,-10,19,1.00,15.1,32.2,-17.1,-0.90,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
12,e31d1cd9,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats,Real Sociedad,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e31d1cd9.png,19,10,3,6,47,29,+18,33,1.74,32.2,20.7,+11.5,+0.61,19,4,4,11,19,30,-11,16,0.84,21.4,29.8,-8.4,-0.44,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
13,f25da7fb,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,Celta Vigo,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f25da7fb.png,19,8,8,3,34,23,+11,32,1.68,35.2,21.7,+13.6,+0.71,19,5,2,12,25,37,-12,17,0.89,19.8,33.7,-13.9,-0.73,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
14,8d6fd021,/en/squads/8d6fd021/2017-2018/Alaves-Stats,Alavés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.8d6fd021.png,19,9,1,9,21,23,-2,28,1.47,21.3,23.6,-2.3,-0.12,19,6,1,12,19,27,-8,19,1.00,17.2,32.4,-15.2,-0.80,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
15,9800b6a1,/en/squads/9800b6a1/2017-2018/Levante-Stats,Levante,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.9800b6a1.png,19,7,6,6,25,28,-3,27,1.42,28.4,26.7,+1.7,+0.09,19,4,7,8,19,30,-11,19,1.00,16.3,36.9,-20.5,-1.08,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
16,2b390eca,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,Athletic Club,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2b390eca.png,19,6,8,5,19,16,+3,26,1.37,23.6,20.4,+3.2,+0.17,19,4,5,10,22,33,-11,17,0.89,26.1,29.9,-3.8,-0.20,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
17,7c6f2c78,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,Leganés,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7c6f2c78.png,19,9,4,6,19,19,0,31,1.63,20.8,19.8,+1.0,+0.05,19,3,3,13,15,32,-17,12,0.63,19.1,27.8,-8.6,-0.45,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
18,2a60ed82,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,La Coruña,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.2a60ed82.png,19,4,6,9,22,33,-11,18,0.95,32.5,24.2,+8.3,+0.44,19,2,5,12,16,43,-27,11,0.58,19.1,34.6,-15.4,-0.81,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
19,0049d422,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,Las Palmas,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.0049d422.png,19,4,2,13,15,38,-23,14,0.74,24.1,31.5,-7.5,-0.39,19,1,5,13,9,36,-27,8,0.42,14.4,39.0,-24.6,-1.29,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
20,1c896955,/en/squads/1c896955/2017-2018/Malaga-Stats,Málaga,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.1c896955.png,19,4,3,12,14,27,-13,15,0.79,23.2,25.1,-1.9,-0.10,19,1,2,16,10,34,-24,5,0.26,15.3,34.4,-19.1,-1.01,12,2017-2018,f7311930-473a-4d18-9144-0a026aef2c44
