team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
8d6fd021,/en/squads/8d6fd021/2023-2024/Alaves-Stats,Alavés,2,38.0,46,8,0,4,2,44.8,0.25,+0.8,+0.02,315,778,40.5,886,125,62.2,41.7,335,67.8,48.4,530,29,5.5,37,0.97,15.2,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
78ecf4bb,/en/squads/78ecf4bb/2023-2024/Almeria-Stats,Almería,3,38.0,75,6,0,8,0,70.3,0.32,-4.7,-0.12,181,615,29.4,1115,180,39.5,24.1,330,53.0,41.7,629,29,4.6,47,1.24,22.7,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
2b390eca,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats,Athletic Club,2,38.0,37,1,0,2,4,40.4,0.28,+7.4,+0.20,238,728,32.7,1050,164,48.0,32.4,272,82.4,59.3,491,33,6.7,49,1.29,15.3,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
db3b9613,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats,Atlético Madrid,1,38.0,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,725,180,27.2,31.5,298,46.6,39.0,579,36,6.2,22,0.58,11.8,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
206d90db,/en/squads/206d90db/2023-2024/Barcelona-Stats,Barcelona,2,38.0,44,2,0,1,0,41.6,0.28,-2.4,-0.06,113,216,52.3,1076,161,14.7,26.3,255,22.7,27.9,450,15,3.3,36,0.95,15.6,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
fc536746,/en/squads/fc536746/2023-2024/Real-Betis-Stats,Betis,3,38.0,45,7,3,3,3,47.5,0.26,+5.5,+0.15,180,510,35.3,1022,167,35.2,30.6,279,53.8,42.6,541,38,7.0,42,1.11,12.6,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
ee7c297c,/en/squads/ee7c297c/2023-2024/Cadiz-Stats,Cádiz,2,38.0,55,2,0,6,1,51.7,0.30,-2.3,-0.06,364,910,40.0,991,123,62.8,49.3,342,84.2,60.7,617,60,9.7,45,1.18,7.0,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
f25da7fb,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats,Celta Vigo,2,38.0,57,6,0,7,3,56.0,0.31,+2.0,+0.05,176,494,35.6,811,182,38.3,35.5,312,58.7,45.4,556,28,5.0,36,0.95,13.3,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
7848bd64,/en/squads/7848bd64/2023-2024/Getafe-Stats,Getafe,2,38.0,54,5,0,7,0,55.2,0.29,+1.2,+0.03,341,915,37.3,977,124,66.6,39.2,322,82.0,56.2,463,18,3.9,62,1.63,10.7,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
9024a00a,/en/squads/9024a00a/2023-2024/Girona-Stats,Girona,1,38.0,46,5,0,8,0,51.0,0.28,+5.0,+0.13,155,420,36.9,1074,178,27.1,30.0,312,41.3,37.9,534,41,7.7,33,0.87,13.2,12,2023-2024,64b850d7-e597-4973-88e2-b18184476492
