team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,Amiens,30,38.0,11213,15624,71.8,204779,89839,5062,6052,83.6,4333,5495,78.9,1406,3017,46.6,24,21.3,24.0,+2.7,263,845,178,55,1178,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,Angers,27,38.0,12795,17004,75.2,225504,93236,6155,7108,86.6,4780,5942,80.4,1476,2937,50.3,30,35.3,30.9,-5.3,343,923,227,62,1430,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,Bordeaux,31,38.0,14603,18593,78.5,252690,96297,6999,7973,87.8,5226,6258,83.5,1688,2992,56.4,36,35.9,37.0,+0.1,352,1029,273,89,1501,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
74229020,/en/squads/74229020/2017-2018/Caen-Stats,Caen,26,38.0,11621,16218,71.7,231998,98324,4643,5656,82.1,4717,5983,78.8,1939,3567,54.4,19,29.6,27.6,-10.6,335,1115,217,107,1548,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,Dijon,26,38.0,13255,17343,76.4,252900,98450,5622,6542,85.9,5304,6356,83.4,1928,3450,55.9,36,29.2,27.3,+6.8,319,958,271,76,1320,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,Guingamp,23,38.0,13835,17950,77.1,247420,98077,6273,7172,87.5,4949,6091,81.3,1871,3271,57.2,27,30.0,30.6,-3.0,316,1049,239,71,1519,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,Lille,25,38.0,16258,20060,81.0,282286,106486,7206,8104,88.9,6582,7610,86.5,1704,2899,58.8,31,29.7,26.5,+1.3,341,1163,227,55,1581,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,Lyon,26,38.0,17480,20965,83.4,298018,102181,8234,9136,90.1,6925,7866,88.0,1706,2672,63.8,62,43.9,35.2,+18.1,418,1136,275,64,1670,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,Marseille,26,38.0,17221,21066,81.7,272251,98077,8681,9593,90.5,5569,6587,84.5,1662,2886,57.6,54,55.9,47.1,-1.9,461,1074,320,111,1586,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,Metz,36,38.0,12673,16957,74.7,265927,110510,4630,5534,83.7,5622,6870,81.8,2313,4029,57.4,27,30.0,29.0,-3.0,330,1466,244,95,1518,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,Monaco,32,38.0,14444,18393,78.5,263591,98294,6363,7301,87.2,6012,7190,83.6,1744,3055,57.1,56,43.1,34.5,+12.9,360,1190,271,77,1742,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,Montpellier,23,38.0,13612,17725,76.8,253505,102038,6161,7085,87.0,5149,6322,81.4,1958,3351,58.4,28,31.0,27.0,-3.0,375,1127,246,94,1572,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,Nantes,30,38.0,11823,16263,72.7,209615,94610,5523,6495,85.0,4195,5342,78.5,1537,3144,48.9,24,29.4,32.3,-5.4,352,1024,262,109,1405,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,Nice,31,38.0,20210,23523,85.9,358679,117946,9093,9894,91.9,8522,9445,90.2,2086,3115,67.0,35,31.9,31.8,+3.1,358,1289,214,45,1637,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,Paris S-G,28,38.0,23215,26436,87.8,360851,116681,11662,12571,92.8,7845,8702,90.2,1983,2700,73.4,75,65.1,63.1,+9.9,460,1523,505,82,2068,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,Rennes,28,38.0,13834,17996,76.9,248468,92927,6125,7052,86.9,5344,6426,83.2,1742,3267,53.3,32,33.0,30.1,-1.0,332,1148,192,65,1505,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,Saint-Étienne,30,38.0,15064,19124,78.8,271838,100875,6795,7751,87.7,6024,7118,84.6,1847,3173,58.2,31,35.4,32.9,-4.4,315,1092,233,54,1552,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,Strasbourg,25,38.0,12776,16942,75.4,244597,93595,5386,6276,85.8,4960,6017,82.4,1992,3633,54.8,26,29.8,28.8,-3.8,315,929,245,82,1289,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,Toulouse,25,38.0,11368,15755,72.2,215845,96757,4992,6041,82.6,4492,5705,78.7,1613,3169,50.9,24,29.1,31.1,-5.1,304,1172,227,103,1473,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
54195385,/en/squads/54195385/2017-2018/Troyes-Stats,Troyes,25,38.0,12006,16326,73.5,220755,91015,5311,6283,84.5,4514,5565,81.1,1673,3244,51.6,21,26.5,24.9,-5.5,270,979,229,75,1333,13,2017-2018,5ac66c13-1a21-4e28-aab2-f3c2c62b5c5b
