team_id,team_url,team,players_used_away,minutes_90s_away,cards_yellow_away,cards_red_away,cards_yellow_red_away,fouls_away,fouled_away,offsides_away,crosses_away,interceptions_away,tackles_won_away,pens_won_away,pens_conceded_away,own_goals_away,competition_id,season_id,id
69236f98,/en/squads/69236f98/2016-2017/Angers-Stats,vs Angers,29,38.0,54,8,1,403,414,90,718,546,496,2,4,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
6283be2c,/en/squads/6283be2c/2016-2017/Bastia-Stats,vs Bastia,29,38.0,64,4,1,540,450,137,830,505,569,8,2,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
123f3efe,/en/squads/123f3efe/2016-2017/Bordeaux-Stats,vs Bordeaux,27,38.0,71,12,3,525,429,62,720,559,538,4,7,2,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
74229020,/en/squads/74229020/2016-2017/Caen-Stats,vs Caen,27,38.0,72,7,3,491,426,41,711,576,509,6,7,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
8dfb7350,/en/squads/8dfb7350/2016-2017/Dijon-Stats,vs Dijon,27,38.0,58,2,2,490,475,72,824,463,507,10,4,4,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
d41b5f53,/en/squads/d41b5f53/2016-2017/Guingamp-Stats,vs Guingamp,25,38.0,61,5,3,526,475,75,758,566,455,11,4,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
cb188c0c,/en/squads/cb188c0c/2016-2017/Lille-Stats,vs Lille,31,38.0,65,1,1,549,512,84,691,508,581,5,8,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
d2c87802,/en/squads/d2c87802/2016-2017/Lorient-Stats,vs Lorient,30,38.0,62,4,1,409,427,95,759,554,586,5,6,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
d53c0b06,/en/squads/d53c0b06/2016-2017/Lyon-Stats,vs Lyon,27,38.0,89,9,2,557,488,67,658,657,508,7,14,3,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
5725cc7b,/en/squads/5725cc7b/2016-2017/Marseille-Stats,vs Marseille,27,38.0,45,2,0,410,502,95,678,571,574,2,4,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
f83960ae,/en/squads/f83960ae/2016-2017/Metz-Stats,vs Metz,31,38.0,59,2,2,463,499,40,850,494,475,7,8,3,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
fd6114db,/en/squads/fd6114db/2016-2017/Monaco-Stats,vs Monaco,29,38.0,64,3,1,474,450,102,759,611,503,5,11,4,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
281b0e73,/en/squads/281b0e73/2016-2017/Montpellier-Stats,vs Montpellier,32,38.0,61,4,2,481,380,118,668,666,539,6,3,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
e88fc6e5,/en/squads/e88fc6e5/2016-2017/Nancy-Stats,vs Nancy,27,38.0,56,4,2,485,479,80,724,518,436,7,3,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
d7a486cd,/en/squads/d7a486cd/2016-2017/Nantes-Stats,vs Nantes,27,38.0,60,5,0,419,520,75,690,625,480,9,3,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
132ebc33,/en/squads/132ebc33/2016-2017/Nice-Stats,vs Nice,27,38.0,81,6,1,591,416,76,825,632,525,3,8,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
e2d8892c,/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats,vs Paris S-G,28,38.0,57,0,0,425,384,61,555,688,496,3,10,4,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
b3072e00,/en/squads/b3072e00/2016-2017/Rennes-Stats,vs Rennes,31,38.0,59,6,3,470,445,93,650,656,508,2,3,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
d298ef2c,/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats,vs Saint-Étienne,34,38.0,71,8,2,475,471,83,689,603,516,3,7,1,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
3f8c4b5f,/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats,vs Toulouse,30,38.0,87,6,5,498,544,140,810,561,518,8,11,0,13,2016-2017,75e4b200-c2e0-4566-9d3e-61ec873655b9
