team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,Angers,29,27.2,38,"3,420",90,100,38.0,418,,,110,0,155,1.32,40,38,+2,+0.05,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,Bastia,26,28.7,38,"3,420",90,100,38.0,418,,,98,0,165,1.32,36,42,-6,-0.16,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,Bordeaux,35,24.9,38,"3,420",90,100,38.0,418,,,114,0,151,1.32,50,57,-7,-0.18,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
74229020,/en/squads/74229020/2015-2016/Caen-Stats,Caen,24,28.2,38,"3,420",90,100,38.0,418,,,104,0,162,1.42,39,52,-13,-0.34,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,Gazélec Ajaccio,23,28.4,38,"3,420",90,100,38.0,418,,,109,0,156,0.97,37,58,-21,-0.55,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,Guingamp,28,28.4,38,"3,420",90,100,38.0,418,,,105,0,161,1.16,47,56,-9,-0.24,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,Lille,32,27.1,38,"3,420",90,100,38.0,418,,,107,0,159,1.58,39,27,+12,+0.32,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,Lorient,31,25.4,38,"3,420",90,100,38.0,418,,,113,0,152,1.21,47,58,-11,-0.29,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,Lyon,30,25.5,38,"3,420",90,100,38.0,418,,,113,0,153,1.71,67,43,+24,+0.63,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,Marseille,28,25.0,38,"3,420",90,100,38.0,418,,,112,0,155,1.26,48,42,+6,+0.16,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,Monaco,31,26.1,38,"3,420",90,100,38.0,418,,,110,0,157,1.71,57,50,+7,+0.18,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,Montpellier,30,27.1,38,"3,420",90,100,38.0,418,,,106,0,158,1.29,49,47,+2,+0.05,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,Nantes,29,25.8,38,"3,420",90,100,38.0,418,,,109,0,157,1.26,33,44,-11,-0.29,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,Nice,33,24.2,38,"3,420",90,100,38.0,418,,,111,0,155,1.66,58,41,+17,+0.45,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,Paris S-G,28,27.0,38,"3,420",90,100,38.0,418,,,111,0,154,2.53,102,19,+83,+2.18,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,Reims,31,26.9,38,"3,420",90,100,38.0,418,,,113,0,153,1.03,44,57,-13,-0.34,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
b3072e00,/en/squads/b3072e00/2015-2016/Rennes-Stats,Rennes,31,26.2,38,"3,420",90,100,38.0,418,,,113,0,153,1.37,52,54,-2,-0.05,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
d298ef2c,/en/squads/d298ef2c/2015-2016/Saint-Etienne-Stats,Saint-Étienne,31,27.2,38,"3,420",90,100,38.0,418,,,114,0,151,1.53,42,37,+5,+0.13,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
3f8c4b5f,/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats,Toulouse,25,23.8,38,"3,420",90,100,38.0,418,,,113,0,154,1.05,45,55,-10,-0.26,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
54195385,/en/squads/54195385/2015-2016/Troyes-Stats,Troyes,33,26.5,38,"3,420",90,100,38.0,418,,,114,0,153,0.47,28,83,-55,-1.45,13,2015-2016,ad2947ec-8180-4d3d-b323-e0e777f8050f
