team_id,team_url,team,players_used,minutes_90s,gk_goals_against,gk_pens_allowed,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,competition_id,season_id,id
squads,/en/squads/69236f98/Angers-Stats,Angers,2,34.0,53,4,0,7,0,65.9,0.34,+12.9,+0.38,146,446,32.7,762,184,39.0,35.8,283,52.7,42.1,551,49,8.9,22,0.65,10.7,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/5ae09109/Auxerre-Stats,Auxerre,2,34.0,51,6,0,7,3,59.3,0.31,+11.3,+0.33,221,680,32.5,944,178,54.6,42.0,244,67.6,49.8,556,31,5.6,42,1.24,14.6,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/fb08dbb3/Brest-Stats,Brest,2,34.0,59,8,1,5,2,49.0,0.30,-8.0,-0.23,224,542,41.3,944,141,41.9,36.0,242,60.3,46.2,489,34,7.0,56,1.65,16.2,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/5c2737db/Le-Havre-Stats,Le Havre,2,34.0,71,5,1,8,1,72.9,0.40,+2.9,+0.09,135,334,40.4,817,147,31.0,32.4,238,34.0,31.1,546,33,6.0,15,0.44,10.5,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/fd4e0f7d/Lens-Stats,Lens,3,34.0,39,8,2,4,0,48.1,0.29,+9.1,+0.27,142,340,41.8,852,162,31.7,32.3,201,34.8,31.0,381,41,10.8,34,1.00,11.6,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/cb188c0c/Lille-Stats,Lille,1,34.0,36,4,0,6,1,42.2,0.32,+7.2,+0.21,112,288,38.9,874,144,28.4,29.6,206,19.4,24.5,373,21,5.6,24,0.71,13.9,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/d53c0b06/Lyon-Stats,Lyon,2,34.0,46,3,1,6,0,49.2,0.29,+3.2,+0.09,102,314,32.5,848,185,29.7,27.5,218,28.4,28.9,422,26,6.2,29,0.85,7.0,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
5725cc7b,/en/squads/5725cc7b/2024-2025/Marseille-Stats,Marseille,1,34.0,47,3,1,4,2,47.5,0.33,+2.5,+0.07,92,202,45.5,1023,133,16.1,24.4,179,20.7,22.5,309,28,9.1,59,1.74,18.3,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
fd6114db,/en/squads/fd6114db/2024-2025/Monaco-Stats,Monaco,2,34.0,41,3,1,3,0,38.3,0.29,-2.7,-0.08,77,269,28.6,737,146,27.1,30.5,216,31.9,31.9,379,30,7.9,38,1.12,14.0,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/281b0e73/Montpellier-Stats,Montpellier,2,34.0,79,8,0,5,3,66.2,0.30,-9.8,-0.29,197,496,39.7,840,134,45.1,36.2,271,43.2,35.4,463,28,6.0,29,0.85,14.3,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/d7a486cd/Nantes-Stats,Nantes,3,34.0,52,7,0,4,3,50.8,0.31,+1.8,+0.05,151,463,32.6,809,139,39.9,35.8,240,58.3,41.5,588,33,5.6,15,0.44,11.0,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/132ebc33/Nice-Stats,Nice,1,34.0,41,2,0,4,1,43.0,0.26,+3.0,+0.09,112,272,41.2,877,173,24.5,28.6,233,24.5,25.3,470,39,8.3,33,0.97,12.8,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
e2d8892c,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,Paris S-G,3,34.0,35,3,1,6,1,30.4,0.28,-3.6,-0.11,74,188,39.4,818,140,17.8,29.1,156,26.9,26.4,298,16,5.4,34,1.00,18.0,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/7fdd64e0/Reims-Stats,Reims,1,34.0,47,4,1,8,0,61.6,0.33,+14.6,+0.43,154,477,32.3,928,153,36.6,33.3,285,48.1,37.3,554,31,5.6,42,1.24,14.6,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/b3072e00/Rennes-Stats,Rennes,3,34.0,50,3,1,6,2,46.2,0.31,-1.8,-0.05,119,361,33.0,970,132,29.3,32.7,219,35.2,31.5,402,23,5.7,37,1.09,15.7,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/d298ef2c/Saint-Etienne-Stats,Saint-Étienne,1,34.0,77,13,0,4,2,73.5,0.30,-1.5,-0.04,131,486,27.0,919,145,41.0,34.7,264,41.3,33.6,510,24,4.7,33,0.97,14.0,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/c0d3eab4/Strasbourg-Stats,Strasbourg,2,34.0,44,8,0,3,2,52.5,0.27,+10.5,+0.31,123,383,32.1,1434,148,22.2,27.4,240,27.1,26.3,539,43,8.0,50,1.47,15.2,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
squads,/en/squads/3f8c4b5f/Toulouse-Stats,Toulouse,3,34.0,43,1,1,5,3,34.6,0.31,-5.4,-0.16,98,351,27.9,718,97,34.3,34.1,233,45.1,35.4,439,10,2.3,37,1.09,12.1,13,2024-2025,8fc853dc-be4d-4ef2-95f9-480054df0385
