team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,Angers,29,27.2,42.5,38,418,"3,420",38.0,40,25,65,36,4,5,71,0,1.05,0.66,1.71,0.95,1.61,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,Bastia,26,28.7,43.4,38,418,"3,420",38.0,34,20,54,32,2,2,85,0,0.89,0.53,1.42,0.84,1.37,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,Bordeaux,35,24.9,50.8,38,418,"3,420",38.0,48,33,81,47,1,2,86,0,1.26,0.87,2.13,1.24,2.11,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
74229020,/en/squads/74229020/2015-2016/Caen-Stats,Caen,24,28.2,40.2,38,418,"3,420",38.0,38,22,60,33,5,6,58,0,1.00,0.58,1.58,0.87,1.45,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,Gazélec Ajaccio,23,28.4,47.0,38,418,"3,420",38.0,36,26,62,33,3,3,98,0,0.95,0.68,1.63,0.87,1.55,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,Guingamp,28,28.4,42.8,38,418,"3,420",38.0,46,36,82,44,2,3,81,0,1.21,0.95,2.16,1.16,2.11,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,Lille,32,27.1,51.1,38,418,"3,420",38.0,38,28,66,35,3,3,86,0,1.00,0.74,1.74,0.92,1.66,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,Lorient,31,25.4,49.0,38,418,"3,420",38.0,46,30,76,39,7,7,66,0,1.21,0.79,2.00,1.03,1.82,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,Lyon,30,25.5,61.3,38,418,"3,420",38.0,66,44,110,63,3,3,69,0,1.74,1.16,2.89,1.66,2.82,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,Marseille,28,25.0,56.6,38,418,"3,420",38.0,48,35,83,46,2,4,74,0,1.26,0.92,2.18,1.21,2.13,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,Monaco,31,26.1,48.1,38,418,"3,420",38.0,54,36,90,48,6,8,86,0,1.42,0.95,2.37,1.26,2.21,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,Montpellier,30,27.1,49.8,38,418,"3,420",38.0,46,34,80,44,2,2,62,0,1.21,0.89,2.11,1.16,2.05,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,Nantes,29,25.8,49.2,38,418,"3,420",38.0,30,25,55,30,0,0,81,0,0.79,0.66,1.45,0.79,1.45,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,Nice,33,24.2,57.9,38,418,"3,420",38.0,55,43,98,50,5,5,68,0,1.45,1.13,2.58,1.32,2.45,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,Paris S-G,28,27.0,66.5,38,418,"3,420",38.0,101,72,173,95,6,8,47,0,2.66,1.89,4.55,2.50,4.39,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,Reims,31,26.9,47.6,38,418,"3,420",38.0,43,30,73,41,2,3,88,0,1.13,0.79,1.92,1.08,1.87,13,2015-2016,d65047ef-b3f1-41e9-96ca-69cd05e59d0d
