team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,competition_id,season_id,id
69236f98,/en/squads/69236f98/2021-2022/Angers-Stats,Angers,30,38.0,41,384,123,32.0,10.11,3.24,0.08,0.26,18.2,18,9,9,46.5,39.5,0.11,-5.5,-7.5,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
123f3efe,/en/squads/123f3efe/2021-2022/Bordeaux-Stats,Bordeaux,39,38.0,50,446,145,32.5,11.74,3.82,0.11,0.33,19.2,16,2,4,44.9,41.9,0.10,+5.1,+6.1,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
fb08dbb3,/en/squads/fb08dbb3/2021-2022/Brest-Stats,Brest,25,38.0,48,394,138,35.0,10.37,3.63,0.10,0.30,17.4,12,7,8,43.4,37.0,0.10,+4.6,+4.0,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
d9676424,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats,Clermont Foot,28,38.0,36,436,134,30.7,11.47,3.53,0.08,0.25,17.7,10,2,3,44.4,41.9,0.10,-8.4,-7.9,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
fd4e0f7d,/en/squads/fd4e0f7d/2021-2022/Lens-Stats,Lens,28,38.0,60,511,183,35.8,13.45,4.82,0.11,0.30,18.6,14,5,5,50.2,46.4,0.09,+9.8,+8.6,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
cb188c0c,/en/squads/cb188c0c/2021-2022/Lille-Stats,Lille,26,38.0,45,461,150,32.5,12.13,3.95,0.09,0.27,17.4,15,4,5,50.5,46.6,0.10,-5.5,-5.6,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
d2c87802,/en/squads/d2c87802/2021-2022/Lorient-Stats,Lorient,29,38.0,35,442,146,33.0,11.63,3.84,0.07,0.22,19.3,32,3,3,41.3,39.0,0.09,-6.3,-7.0,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
d53c0b06,/en/squads/d53c0b06/2021-2022/Lyon-Stats,Lyon,30,38.0,64,546,192,35.2,14.37,5.05,0.10,0.29,17.1,18,8,8,66.9,60.7,0.11,-2.9,-4.7,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
5725cc7b,/en/squads/5725cc7b/2021-2022/Marseille-Stats,Marseille,27,38.0,61,489,157,32.1,12.87,4.13,0.10,0.32,17.8,28,10,10,58.2,50.5,0.10,+2.8,+0.5,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
f83960ae,/en/squads/f83960ae/2021-2022/Metz-Stats,Metz,36,38.0,33,370,112,30.3,9.74,2.95,0.09,0.29,20.5,16,1,1,29.2,28.4,0.08,+3.8,+3.6,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
fd6114db,/en/squads/fd6114db/2021-2022/Monaco-Stats,Monaco,27,38.0,62,445,153,34.4,11.71,4.03,0.12,0.35,17.3,17,9,9,59.3,52.3,0.12,+2.7,+0.7,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
281b0e73,/en/squads/281b0e73/2021-2022/Montpellier-Stats,Montpellier,27,38.0,48,433,151,34.9,11.39,3.97,0.10,0.30,19.6,38,3,4,42.7,39.6,0.09,+5.3,+5.4,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
d7a486cd,/en/squads/d7a486cd/2021-2022/Nantes-Stats,Nantes,26,38.0,53,420,145,34.5,11.05,3.82,0.11,0.33,17.2,13,5,5,45.5,41.6,0.10,+7.5,+6.4,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
132ebc33,/en/squads/132ebc33/2021-2022/Nice-Stats,Nice,27,38.0,52,442,144,32.6,11.63,3.79,0.10,0.31,16.9,12,8,10,55.6,48.0,0.11,-3.6,-4.0,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
e2d8892c,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats,Paris S-G,36,38.0,88,555,202,36.4,14.61,5.32,0.15,0.40,17.3,29,7,8,76.7,70.6,0.13,+11.3,+10.4,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
7fdd64e0,/en/squads/7fdd64e0/2021-2022/Reims-Stats,Reims,35,38.0,42,389,137,35.2,10.24,3.61,0.10,0.28,18.5,5,4,6,37.7,32.8,0.09,+4.3,+5.2,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
b3072e00,/en/squads/b3072e00/2021-2022/Rennes-Stats,Rennes,28,38.0,81,548,194,35.4,14.42,5.11,0.14,0.40,16.1,14,4,4,62.8,59.6,0.11,+18.2,+17.4,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
d298ef2c,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats,Saint-Étienne,39,38.0,41,434,141,32.5,11.42,3.71,0.08,0.26,20.0,23,5,5,38.3,34.5,0.08,+2.7,+1.5,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
c0d3eab4,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats,Strasbourg,26,38.0,56,470,150,31.9,12.37,3.95,0.11,0.33,16.8,10,6,8,55.6,49.4,0.11,+0.4,+0.6,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
54195385,/en/squads/54195385/2021-2022/Troyes-Stats,Troyes,35,38.0,35,379,120,31.7,9.97,3.16,0.08,0.24,18.7,9,6,7,39.2,33.8,0.09,-4.2,-4.8,13,2021-2022,f00b2ad0-d6b8-46cb-8db4-d2984659193d
