team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,Angers,29,38.0,71,0,,584,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,Bastia,26,38.0,85,0,,525,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,Bordeaux,35,38.0,86,0,,492,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
74229020,/en/squads/74229020/2015-2016/Caen-Stats,Caen,24,38.0,58,0,,455,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,Gazélec Ajaccio,23,38.0,98,0,,575,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,Guingamp,28,38.0,81,0,,505,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,Lille,32,38.0,86,0,,572,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,Lorient,31,38.0,66,0,,478,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,Lyon,30,38.0,69,0,,521,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,Marseille,28,38.0,74,0,,521,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,Monaco,31,38.0,86,0,,547,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,Montpellier,30,38.0,62,0,,470,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,Nantes,29,38.0,81,0,,606,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,Nice,33,38.0,68,0,,461,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,Paris S-G,28,38.0,47,0,,392,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,Reims,31,38.0,88,0,,514,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
b3072e00,/en/squads/b3072e00/2015-2016/Rennes-Stats,Rennes,31,38.0,74,,,498,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
d298ef2c,/en/squads/d298ef2c/2015-2016/Saint-Etienne-Stats,Saint-Étienne,31,38.0,76,,,592,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
3f8c4b5f,/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats,Toulouse,25,38.0,80,,,537,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
54195385,/en/squads/54195385/2015-2016/Troyes-Stats,Troyes,33,38.0,76,0,,418,,,,,,,,,13,2015-2016,b782e8ed-be30-4734-b1c5-aa89d85e5d0f
