team_id,team_url,team,players_used,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,pens_made,pens_att,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,Angers,29,38.0,40,,155,,,4.08,,0.23,,4,5,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,Bastia,26,38.0,34,,108,,,2.84,,0.30,,2,2,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,Bordeaux,35,38.0,48,,143,,,3.76,,0.33,,1,2,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
74229020,/en/squads/74229020/2015-2016/Caen-Stats,Caen,24,38.0,38,,182,,,4.79,,0.18,,5,6,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,Gazélec Ajaccio,23,38.0,36,,125,,,3.29,,0.26,,3,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,Guingamp,28,38.0,46,,136,,,3.58,,0.32,,2,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,Lille,32,38.0,38,,178,,,4.68,,0.20,,3,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,Lorient,31,38.0,46,,192,,,5.05,,0.20,,7,7,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,Lyon,30,38.0,66,,208,,,5.47,,0.30,,3,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,Marseille,28,38.0,48,,184,,,4.84,,0.25,,2,4,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,Monaco,31,38.0,54,,167,,,4.39,,0.29,,6,8,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,Montpellier,30,38.0,46,,143,,,3.76,,0.31,,2,2,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,Nantes,29,38.0,30,,132,,,3.47,,0.23,,0,0,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,Nice,33,38.0,55,,159,,,4.18,,0.31,,5,5,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,Paris S-G,28,38.0,101,,249,,,6.55,,0.38,,6,8,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,Reims,31,38.0,43,,157,,,4.13,,0.26,,2,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
b3072e00,/en/squads/b3072e00/2015-2016/Rennes-Stats,Rennes,31,38.0,48,,155,,,4.08,,0.29,,3,7,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
d298ef2c,/en/squads/d298ef2c/2015-2016/Saint-Etienne-Stats,Saint-Étienne,31,38.0,39,,137,,,3.61,,0.26,,3,4,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
3f8c4b5f,/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats,Toulouse,25,38.0,43,,159,,,4.18,,0.25,,4,6,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
54195385,/en/squads/54195385/2015-2016/Troyes-Stats,Troyes,33,38.0,27,,146,,,3.84,,0.16,,3,3,13,2015-2016,466f4872-7c45-4ec3-992b-37bffb30a4f9
