team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,pens_made_away,pens_att_away,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,vs Angers,29,38.0,37,422,128,30.3,11.11,3.37,0.08,0.26,,4,5,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,vs Bastia,26,38.0,41,431,146,33.9,11.34,3.84,0.09,0.25,,4,6,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,vs Bordeaux,35,38.0,55,406,167,41.1,10.68,4.39,0.12,0.30,,5,8,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
74229020,/en/squads/74229020/2015-2016/Caen-Stats,vs Caen,24,38.0,50,474,172,36.3,12.47,4.53,0.10,0.28,,2,2,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,vs Gazélec Ajaccio,23,38.0,54,407,161,39.6,10.71,4.24,0.12,0.30,,5,5,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,vs Guingamp,28,38.0,52,481,166,34.5,12.66,4.37,0.10,0.28,,5,7,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,vs Lille,32,38.0,27,386,135,35.0,10.16,3.55,0.06,0.19,,2,5,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,vs Lorient,31,38.0,58,505,184,36.4,13.29,4.84,0.11,0.30,,3,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,vs Lyon,30,38.0,41,360,140,38.9,9.47,3.68,0.11,0.28,,2,2,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,vs Marseille,28,38.0,40,418,142,34.0,11.00,3.74,0.08,0.24,,6,7,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,vs Monaco,31,38.0,49,472,169,35.8,12.42,4.45,0.10,0.28,,1,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,vs Montpellier,30,38.0,47,420,149,35.5,11.05,3.92,0.10,0.30,,3,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,vs Nantes,29,38.0,43,399,139,34.8,10.50,3.66,0.10,0.28,,4,5,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,vs Nice,33,38.0,40,424,147,34.7,11.16,3.87,0.08,0.24,,4,5,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,vs Paris S-G,28,38.0,18,363,117,32.2,9.55,3.08,0.05,0.15,,1,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,vs Reims,31,38.0,55,444,170,38.3,11.68,4.47,0.12,0.31,,2,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
b3072e00,/en/squads/b3072e00/2015-2016/Rennes-Stats,vs Rennes,31,38.0,53,466,175,37.6,12.26,4.61,0.11,0.29,,2,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
d298ef2c,/en/squads/d298ef2c/2015-2016/Saint-Etienne-Stats,vs Saint-Étienne,31,38.0,37,438,147,33.6,11.53,3.87,0.08,0.24,,2,3,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
3f8c4b5f,/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats,vs Toulouse,25,38.0,53,414,139,33.6,10.89,3.66,0.13,0.38,,0,2,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
54195385,/en/squads/54195385/2015-2016/Troyes-Stats,vs Troyes,33,38.0,79,630,233,37.0,16.58,6.13,0.11,0.30,,9,13,13,2015-2016,f4af6287-956b-45a3-a98f-d96bab56aa6e
