team_id,team_url,team,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,competition_id,season_id,id
25622401,/en/squads/25622401/2019-2020/Amiens-Stats,Amiens,27,27.4,45.6,28,308,"2,520",28.0,30,20,50,27,3,5,59,4,27.4,23.4,16.9,40.4,384,1013,1.07,0.71,1.79,0.96,1.68,0.98,0.60,1.58,0.84,1.44,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
69236f98,/en/squads/69236f98/2019-2020/Angers-Stats,Angers,26,28.0,45.3,28,308,"2,520",28.0,27,21,48,26,1,1,43,2,29.3,28.5,23.0,51.5,542,1088,0.96,0.75,1.71,0.93,1.68,1.05,0.82,1.87,1.02,1.84,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
123f3efe,/en/squads/123f3efe/2019-2020/Bordeaux-Stats,Bordeaux,26,26.9,53.6,28,308,"2,520",28.0,40,29,69,38,2,2,55,0,30.4,28.8,21.6,50.4,441,995,1.43,1.04,2.46,1.36,2.39,1.08,0.77,1.86,1.03,1.80,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
fb08dbb3,/en/squads/fb08dbb3/2019-2020/Brest-Stats,Brest,24,26.1,49.8,28,308,"2,520",28.0,32,27,59,31,1,5,45,2,30.7,26.8,22.1,48.9,415,1138,1.14,0.96,2.11,1.11,2.07,1.10,0.79,1.89,0.96,1.75,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
8dfb7350,/en/squads/8dfb7350/2019-2020/Dijon-Stats,Dijon,28,26.9,46.5,28,308,"2,520",28.0,26,17,43,25,1,1,43,2,30.5,29.9,22.9,52.8,513,909,0.93,0.61,1.54,0.89,1.50,1.09,0.82,1.91,1.07,1.88,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
cb188c0c,/en/squads/cb188c0c/2019-2020/Lille-Stats,Lille,25,24.3,52.9,28,308,"2,520",28.0,35,25,60,30,5,8,51,3,40.3,34.0,24.5,58.5,544,1077,1.25,0.89,2.14,1.07,1.96,1.44,0.88,2.31,1.21,2.09,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
d53c0b06,/en/squads/d53c0b06/2019-2020/Lyon-Stats,Lyon,27,24.8,56.2,28,308,"2,520",28.0,42,29,71,37,5,6,50,4,37.6,33.0,25.2,58.2,563,1208,1.50,1.04,2.54,1.32,2.36,1.34,0.90,2.24,1.18,2.08,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
5725cc7b,/en/squads/5725cc7b/2019-2020/Marseille-Stats,Marseille,23,27.1,53.5,28,308,"2,520",28.0,38,28,66,34,4,6,68,3,36.2,31.6,25.8,57.5,639,1107,1.36,1.00,2.36,1.21,2.21,1.29,0.92,2.22,1.13,2.05,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
f83960ae,/en/squads/f83960ae/2019-2020/Metz-Stats,Metz,24,25.9,45.3,28,308,"2,520",28.0,27,20,47,25,2,4,45,4,27.1,24.0,18.0,41.9,578,845,0.96,0.71,1.68,0.89,1.61,0.97,0.64,1.61,0.86,1.50,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
fd6114db,/en/squads/fd6114db/2019-2020/Monaco-Stats,Monaco,28,26.0,50.9,28,308,"2,520",28.0,44,29,73,40,4,4,61,10,48.9,45.7,33.1,78.8,646,1302,1.57,1.04,2.61,1.43,2.46,1.74,1.18,2.93,1.63,2.82,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
281b0e73,/en/squads/281b0e73/2019-2020/Montpellier-Stats,Montpellier,27,28.5,47.6,28,308,"2,520",28.0,33,19,52,31,2,5,57,5,35.3,31.3,23.2,54.6,425,1104,1.18,0.68,1.86,1.11,1.79,1.26,0.83,2.09,1.12,1.95,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
d7a486cd,/en/squads/d7a486cd/2019-2020/Nantes-Stats,Nantes,29,25.4,48.0,28,308,"2,520",28.0,23,16,39,21,2,2,52,2,30.2,28.7,23.6,52.4,548,1034,0.82,0.57,1.39,0.75,1.32,1.08,0.84,1.92,1.03,1.87,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
132ebc33,/en/squads/132ebc33/2019-2020/Nice-Stats,Nice,31,23.9,54.6,28,308,"2,520",28.0,41,30,71,36,5,5,58,7,35.7,31.9,24.9,56.8,499,1260,1.46,1.07,2.54,1.29,2.36,1.28,0.89,2.17,1.14,2.03,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
squads,/en/squads/1cbf5f9e/Nimes-Stats,Nîmes,28,25.4,45.0,28,308,"2,520",28.0,29,20,49,27,2,2,44,6,30.3,28.7,22.2,50.9,421,959,1.04,0.71,1.75,0.96,1.68,1.08,0.79,1.87,1.03,1.82,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
e2d8892c,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats,Paris S-G,31,27.2,65.2,27,297,"2,430",27.0,71,51,122,65,6,8,51,1,74.2,67.9,54.4,122.3,711,1681,2.63,1.89,4.52,2.41,4.30,2.75,2.01,4.76,2.51,4.53,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
7fdd64e0,/en/squads/7fdd64e0/2019-2020/Reims-Stats,Reims,26,25.3,48.9,28,308,"2,520",28.0,26,16,42,21,5,5,57,5,30.6,26.7,22.1,48.9,597,1042,0.93,0.57,1.50,0.75,1.32,1.09,0.79,1.88,0.96,1.75,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
b3072e00,/en/squads/b3072e00/2019-2020/Rennes-Stats,Rennes,26,25.5,49.6,28,308,"2,520",28.0,37,26,63,34,3,5,51,1,37.1,33.4,25.6,59.0,557,936,1.32,0.93,2.25,1.21,2.14,1.33,0.91,2.24,1.19,2.11,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
d298ef2c,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats,Saint-Étienne,31,27.0,48.2,28,308,"2,520",28.0,28,20,48,23,5,5,61,3,31.4,27.6,20.2,47.8,515,979,1.00,0.71,1.71,0.82,1.54,1.12,0.72,1.84,0.99,1.71,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
c0d3eab4,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats,Strasbourg,25,25.8,49.6,27,297,"2,430",27.0,32,21,53,29,3,4,47,1,34.2,31.1,22.9,54.0,492,982,1.19,0.78,1.96,1.07,1.85,1.27,0.85,2.11,1.15,2.00,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
3f8c4b5f,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats,Toulouse,30,25.1,44.2,28,308,"2,520",28.0,21,14,35,17,4,6,49,5,31.7,27.2,19.6,46.8,556,949,0.75,0.50,1.25,0.61,1.11,1.13,0.70,1.84,0.97,1.67,13,2019-2020,4848e350-6076-480b-a9e4-ea2ea330c59b
