ranker,nationality,players,minutes,List,competition_id,season_id,id
1,frFrance,271,"242,050","Wissam Ben Yedder,Moussa Dembélé,Kylian Mbappé,Pierre Lees-Melou,Gaëtan Laborde,Ludovic Ajorque,Dimitri Payet,Morgan Sanson,Nicolas de Préville,Adrien Thomasson...",13,2019-2020,1b741e06-43af-4f26-8a3d-d1df187161c3
2,brBrazil,30,"29,792","Neymar,Vitorino Hilton,Otávio,Pablo,Raphinha,Thiago Mendes,Andrei Girotto,Gabriel Magalhães,Dante,Marquinhos...",13,2019-2020,1b741e06-43af-4f26-8a3d-d1df187161c3
3,snSenegal,30,"26,165","Habib Diallo,M'Baye Niang,Boulaye Dia,Bouna Sarr,Opa Nguette,Edouard Mendy,Idrissa Gana Gueye,Sada Thioub,Fodé Ballo-Touré,Alfred Gomis...",13,2019-2020,1b741e06-43af-4f26-8a3d-d1df187161c3
4,dzAlgeria,18,"20,580","Andy Delort,Zinedine Ferhat,Islam Slimani,Houssem Aouar,Alexandre Oukidja,Mehdi Abeid,Ryad Boudebouz,Haris Belkebla,Adam Ounas,Rayan Aït-Nouri...",13,2019-2020,1b741e06-43af-4f26-8a3d-d1df187161c3
,,,,View Complete Nationalities Table,13,2019-2020,1b741e06-43af-4f26-8a3d-d1df187161c3
