team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
69236f98,/en/squads/69236f98/2016-2017/Angers-Stats,vs Angers,29,26.4,53.9,38,418,"3,420",38.0,45,29,74,43,2,2,54,8,1.18,0.76,1.95,1.13,1.89,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
6283be2c,/en/squads/6283be2c/2016-2017/Bastia-Stats,vs Bastia,29,26.1,56.6,38,418,"3,420",38.0,52,38,90,48,4,8,64,4,1.37,1.00,2.37,1.26,2.26,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
123f3efe,/en/squads/123f3efe/2016-2017/Bordeaux-Stats,vs Bordeaux,27,26.3,51.7,38,418,"3,420",38.0,41,27,68,37,4,4,71,12,1.08,0.71,1.79,0.97,1.68,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
74229020,/en/squads/74229020/2016-2017/Caen-Stats,vs Caen,27,26.2,54.2,38,418,"3,420",38.0,63,42,105,55,8,8,72,7,1.66,1.11,2.76,1.45,2.55,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
8dfb7350,/en/squads/8dfb7350/2016-2017/Dijon-Stats,vs Dijon,27,26.4,53.6,38,418,"3,420",38.0,57,30,87,48,9,12,58,2,1.50,0.79,2.29,1.26,2.05,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
d41b5f53,/en/squads/d41b5f53/2016-2017/Guingamp-Stats,vs Guingamp,25,26.2,52.5,38,418,"3,420",38.0,52,41,93,45,7,11,61,5,1.37,1.08,2.45,1.18,2.26,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
cb188c0c,/en/squads/cb188c0c/2016-2017/Lille-Stats,vs Lille,31,26.2,48.9,38,418,"3,420",38.0,46,32,78,42,4,6,65,1,1.21,0.84,2.05,1.11,1.95,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
d2c87802,/en/squads/d2c87802/2016-2017/Lorient-Stats,vs Lorient,30,26.2,49.5,38,418,"3,420",38.0,68,47,115,64,4,5,62,4,1.79,1.24,3.03,1.68,2.92,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
d53c0b06,/en/squads/d53c0b06/2016-2017/Lyon-Stats,vs Lyon,27,26.4,40.9,38,418,"3,420",38.0,47,34,81,42,5,6,89,9,1.24,0.89,2.13,1.11,2.00,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
5725cc7b,/en/squads/5725cc7b/2016-2017/Marseille-Stats,vs Marseille,27,26.0,44.1,38,418,"3,420",38.0,40,26,66,38,2,2,45,2,1.05,0.68,1.74,1.00,1.68,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
