team_id,team_url,team,players_used_away,avg_age_away,possession_away,games_away,games_starts_away,minutes_away,minutes_90s_away,goals_away,assists_away,goals_assists_away,goals_pens_away,pens_made_away,pens_att_away,cards_yellow_away,cards_red_away,goals_per90_away,assists_per90_away,goals_assists_per90_away,goals_pens_per90_away,goals_assists_pens_per90_away,competition_id,season_id,id
f83960ae,/en/squads/f83960ae/2016-2017/Metz-Stats,vs Metz,31,26.2,57.6,38,418,"3,420",38.0,71,53,124,66,5,7,59,2,1.87,1.39,3.26,1.74,3.13,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
fd6114db,/en/squads/fd6114db/2016-2017/Monaco-Stats,vs Monaco,29,26.3,48.1,38,418,"3,420",38.0,31,20,51,28,3,5,64,3,0.82,0.53,1.34,0.74,1.26,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
281b0e73,/en/squads/281b0e73/2016-2017/Montpellier-Stats,vs Montpellier,32,26.1,50.6,38,418,"3,420",38.0,64,42,106,57,7,7,61,4,1.68,1.11,2.79,1.50,2.61,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
e88fc6e5,/en/squads/e88fc6e5/2016-2017/Nancy-Stats,vs Nancy,27,26.4,56.9,38,418,"3,420",38.0,50,33,83,43,7,8,56,4,1.32,0.87,2.18,1.13,2.00,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
d7a486cd,/en/squads/d7a486cd/2016-2017/Nantes-Stats,vs Nantes,27,26.6,51.6,38,418,"3,420",38.0,53,30,83,44,9,9,60,5,1.39,0.79,2.18,1.16,1.95,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
132ebc33,/en/squads/132ebc33/2016-2017/Nice-Stats,vs Nice,27,26.5,41.1,38,418,"3,420",38.0,35,22,57,31,4,4,81,6,0.92,0.58,1.50,0.82,1.39,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
e2d8892c,/en/squads/e2d8892c/2016-2017/Paris-Saint-Germain-Stats,vs Paris S-G,28,26.5,34.7,38,418,"3,420",38.0,26,18,44,24,2,3,57,0,0.68,0.47,1.16,0.63,1.11,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
b3072e00,/en/squads/b3072e00/2016-2017/Rennes-Stats,vs Rennes,31,26.2,48.0,38,418,"3,420",38.0,41,33,74,40,1,4,59,6,1.08,0.87,1.95,1.05,1.92,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
d298ef2c,/en/squads/d298ef2c/2016-2017/Saint-Etienne-Stats,vs Saint-Étienne,34,26.4,50.2,38,418,"3,420",38.0,42,33,75,40,2,4,71,8,1.11,0.87,1.97,1.05,1.92,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
3f8c4b5f,/en/squads/3f8c4b5f/2016-2017/Toulouse-Stats,vs Toulouse,30,26.4,54.6,38,418,"3,420",38.0,41,25,66,33,8,9,87,6,1.08,0.66,1.74,0.87,1.53,13,2016-2017,dee0fa5a-9ab4-441f-ad58-4cfdf5ec0226
