team_id,team_url,team,players_used_away,possession_away,minutes_90s_away,touches_away,touches_def_pen_area_away,touches_def_3rd_away,touches_mid_3rd_away,touches_att_3rd_away,touches_att_pen_area_away,touches_live_ball_away,take_ons_away,take_ons_won_away,take_ons_won_pct_away,take_ons_tackled_away,take_ons_tackled_pct_away,carries_away,carries_distance_away,carries_progressive_distance_away,progressive_carries_away,carries_into_final_third_away,carries_into_penalty_area_away,miscontrols_away,dispossessed_away,passes_received_away,progressive_passes_received_away,competition_id,season_id,id
25622401,/en/squads/25622401/2018-2019/Amiens-Stats,vs Amiens,26,53.5,38.0,22865,1903,6803,10896,5378,753,22856,611,355,58.1,256,41.9,12066,66375,35963,680,545,168,664,373,14268,1556,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
69236f98,/en/squads/69236f98/2018-2019/Angers-Stats,vs Angers,24,56.7,38.0,26388,1979,6624,14350,5652,719,26383,623,364,58.4,259,41.6,15155,83451,46455,816,561,168,613,414,18159,1833,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
123f3efe,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,vs Bordeaux,33,49.9,38.0,22716,1930,6431,11188,5371,717,22709,666,370,55.6,296,44.4,11809,67216,35140,723,521,136,613,424,14191,1461,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
74229020,/en/squads/74229020/2018-2019/Caen-Stats,vs Caen,26,56.0,38.0,23834,1800,6497,12054,5544,760,23826,621,330,53.1,291,46.9,12646,70639,38320,755,538,179,570,418,15312,1655,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
8dfb7350,/en/squads/8dfb7350/2018-2019/Dijon-Stats,vs Dijon,26,52.1,38.0,22918,2037,7158,11037,4966,717,22915,645,384,59.5,260,40.3,12364,68654,36644,721,520,161,671,414,14569,1517,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
d41b5f53,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,vs Guingamp,30,55.9,38.0,24697,2202,7402,12269,5251,708,24692,551,276,50.1,275,49.9,13293,72319,38960,684,497,140,672,409,15834,1647,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
cb188c0c,/en/squads/cb188c0c/2018-2019/Lille-Stats,vs Lille,25,48.6,38.0,21494,1950,6512,10522,4689,644,21484,583,320,54.9,263,45.1,11421,62996,33759,696,478,155,599,365,13360,1489,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
d53c0b06,/en/squads/d53c0b06/2018-2019/Lyon-Stats,vs Lyon,25,39.6,38.0,19116,2261,6398,8709,4288,600,19111,492,261,53.0,231,47.0,9601,57838,31283,723,545,158,553,406,10999,1098,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
5725cc7b,/en/squads/5725cc7b/2018-2019/Marseille-Stats,vs Marseille,24,44.8,38.0,20649,2313,7028,9762,4046,558,20637,698,380,54.4,317,45.4,10696,57671,29950,577,402,140,580,463,12345,1206,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
fd6114db,/en/squads/fd6114db/2018-2019/Monaco-Stats,vs Monaco,42,50.2,38.0,22638,2166,7192,10766,4908,664,22630,660,359,54.4,301,45.6,12745,67906,34861,652,512,136,691,385,14275,1359,13,2018-2019,3fdb4588-248f-4e96-9e81-c1f56578821c
