team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
25622401,/en/squads/25622401/2019-2020/Amiens-Stats,Amiens,27,28.0,59,4,2,403,320,37,463,300,238,5,1,1,1543,470,551,46.0,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
69236f98,/en/squads/69236f98/2019-2020/Angers-Stats,Angers,26,28.0,43,2,1,336,315,28,550,267,279,1,3,0,1511,449,455,49.7,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
123f3efe,/en/squads/123f3efe/2019-2020/Bordeaux-Stats,Bordeaux,26,28.0,55,0,0,379,361,40,425,302,284,1,3,1,1562,487,445,52.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
fb08dbb3,/en/squads/fb08dbb3/2019-2020/Brest-Stats,Brest,24,28.0,45,2,0,329,286,35,520,352,282,4,6,0,1464,405,477,45.9,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
8dfb7350,/en/squads/8dfb7350/2019-2020/Dijon-Stats,Dijon,28,28.0,43,2,0,351,334,32,451,332,304,0,1,2,1497,542,499,52.1,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
cb188c0c,/en/squads/cb188c0c/2019-2020/Lille-Stats,Lille,25,28.0,51,3,2,385,343,60,528,278,237,7,6,3,1536,478,479,49.9,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
d53c0b06,/en/squads/d53c0b06/2019-2020/Lyon-Stats,Lyon,27,28.0,50,4,1,342,312,26,495,311,304,4,3,3,1495,455,372,55.0,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
5725cc7b,/en/squads/5725cc7b/2019-2020/Marseille-Stats,Marseille,23,28.0,68,3,1,376,318,23,499,312,325,4,5,2,1471,472,448,51.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
f83960ae,/en/squads/f83960ae/2019-2020/Metz-Stats,Metz,24,28.0,45,4,0,335,344,31,447,312,337,2,4,0,1504,462,547,45.8,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
fd6114db,/en/squads/fd6114db/2019-2020/Monaco-Stats,Monaco,28,28.0,61,10,1,336,345,44,510,281,307,3,6,1,1479,405,372,52.1,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
281b0e73,/en/squads/281b0e73/2019-2020/Montpellier-Stats,Montpellier,27,28.0,57,5,2,421,386,42,614,308,286,4,5,2,1596,606,518,53.9,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
d7a486cd,/en/squads/d7a486cd/2019-2020/Nantes-Stats,Nantes,29,28.0,52,2,1,376,340,44,464,305,347,0,6,1,1638,464,518,47.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
132ebc33,/en/squads/132ebc33/2019-2020/Nice-Stats,Nice,31,28.0,58,7,4,295,362,22,395,343,279,4,7,2,1441,279,299,48.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
squads,/en/squads/1cbf5f9e/Nimes-Stats,Nîmes,28,28.0,44,6,3,360,401,39,544,329,302,2,4,1,1431,575,596,49.1,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
e2d8892c,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats,Paris S-G,31,27.0,51,1,1,333,291,57,520,255,295,5,0,1,1511,234,226,50.9,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
7fdd64e0,/en/squads/7fdd64e0/2019-2020/Reims-Stats,Reims,26,28.0,57,5,5,384,385,45,539,325,324,4,6,0,1478,427,503,45.9,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
b3072e00,/en/squads/b3072e00/2019-2020/Rennes-Stats,Rennes,26,28.0,51,1,0,387,404,40,478,272,296,5,5,1,1462,495,465,51.6,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
d298ef2c,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats,Saint-Étienne,31,28.0,61,3,2,371,324,43,563,376,318,3,6,0,1542,532,526,50.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
c0d3eab4,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats,Strasbourg,25,27.0,47,1,1,367,311,33,579,301,293,4,7,0,1442,512,399,56.2,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
3f8c4b5f,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats,Toulouse,30,28.0,49,5,1,396,295,30,534,320,346,4,5,1,1517,468,522,47.3,13,2019-2020,cb2c1351-6a0c-4c2a-bb5a-2aab8616b1e8
