team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
fb08dbb3,/en/squads/fb08dbb3/2023-2024/Brest-Stats,Brest,25,34.0,14111,17733,79.6,274556,96326,5352,6275,85.3,6263,7237,86.5,2059,3359,61.3,33,34.4,35.8,-1.4,357,1155,269,105,1402,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
d9676424,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats,Clermont Foot,31,34.0,13390,16784,79.8,238625,85204,5792,6628,87.4,5654,6606,85.6,1435,2665,53.8,18,23.1,25.2,-5.1,282,989,208,57,1247,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
5c2737db,/en/squads/5c2737db/2023-2024/Le-Havre-Stats,Le Havre,27,34.0,11739,15121,77.6,206687,77964,5123,6042,84.8,5019,5901,85.1,1150,2291,50.2,23,25.3,24.5,-2.3,290,945,209,57,1199,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
fd4e0f7d,/en/squads/fd4e0f7d/2023-2024/Lens-Stats,Lens,27,34.0,14709,18083,81.3,249644,91474,6666,7617,87.5,6203,7157,86.7,1255,2217,56.6,29,37.2,41.6,-8.2,368,1312,349,95,1624,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
cb188c0c,/en/squads/cb188c0c/2023-2024/Lille-Stats,Lille,28,34.0,16278,19319,84.3,279186,90871,7309,8169,89.5,7084,7941,89.2,1351,2273,59.4,32,34.8,38.5,-2.8,324,1191,279,50,1468,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
d2c87802,/en/squads/d2c87802/2023-2024/Lorient-Stats,Lorient,38,34.0,13284,16298,81.5,233137,84711,5717,6546,87.3,5786,6600,87.7,1284,2251,57.0,27,27.1,27.5,-0.1,274,1004,251,56,1293,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
d53c0b06,/en/squads/d53c0b06/2023-2024/Lyon-Stats,Lyon,35,34.0,14823,17984,82.4,257980,90576,6513,7395,88.1,6362,7223,88.1,1409,2376,59.3,32,36.3,42.0,-4.3,335,1163,330,74,1600,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
5725cc7b,/en/squads/5725cc7b/2023-2024/Marseille-Stats,Marseille,33,34.0,14716,18000,81.8,259765,88302,6190,7030,88.1,6752,7732,87.3,1310,2344,55.9,32,40.3,39.7,-8.3,349,1272,324,88,1613,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
f83960ae,/en/squads/f83960ae/2023-2024/Metz-Stats,Metz,30,34.0,8816,11986,73.6,177167,68613,3132,3872,80.9,4173,5024,83.1,1317,2559,51.5,25,23.2,15.0,+1.8,234,685,152,61,910,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
fd6114db,/en/squads/fd6114db/2023-2024/Monaco-Stats,Monaco,30,34.0,14825,18346,80.8,260568,96791,6362,7376,86.3,6547,7589,86.3,1414,2430,58.2,45,37.7,42.0,+7.3,370,1364,365,46,1726,13,2023-2024,09fc6ae2-0c51-41c2-b651-7497d6cccd44
