ranker,nationality,players,minutes,List,competition_id,season_id,id
1,frFrance,282,"218,150","Gaëtan Perrin,Arnaud Kalimuendo,Bradley Barcola,Ousmane Dembélé,Ludovic Ajorque,Matthis Abline,Dilane Bakwa,Maghnes Akliouche,Rayan Cherki,Adrien Rabiot...",13,2024-2025,19146466-67eb-44e8-b29b-b3571975ec89
2,ciCôte d'Ivoire,26,"32,046","Evann Guessand,Hamed Junior Traorè,Guela Doué,Yahia Fofana,Clément Akpa,Sinaly Diomande,Wilfried Singo,Cédric Kipré,Jean-Eudes Aholou,Oumar Diakité...",13,2024-2025,19146466-67eb-44e8-b29b-b3571975ec89
3,snSenegal,23,"23,289","Habib Diarra,Yehvann Diouf,Lamine Camara,Moussa Niakhate,Issa Soumaré,Abdallah Sima,Abdoulaye Niakhate Ndiaye,Arouna Sangante,Ibrahima Niane,Rassoul Ndiaye...",13,2024-2025,19146466-67eb-44e8-b29b-b3571975ec89
4,maMorocco,19,"15,927","Achraf Hakimi,Zakaria Aboukhlal,Eliesse Ben Seghir,Yassine Kechta,Benjamin Bouchouari,Osame Sahraoui,Anass Zaroury,Amine Harit,Yunis Abdelhamid,Oussama Targhalline...",13,2024-2025,19146466-67eb-44e8-b29b-b3571975ec89
,,,,View Complete Nationalities Table,13,2024-2025,19146466-67eb-44e8-b29b-b3571975ec89
