team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,vs Amiens,30,38.0,42,600,174,29.0,15.79,4.58,0.06,0.22,19.6,27,4,4,54.9,51.9,0.09,-12.9,-13.9,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,vs Angers,27,38.0,48,410,131,32.0,10.79,3.45,0.10,0.31,19.2,25,7,7,45.8,40.3,0.10,+2.2,+0.7,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,vs Bordeaux,31,38.0,47,411,124,30.2,10.82,3.26,0.10,0.35,20.3,38,4,8,43.6,37.7,0.09,+3.4,+5.3,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
74229020,/en/squads/74229020/2017-2018/Caen-Stats,vs Caen,26,38.0,48,431,146,33.9,11.34,3.84,0.10,0.29,19.2,22,5,5,48.0,44.1,0.10,0.0,-1.1,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,vs Dijon,26,38.0,70,511,187,36.6,13.45,4.92,0.12,0.32,18.8,39,11,14,63.8,52.7,0.11,+6.2,+6.3,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,vs Guingamp,23,38.0,58,483,164,34.0,12.71,4.32,0.11,0.32,19.3,27,5,7,49.0,43.4,0.09,+9.0,+9.6,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,vs Lille,25,38.0,64,503,178,35.4,13.24,4.68,0.12,0.33,18.6,19,5,7,57.9,52.5,0.11,+6.1,+6.5,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,vs Lyon,26,38.0,40,424,143,33.7,11.16,3.76,0.08,0.24,20.2,27,5,8,40.1,34.1,0.08,-0.1,+0.9,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,vs Marseille,26,38.0,45,403,136,33.7,10.61,3.58,0.10,0.30,18.7,22,4,6,41.8,37.1,0.09,+3.2,+3.9,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,vs Metz,36,38.0,74,539,201,37.3,14.18,5.29,0.13,0.35,17.5,25,3,5,71.3,67.2,0.13,+2.7,+3.8,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,vs Monaco,32,38.0,44,454,142,31.3,11.95,3.74,0.09,0.27,18.8,25,5,5,48.5,45.0,0.10,-4.5,-6.0,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,vs Montpellier,23,38.0,33,380,112,29.5,10.00,2.95,0.07,0.25,19.8,26,5,6,39.0,34.4,0.09,-6.0,-6.4,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,vs Nantes,30,38.0,40,471,135,28.7,12.39,3.55,0.08,0.27,19.7,26,3,4,38.1,34.9,0.08,+1.9,+2.1,13,2017-2018,73ce5f36-5277-49fc-8b35-ba0c173cc8d5
