rank,team_id,team_url,team,logo_url,home_games,home_wins,home_ties,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_points,home_points_avg,home_xg_for,home_xg_against,home_xg_diff,home_xg_diff_per90,away_games,away_wins,away_ties,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_points,away_points_avg,away_xg_for,away_xg_against,away_xg_diff,away_xg_diff_per90,competition_id,season_id,id
1,e2d8892c,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats,Paris S-G,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.e2d8892c.png,19,16,3,0,49,12,+37,51,2.68,40.9,17.5,+23.4,+1.23,19,10,5,4,41,24,+17,35,1.84,35.8,22.2,+13.6,+0.71,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
2,5725cc7b,/en/squads/5725cc7b/2021-2022/Marseille-Stats,Marseille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.5725cc7b.png,19,9,5,5,33,22,+11,32,1.68,34.1,20.4,+13.7,+0.72,19,12,3,4,30,16,+14,39,2.05,23.6,17.1,+6.5,+0.36,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
3,fd6114db,/en/squads/fd6114db/2021-2022/Monaco-Stats,Monaco,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fd6114db.png,19,12,4,3,38,16,+22,40,2.11,31.9,18.1,+13.8,+0.73,19,8,5,6,27,24,+3,29,1.53,27.4,22.2,+5.2,+0.27,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
4,b3072e00,/en/squads/b3072e00/2021-2022/Rennes-Stats,Rennes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.b3072e00.png,19,14,1,4,50,13,+37,43,2.26,35.6,16.8,+18.8,+0.99,19,6,5,8,32,27,+5,23,1.21,27.1,26.1,+1.0,+0.05,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
5,132ebc33,/en/squads/132ebc33/2021-2022/Nice-Stats,Nice,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.132ebc33.png,19,10,4,5,27,21,+6,34,1.79,29.0,19.1,+9.9,+0.55,19,10,3,6,25,15,+10,33,1.74,25.1,22.9,+2.2,+0.12,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
6,c0d3eab4,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats,Strasbourg,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.c0d3eab4.png,19,11,5,3,36,18,+18,38,2.00,30.3,18.9,+11.5,+0.60,19,6,7,6,24,25,-1,25,1.32,25.3,24.7,+0.6,+0.03,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
7,fd4e0f7d,/en/squads/fd4e0f7d/2021-2022/Lens-Stats,Lens,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fd4e0f7d.png,19,9,7,3,35,20,+15,34,1.79,28.1,19.7,+8.3,+0.44,19,8,4,7,27,28,-1,28,1.47,22.1,22.9,-0.8,-0.04,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
8,d53c0b06,/en/squads/d53c0b06/2021-2022/Lyon-Stats,Lyon,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d53c0b06.png,19,11,5,3,42,25,+17,38,2.00,37.1,22.3,+14.8,+0.78,19,6,6,7,24,26,-2,24,1.26,29.9,32.2,-2.4,-0.13,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
9,d7a486cd,/en/squads/d7a486cd/2021-2022/Nantes-Stats,Nantes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d7a486cd.png,19,11,4,4,33,20,+13,37,1.95,28.2,26.5,+1.6,+0.09,19,4,6,9,22,28,-6,18,0.95,17.4,26.2,-8.8,-0.46,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
10,cb188c0c,/en/squads/cb188c0c/2021-2022/Lille-Stats,Lille,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.cb188c0c.png,19,7,8,4,24,22,+2,29,1.53,26.9,18.2,+8.6,+0.45,19,7,5,7,24,26,-2,26,1.37,23.6,21.6,+2.0,+0.10,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
11,fb08dbb3,/en/squads/fb08dbb3/2021-2022/Brest-Stats,Brest,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.fb08dbb3.png,19,7,4,8,28,29,-1,25,1.32,22.6,25.6,-3.0,-0.16,19,6,5,8,21,28,-7,23,1.21,20.8,30.7,-9.9,-0.52,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
12,7fdd64e0,/en/squads/7fdd64e0/2021-2022/Reims-Stats,Reims,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.7fdd64e0.png,19,5,6,8,25,23,+2,21,1.11,19.6,20.5,-0.9,-0.05,19,6,7,6,18,21,-3,25,1.32,18.1,25.9,-7.9,-0.41,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
13,281b0e73,/en/squads/281b0e73/2021-2022/Montpellier-Stats,Montpellier,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.281b0e73.png,19,7,5,7,27,26,+1,26,1.37,26.3,20.1,+6.3,+0.33,19,5,2,12,22,35,-13,17,0.89,16.4,37.1,-20.7,-1.09,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
14,69236f98,/en/squads/69236f98/2021-2022/Angers-Stats,Angers,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.69236f98.png,19,8,2,9,23,23,0,26,1.37,27.6,23.0,+4.6,+0.24,19,2,9,8,21,32,-11,15,0.79,18.9,27.0,-8.2,-0.43,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
15,54195385,/en/squads/54195385/2021-2022/Troyes-Stats,Troyes,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.54195385.png,19,5,7,7,19,19,0,22,1.16,21.7,18.7,+3.0,+0.16,19,4,4,11,18,34,-16,16,0.84,17.6,32.1,-14.5,-0.76,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
16,d2c87802,/en/squads/d2c87802/2021-2022/Lorient-Stats,Lorient,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d2c87802.png,19,6,6,7,20,22,-2,24,1.26,23.0,22.8,+0.2,+0.01,19,2,6,11,15,41,-26,12,0.63,18.3,27.7,-9.4,-0.49,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
17,d9676424,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats,Clermont Foot,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d9676424.png,19,4,6,9,22,33,-11,18,0.95,23.3,24.3,-1.0,-0.05,19,5,3,11,16,36,-20,18,0.95,21.0,28.1,-7.0,-0.37,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
18,d298ef2c,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats,Saint-Étienne,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.d298ef2c.png,19,4,6,9,24,38,-14,18,0.95,23.1,28.7,-5.6,-0.30,19,3,5,11,18,39,-21,14,0.74,15.2,29.5,-14.3,-0.75,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
19,f83960ae,/en/squads/f83960ae/2021-2022/Metz-Stats,Metz,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.f83960ae.png,19,3,7,9,21,31,-10,16,0.84,14.9,26.6,-11.7,-0.62,19,3,6,10,14,38,-24,15,0.79,14.3,35.9,-21.7,-1.14,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
20,123f3efe,/en/squads/123f3efe/2021-2022/Bordeaux-Stats,Bordeaux,https://cdn.ssref.net/req/202507141/tlogo/fb/mini.123f3efe.png,19,3,7,9,25,33,-8,16,0.84,22.8,32.0,-9.2,-0.48,19,3,6,10,27,58,-31,15,0.79,22.1,34.8,-12.7,-0.67,13,2021-2022,f1c21a3b-30ae-421c-841f-6c7a7c1d18c0
