team_id,team_url,team,players_used_away,gk_games_away,gk_games_starts_away,gk_minutes_away,minutes_90s_away,gk_goals_against_away,gk_goals_against_per90_away,gk_shots_on_target_against_away,gk_saves_away,gk_save_pct_away,gk_wins_away,gk_ties_away,gk_losses_away,gk_clean_sheets_away,gk_clean_sheets_pct_away,gk_pens_att_away,gk_pens_allowed_away,gk_pens_saved_away,gk_pens_missed_away,gk_pens_save_pct_away,competition_id,season_id,id
25622401,/en/squads/25622401/2017-2018/Amiens-Stats,vs Amiens,2,38,38,"3,420",38.0,37,0.97,98,62,65.3,17,9,12,16,42.1,4,3,0,1,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
69236f98,/en/squads/69236f98/2017-2018/Angers-Stats,vs Angers,3,38,38,"3,420",38.0,42,1.11,155,114,75.5,15,14,9,12,31.6,4,4,0,0,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
123f3efe,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,vs Bordeaux,2,38,38,"3,420",38.0,53,1.39,149,95,67.1,15,7,16,14,36.8,6,4,2,0,33.3,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
74229020,/en/squads/74229020/2017-2018/Caen-Stats,vs Caen,2,38,38,"3,420",38.0,27,0.71,126,99,82.5,20,8,10,18,47.4,8,5,2,1,28.6,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
8dfb7350,/en/squads/8dfb7350/2017-2018/Dijon-Stats,vs Dijon,1,38,38,"3,420",38.0,55,1.45,159,107,68.6,16,9,13,7,18.4,5,5,0,0,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
d41b5f53,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,vs Guingamp,1,38,38,"3,420",38.0,48,1.26,163,116,74.2,15,11,12,11,28.9,7,6,1,0,14.3,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
cb188c0c,/en/squads/cb188c0c/2017-2018/Lille-Stats,vs Lille,4,38,38,"3,418",38.0,41,1.08,141,99,72.3,20,8,10,14,36.8,2,2,0,0,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
d53c0b06,/en/squads/d53c0b06/2017-2018/Lyon-Stats,vs Lyon,2,38,38,"3,420",38.0,87,2.29,227,141,64.3,6,9,23,4,10.5,7,6,1,0,14.3,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
5725cc7b,/en/squads/5725cc7b/2017-2018/Marseille-Stats,vs Marseille,2,38,38,"3,420",38.0,80,2.11,227,145,67.0,5,11,22,3,7.9,8,5,3,0,37.5,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
f83960ae,/en/squads/f83960ae/2017-2018/Metz-Stats,vs Metz,3,38,38,"3,420",38.0,34,0.89,159,126,80.5,24,8,6,16,42.1,4,3,0,1,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
fd6114db,/en/squads/fd6114db/2017-2018/Monaco-Stats,vs Monaco,3,38,38,"3,413",38.0,85,2.24,177,93,55.9,6,8,24,4,10.5,8,7,1,0,12.5,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
281b0e73,/en/squads/281b0e73/2017-2018/Montpellier-Stats,vs Montpellier,1,38,38,"3,420",38.0,36,0.95,156,118,76.9,9,18,11,12,31.6,2,0,2,0,100.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
d7a486cd,/en/squads/d7a486cd/2017-2018/Nantes-Stats,vs Nantes,2,38,38,"3,420",38.0,36,0.95,133,97,75.9,14,10,14,10,26.3,5,4,0,1,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
132ebc33,/en/squads/132ebc33/2017-2018/Nice-Stats,vs Nice,2,38,38,"3,420",38.0,53,1.39,180,126,75.0,14,9,15,7,18.4,10,8,2,0,20.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
e2d8892c,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,vs Paris S-G,2,38,38,"3,420",38.0,108,2.84,247,145,59.1,3,6,29,3,7.9,9,7,2,0,22.2,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
b3072e00,/en/squads/b3072e00/2017-2018/Rennes-Stats,vs Rennes,3,38,38,"3,420",38.0,50,1.32,141,93,68.8,12,10,16,5,13.2,8,6,0,2,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
d298ef2c,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,vs Saint-Étienne,2,38,38,"3,420",38.0,47,1.24,150,101,73.3,13,10,15,10,26.3,11,7,4,0,36.4,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
c0d3eab4,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,vs Strasbourg,3,38,38,"3,420",38.0,44,1.16,128,85,71.1,18,11,9,14,36.8,7,7,0,0,0.0,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
3f8c4b5f,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,vs Toulouse,1,38,38,"3,420",38.0,38,1.00,143,105,79.0,19,10,9,12,31.6,11,8,3,0,27.3,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
54195385,/en/squads/54195385/2017-2018/Troyes-Stats,vs Troyes,2,38,38,"3,420",38.0,32,0.84,121,90,75.2,23,6,9,17,44.7,3,2,1,0,33.3,13,2017-2018,a86a42c4-67b9-42ea-b3ab-a106cd5add08
