team_id,team_url,team,players_used_away,avg_age_away,games_away,minutes_away,minutes_per_game_away,minutes_pct_away,minutes_90s_away,games_starts_away,minutes_per_start_away,games_complete_away,games_subs_away,minutes_per_sub_away,unused_subs_away,points_per_game_away,on_goals_for_away,on_goals_against_away,plus_minus_away,plus_minus_per90_away,competition_id,season_id,id
69236f98,/en/squads/69236f98/2015-2016/Angers-Stats,vs Angers,29,26.5,38,"3,420",90,100,38.0,418,,,106,21,160,1.39,38,40,-2,-0.05,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
6283be2c,/en/squads/6283be2c/2015-2016/Bastia-Stats,vs Bastia,26,26.6,38,"3,420",90,100,38.0,418,,,109,21,156,1.47,42,36,+6,+0.16,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
123f3efe,/en/squads/123f3efe/2015-2016/Bordeaux-Stats,vs Bordeaux,35,26.5,38,"3,420",90,100,38.0,418,,,113,22,153,1.32,57,50,+7,+0.18,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
74229020,/en/squads/74229020/2015-2016/Caen-Stats,vs Caen,24,26.4,38,"3,420",90,100,38.0,418,,,110,20,153,1.42,52,39,+13,+0.34,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
73905dde,/en/squads/73905dde/2015-2016/Gazelec-Ajaccio-Stats,vs Gazélec Ajaccio,23,26.4,38,"3,420",90,100,38.0,418,,,109,18,157,1.68,58,37,+21,+0.55,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
d41b5f53,/en/squads/d41b5f53/2015-2016/Guingamp-Stats,vs Guingamp,28,26.2,38,"3,420",90,100,38.0,418,,,109,21,157,1.55,56,47,+9,+0.24,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
cb188c0c,/en/squads/cb188c0c/2015-2016/Lille-Stats,vs Lille,32,26.5,38,"3,420",90,100,38.0,418,,,109,21,157,1.03,27,39,-12,-0.32,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
d2c87802,/en/squads/d2c87802/2015-2016/Lorient-Stats,vs Lorient,31,26.3,38,"3,420",90,100,38.0,418,,,111,20,153,1.45,58,47,+11,+0.29,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
d53c0b06,/en/squads/d53c0b06/2015-2016/Lyon-Stats,vs Lyon,30,26.6,38,"3,420",90,100,38.0,418,,,109,23,157,1.08,43,67,-24,-0.63,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
5725cc7b,/en/squads/5725cc7b/2015-2016/Marseille-Stats,vs Marseille,28,26.6,38,"3,420",90,100,38.0,418,,,109,18,158,1.26,42,48,-6,-0.16,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
fd6114db,/en/squads/fd6114db/2015-2016/Monaco-Stats,vs Monaco,31,26.5,38,"3,420",90,100,38.0,418,,,111,19,155,0.92,50,57,-7,-0.18,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
281b0e73,/en/squads/281b0e73/2015-2016/Montpellier-Stats,vs Montpellier,30,26.5,38,"3,420",90,100,38.0,418,,,112,21,154,1.53,47,49,-2,-0.05,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
d7a486cd,/en/squads/d7a486cd/2015-2016/Nantes-Stats,vs Nantes,29,26.4,38,"3,420",90,100,38.0,418,,,107,19,159,1.42,44,33,+11,+0.29,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
132ebc33,/en/squads/132ebc33/2015-2016/Nice-Stats,vs Nice,33,26.5,38,"3,420",90,100,38.0,418,,,114,22,152,1.11,41,58,-17,-0.45,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
e2d8892c,/en/squads/e2d8892c/2015-2016/Paris-Saint-Germain-Stats,vs Paris S-G,28,26.4,38,"3,420",90,100,38.0,418,,,110,20,157,0.32,19,102,-83,-2.18,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
7fdd64e0,/en/squads/7fdd64e0/2015-2016/Reims-Stats,vs Reims,31,26.3,38,"3,420",90,100,38.0,418,,,109,22,156,1.74,57,44,+13,+0.34,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
b3072e00,/en/squads/b3072e00/2015-2016/Rennes-Stats,vs Rennes,31,26.5,38,"3,420",90,100,38.0,418,,,108,20,159,1.29,54,52,+2,+0.05,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
d298ef2c,/en/squads/d298ef2c/2015-2016/Saint-Etienne-Stats,vs Saint-Étienne,31,26.4,38,"3,420",90,100,38.0,418,,,110,19,156,1.29,37,42,-5,-0.13,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
3f8c4b5f,/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats,vs Toulouse,25,26.7,38,"3,420",90,100,38.0,418,,,114,22,151,1.61,55,45,+10,+0.26,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
54195385,/en/squads/54195385/2015-2016/Troyes-Stats,vs Troyes,33,26.4,38,"3,420",90,100,38.0,418,,,111,21,154,2.29,83,28,+55,+1.45,13,2015-2016,97b9f426-de15-4fe2-a397-b462c420236d
