team_id,team_url,team,players_used,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,competition_id,season_id,id
7a54bb4f,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats,Ajaccio,36,38.0,637,382,321,236,80,313,694,45.1,381,359,85,274,420,1057,670,10,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
69236f98,/en/squads/69236f98/2022-2023/Angers-Stats,Angers,33,38.0,652,386,311,268,73,310,610,50.8,300,402,99,303,375,1027,605,13,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
5ae09109,/en/squads/5ae09109/2022-2023/Auxerre-Stats,Auxerre,33,38.0,674,378,337,263,74,313,678,46.2,365,441,118,323,454,1128,782,11,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
fb08dbb3,/en/squads/fb08dbb3/2022-2023/Brest-Stats,Brest,29,38.0,705,417,348,289,68,356,740,48.1,384,435,115,320,475,1180,686,13,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
d9676424,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats,Clermont Foot,28,38.0,685,398,350,250,85,351,779,45.1,428,424,126,298,440,1125,571,17,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
fd4e0f7d,/en/squads/fd4e0f7d/2022-2023/Lens-Stats,Lens,29,38.0,540,323,225,238,77,262,570,46.0,308,401,112,289,339,879,559,7,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
cb188c0c,/en/squads/cb188c0c/2022-2023/Lille-Stats,Lille,26,38.0,635,370,266,265,104,314,658,47.7,344,390,74,316,301,936,543,13,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
d2c87802,/en/squads/d2c87802/2022-2023/Lorient-Stats,Lorient,30,38.0,736,420,409,244,83,315,690,45.7,375,484,141,343,369,1105,849,17,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
d53c0b06,/en/squads/d53c0b06/2022-2023/Lyon-Stats,Lyon,29,38.0,723,423,306,282,135,367,771,47.6,404,433,107,326,481,1204,542,12,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
5725cc7b,/en/squads/5725cc7b/2022-2023/Marseille-Stats,Marseille,30,38.0,685,404,271,304,110,301,593,50.8,292,366,101,265,420,1105,570,11,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
fd6114db,/en/squads/fd6114db/2022-2023/Monaco-Stats,Monaco,27,38.0,696,400,284,310,102,323,701,46.1,378,459,120,339,426,1122,549,14,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
281b0e73,/en/squads/281b0e73/2022-2023/Montpellier-Stats,Montpellier,31,38.0,684,413,362,249,73,361,745,48.5,384,448,121,327,404,1088,686,9,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
d7a486cd,/en/squads/d7a486cd/2022-2023/Nantes-Stats,Nantes,29,38.0,709,431,367,249,93,367,730,50.3,363,427,107,320,431,1140,731,8,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
132ebc33,/en/squads/132ebc33/2022-2023/Nice-Stats,Nice,34,38.0,818,467,415,295,108,382,680,56.2,298,419,115,304,413,1231,588,9,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
e2d8892c,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats,Paris S-G,26,38.0,612,362,253,255,104,339,693,48.9,354,378,109,269,296,908,432,20,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
7fdd64e0,/en/squads/7fdd64e0/2022-2023/Reims-Stats,Reims,34,38.0,703,407,338,259,106,339,747,45.4,408,468,127,341,397,1100,633,15,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
b3072e00,/en/squads/b3072e00/2022-2023/Rennes-Stats,Rennes,32,38.0,600,335,255,251,94,289,616,46.9,327,392,91,301,341,941,587,10,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
c0d3eab4,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats,Strasbourg,29,38.0,690,409,316,284,90,344,666,51.7,322,423,98,325,437,1127,688,5,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
3f8c4b5f,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats,Toulouse,29,38.0,716,406,349,264,103,368,842,43.7,474,476,138,338,409,1125,656,15,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
54195385,/en/squads/54195385/2022-2023/Troyes-Stats,Troyes,32,38.0,608,361,333,207,68,272,606,44.9,334,416,144,272,398,1006,779,5,13,2022-2023,5fc9a9cd-4179-45e0-8a68-a9b45130fd29
