team_id,team_url,team,players_used,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,competition_id,season_id,id
7a54bb4f,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats,Ajaccio,36,38.0,86,10,2,541,495,63,631,420,382,8,10,2,2053,602,711,45.8,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
69236f98,/en/squads/69236f98/2022-2023/Angers-Stats,Angers,33,38.0,69,5,3,492,422,47,584,375,386,4,11,4,2025,436,441,49.7,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
5ae09109,/en/squads/5ae09109/2022-2023/Auxerre-Stats,Auxerre,33,38.0,54,6,4,462,419,48,617,454,378,6,6,1,2078,487,566,46.2,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
fb08dbb3,/en/squads/fb08dbb3/2022-2023/Brest-Stats,Brest,29,38.0,63,2,0,499,462,59,755,475,417,7,9,2,2115,633,569,52.7,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
d9676424,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats,Clermont Foot,28,38.0,72,5,2,426,592,52,564,440,398,7,12,0,2051,410,427,49.0,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
fd4e0f7d,/en/squads/fd4e0f7d/2022-2023/Lens-Stats,Lens,29,38.0,63,3,0,492,481,62,791,339,323,7,3,1,1975,406,369,52.4,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
cb188c0c,/en/squads/cb188c0c/2022-2023/Lille-Stats,Lille,26,38.0,82,1,0,497,480,64,624,301,370,10,5,3,2138,440,463,48.7,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
d2c87802,/en/squads/d2c87802/2022-2023/Lorient-Stats,Lorient,30,38.0,48,4,3,397,501,49,434,369,420,5,2,1,2019,407,479,45.9,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
d53c0b06,/en/squads/d53c0b06/2022-2023/Lyon-Stats,Lyon,29,38.0,61,3,1,500,453,57,649,481,423,5,11,3,2144,452,438,50.8,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
5725cc7b,/en/squads/5725cc7b/2022-2023/Marseille-Stats,Marseille,30,38.0,63,4,1,533,419,68,751,420,404,3,5,3,2291,491,484,50.4,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
fd6114db,/en/squads/fd6114db/2022-2023/Monaco-Stats,Monaco,27,38.0,64,5,3,488,411,84,661,426,400,8,5,3,2203,515,457,53.0,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
281b0e73,/en/squads/281b0e73/2022-2023/Montpellier-Stats,Montpellier,31,38.0,68,10,1,488,523,71,673,404,413,6,11,2,2095,480,553,46.5,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
d7a486cd,/en/squads/d7a486cd/2022-2023/Nantes-Stats,Nantes,29,38.0,65,4,2,481,414,54,820,431,431,3,9,4,2075,592,598,49.7,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
132ebc33,/en/squads/132ebc33/2022-2023/Nice-Stats,Nice,34,38.0,53,3,1,383,376,51,690,413,467,5,5,0,2143,392,365,51.8,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
e2d8892c,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats,Paris S-G,26,38.0,57,5,2,380,416,77,399,296,362,5,5,1,1938,245,201,54.9,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
7fdd64e0,/en/squads/7fdd64e0/2022-2023/Reims-Stats,Reims,34,38.0,70,9,2,507,423,85,707,397,407,7,3,2,2368,472,465,50.4,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
b3072e00,/en/squads/b3072e00/2022-2023/Rennes-Stats,Rennes,32,38.0,58,6,2,465,379,54,564,341,335,3,5,1,2035,538,520,50.9,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
c0d3eab4,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats,Strasbourg,29,38.0,73,7,2,529,474,43,647,437,409,6,11,0,2132,677,573,54.2,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
3f8c4b5f,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats,Toulouse,29,38.0,62,3,3,473,413,74,660,409,406,2,7,3,2168,483,460,51.2,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
54195385,/en/squads/54195385/2022-2023/Troyes-Stats,Troyes,32,38.0,55,5,1,402,404,57,517,398,361,4,8,2,1986,476,495,49.0,13,2022-2023,0c9034bc-f99d-4ea1-b3ef-fdcfdb524969
