team_id,team_url,team,players_used_away,minutes_90s_away,goals_away,shots_away,shots_on_target_away,shots_on_target_pct_away,shots_per90_away,shots_on_target_per90_away,goals_per_shot_away,goals_per_shot_on_target_away,average_shot_distance_away,shots_free_kicks_away,pens_made_away,pens_att_away,xg_away,npxg_away,npxg_per_shot_away,xg_net_away,npxg_net_away,competition_id,season_id,id
fb08dbb3,/en/squads/fb08dbb3/2023-2024/Brest-Stats,vs Brest,25,34.0,34,352,130,36.9,10.35,3.82,0.09,0.25,17.9,11,2,3,39.2,36.8,0.11,-5.2,-4.8,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
d9676424,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats,vs Clermont Foot,31,34.0,59,530,204,38.5,15.59,6.00,0.10,0.25,17.5,13,7,9,63.7,56.9,0.11,-4.7,-4.9,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
5c2737db,/en/squads/5c2737db/2023-2024/Le-Havre-Stats,vs Le Havre,27,34.0,43,455,155,34.1,13.38,4.56,0.09,0.26,17.1,14,2,4,50.6,47.3,0.11,-7.6,-6.3,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
fd4e0f7d,/en/squads/fd4e0f7d/2023-2024/Lens-Stats,vs Lens,27,34.0,36,387,131,33.9,11.38,3.85,0.08,0.23,17.7,13,6,8,46.7,40.2,0.11,-10.7,-10.2,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
cb188c0c,/en/squads/cb188c0c/2023-2024/Lille-Stats,vs Lille,28,34.0,32,324,123,38.0,9.53,3.62,0.09,0.24,17.8,15,3,5,36.5,32.5,0.10,-4.5,-3.5,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
d2c87802,/en/squads/d2c87802/2023-2024/Lorient-Stats,vs Lorient,38,34.0,65,523,199,38.0,15.38,5.85,0.11,0.29,17.8,14,8,8,54.5,48.2,0.09,+10.5,+8.8,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
d53c0b06,/en/squads/d53c0b06/2023-2024/Lyon-Stats,vs Lyon,35,34.0,54,456,164,36.0,13.41,4.82,0.11,0.30,18.5,19,4,6,52.4,47.8,0.11,+1.6,+2.2,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
5725cc7b,/en/squads/5725cc7b/2023-2024/Marseille-Stats,vs Marseille,33,34.0,40,372,127,34.1,10.94,3.74,0.10,0.29,18.0,8,3,3,35.4,33.0,0.09,+4.6,+4.0,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
f83960ae,/en/squads/f83960ae/2023-2024/Metz-Stats,vs Metz,30,34.0,58,512,182,35.5,15.06,5.35,0.10,0.29,17.9,19,6,6,54.5,49.8,0.10,+3.5,+2.2,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
fd6114db,/en/squads/fd6114db/2023-2024/Monaco-Stats,vs Monaco,30,34.0,40,387,145,37.5,11.38,4.26,0.09,0.24,17.6,15,5,6,43.5,38.8,0.10,-3.5,-3.8,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
281b0e73,/en/squads/281b0e73/2023-2024/Montpellier-Stats,vs Montpellier,31,34.0,45,535,166,31.0,15.74,4.88,0.08,0.25,17.8,17,4,5,50.9,46.9,0.09,-5.9,-5.9,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
d7a486cd,/en/squads/d7a486cd/2023-2024/Nantes-Stats,vs Nantes,35,34.0,55,418,147,35.2,12.29,4.32,0.11,0.31,17.3,19,9,10,53.0,45.7,0.11,+2.0,+0.3,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
132ebc33,/en/squads/132ebc33/2023-2024/Nice-Stats,vs Nice,27,34.0,28,357,97,27.2,10.50,2.85,0.06,0.24,18.9,8,5,8,35.5,29.3,0.08,-7.5,-6.3,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
e2d8892c,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats,vs Paris S-G,29,34.0,33,408,142,34.8,12.00,4.18,0.07,0.20,17.4,10,4,5,40.0,36.4,0.09,-7.0,-7.4,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
7fdd64e0,/en/squads/7fdd64e0/2023-2024/Reims-Stats,vs Reims,29,34.0,46,430,130,30.2,12.65,3.82,0.09,0.31,17.1,16,6,7,46.4,40.9,0.10,-0.4,-0.9,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
b3072e00,/en/squads/b3072e00/2023-2024/Rennes-Stats,vs Rennes,29,34.0,43,387,144,37.2,11.38,4.24,0.10,0.28,17.0,11,3,3,41.2,38.9,0.10,+1.8,+1.1,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
c0d3eab4,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats,vs Strasbourg,30,34.0,47,411,120,29.2,12.09,3.53,0.10,0.36,16.7,10,4,5,45.5,41.5,0.10,+1.5,+1.5,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
3f8c4b5f,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats,vs Toulouse,26,34.0,46,461,135,29.3,13.56,3.97,0.09,0.31,17.5,18,4,4,48.1,44.9,0.10,-2.1,-2.9,13,2023-2024,56ef9571-3979-404b-b09f-589f747a4106
