ranker,nationality,players,minutes,List,competition_id,season_id,id
1,frFrance,309,"318,506","Kylian Mbappé,Benjamin Bourigeaud,Wissam Ben Yedder,Gaëtan Laborde,Martin Terrier,Dimitri Payet,Ludovic Ajorque,Jonathan Clauss,Moussa Dembélé,Randal Kolo Muani...",13,2021-2022,93fa9c1e-095b-44a4-8ae3-5ca078bc92e7
2,snSenegal,31,"21,420","Habib Diallo,Pape Matar Sarr,Alfred Gomis,Idrissa Gana Gueye,Ibrahima Niane,Bamba Dieng,Dion Lopy,Pape Gueye,Opa Nguette,Ismail Jakobs...",13,2021-2022,93fa9c1e-095b-44a4-8ae3-5ca078bc92e7
3,brBrazil,28,"41,099","Lucas Paquetá,Andrei Girotto,Gerson,Caio Henrique Oliveira Silva,Neymar,Marquinhos,Dante,Luan Peres Petroni,Thiago Mendes,Bruno Guimarães...",13,2021-2022,93fa9c1e-095b-44a4-8ae3-5ca078bc92e7
4,mlMali,25,"23,657","Hamari Traoré,Cheick Doucouré,Rominigue Kouamé,Ibrahima Sissoko,Boubakar Kouyaté,Boubacar Traoré,El Bilal Touré,Kalifa Coulibaly,Ibrahima Koné,Massadio Haïdara...",13,2021-2022,93fa9c1e-095b-44a4-8ae3-5ca078bc92e7
,,,,View Complete Nationalities Table,13,2021-2022,93fa9c1e-095b-44a4-8ae3-5ca078bc92e7
